[19:31:19]	FB|| light ROOM has connected.
[19:42:13]	Lieutenant Ezyn Linmer exited observer at their location.
[19:42:13]	Lieutenant Ezyn Linmer entered observer.
[19:42:20]	Lieutenant Ezyn Linmer exited observer at their location.
[19:42:20]	Lieutenant Ezyn Linmer entered observer.
[19:42:21]	Lieutenant Ezyn Linmer exited observer at their location.
[19:42:23]	Lieutenant Ezyn Linmer entered observer.
[19:42:27]	Lieutenant Ezyn Linmer exited observer at their location.
[19:42:27]	Lieutenant Ezyn Linmer entered observer.
[19:42:33]	Lieutenant Ezyn Linmer exited observer at their location.
[19:42:33]	Lieutenant Ezyn Linmer entered observer.
[19:42:37]	Lieutenant Ezyn Linmer exited observer at their location.
[19:42:39]	Lieutenant Ezyn Linmer entered observer.
[19:42:53]	Petty Officer Second Class Arnold Jackson entered observer.
[19:42:54]	Lieutenant Ezyn Linmer exited observer at their location.
[19:42:58]	Lieutenant Ezyn Linmer entered observer.
[19:43:00]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[19:43:04]	Lieutenant Ezyn Linmer exited observer at their location.
[19:43:05]	Lieutenant Ezyn Linmer entered observer.
[19:43:17]	Flight Petty Officer Third Class John Tzar entered observer.
[19:43:20]	Flight Petty Officer Third Class John Tzar exited observer at their location.
[19:43:32]	Flight Petty Officer Third Class John Tzar entered observer.
[19:43:35]	Lieutenant Ezyn Linmer exited observer at their location.
[19:43:35]	Lieutenant Ezyn Linmer entered observer.
[19:43:41]	Petty Officer Second Class Arnold Jackson entered observer.
[19:43:42]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[19:43:44]	[OOC] Flight Crewman Third Class Dash Rene: ah
[19:43:49]	Flight Petty Officer Third Class John Tzar exited observer at their location.
[19:43:50]	Flight Petty Officer Third Class John Tzar entered observer.
[19:43:53]	[OOC] Flight Crewman Third Class Dash Rene: the fleet just disspeared infront of me
[19:43:54]	Lieutenant Ezyn Linmer exited observer at their location.
[19:43:54]	Lieutenant Ezyn Linmer entered observer.
[19:43:54]	[OOC] Flight Crewman Third Class Dash Rene: wow
[19:43:56]	Lieutenant Ezyn Linmer exited observer at their location.
[19:43:56]	Lieutenant Ezyn Linmer entered observer.
[19:44:06]	Flight Petty Officer Third Class John Tzar used command '/CharAddAttribute 7886 con 2'.
[19:44:13]	Petty Officer Second Class Arnold Jackson has taken 1 damage from liftDoor5_3.
[19:44:13]	Petty Officer Second Class Arnold Jackson has taken 1 damage from liftDoor5_3.
[19:44:13]	Petty Officer Second Class Arnold Jackson has taken 1 damage from liftDoor5_3.
[19:44:13]	Petty Officer Second Class Arnold Jackson has taken 1 damage from liftDoor5_3.
[19:44:13]	Petty Officer Second Class Arnold Jackson has taken 1 damage from liftDoor5_3.
[19:44:13]	Petty Officer Second Class Arnold Jackson has taken 1 damage from liftDoor5_3.
[19:44:13]	Petty Officer Second Class Arnold Jackson has taken 1 damage from liftDoor5_3.
[19:44:13]	Petty Officer Second Class Arnold Jackson has taken 1 damage from liftDoor5_3.
[19:44:13]	Petty Officer Second Class Arnold Jackson has taken 1 damage from liftDoor5_3.
[19:44:14]	Petty Officer Second Class Arnold Jackson has taken 1 damage from liftDoor5_3.
[19:44:20]	[OOC] Flight Crewman Third Class Dash Rene: heaven
[19:44:20]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[19:44:24]	[OOC] Corporal ST-7886: Fuck off
[19:44:30]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[19:44:33]	Lieutenant Ezyn Linmer exited observer at their location.
[19:44:34]	Lieutenant Ezyn Linmer entered observer.
[19:44:53]	Lieutenant Ezyn Linmer exited observer at their location.
[19:44:56]	Lieutenant Ezyn Linmer used command '/ToggleRaise'.
[19:44:57]	Lieutenant Ezyn Linmer entered observer.
[19:45:08]	Lieutenant Ezyn Linmer used command '/ToggleRaise'.
[19:45:14]	Petty Officer Second Class Arnold Jackson has taken 56 damage from worldspawn.
[19:45:16]	Lieutenant Ezyn Linmer destroyed a 'DLT-19 Blaster' #1114.
[19:45:18]	Petty Officer Second Class Arnold Jackson entered observer.
[19:45:19]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[19:45:19]	Petty Officer Second Class Arnold Jackson entered observer.
[19:45:19]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[19:45:20]	[OOC] Lieutenant Ezyn Linmer: void explsoionos
[19:45:24]	Petty Officer Second Class Arnold Jackson entered observer.
[19:45:31]	Flight Crewman Third Class Dash Rene used command '/c Starting patrol on ship'.
[19:45:40]	Corporal ST-7886 used command '/comm Why are you patrolling on the ship?'.
[19:45:41]	Petty Officer Second Class Arnold Jackson used command '/c Ok?'.
[19:45:53]	Flight Crewman Third Class Dash Rene used command '/c I have nothing else to do'.
[19:46:02]	matt saton loaded the character 'Grand General Borat Aitmukhambetov'
[19:46:05]	Grand General Borat Aitmukhambetov entered observer.
[19:46:06]	Corporal ST-7886 used command '/comm Ugh......whatever.'.
[19:46:07]	[OOC] Flight Crewman Third Class Dash Rene: my wife
[19:46:08]	Flight Petty Officer Third Class John Tzar exited observer at their location.
[19:46:08]	[OOC] Flight Crewman Third Class Dash Rene: my wife
[19:46:08]	[OOC] Flight Crewman Third Class Dash Rene: my wife
[19:46:09]	Flight Petty Officer Third Class John Tzar entered observer.
[19:46:09]	[OOC] Flight Crewman Third Class Dash Rene: my wife
[19:46:12]	matt saton loaded the character 'PINEAPPLE TITBITCH'
[19:46:12]	[OOC] Petty Officer Second Class Arnold Jackson: stop
[19:46:13]	PINEAPPLE TITBITCH entered observer.
[19:46:19]	[OOC] Flight Crewman Third Class Dash Rene: check his description
[19:46:19]	[OOC] PINEAPPLE TITBITCH: sex
[19:46:21]	[OOC] Flight Crewman Third Class Dash Rene: lmao
[19:46:26]	matt saton loaded the character 'Commander CC-4868-394'
[19:46:37]	matt saton loaded the character 'Cadet Janus Bobi'
[19:46:38]	Cadet Janus Bobi entered observer.
[19:46:40]	Cadet Janus Bobi exited observer at their location.
[19:46:50]	Corporal ST-7886 ran 'Equip' on item 'Impact Grenade' (#10)
[19:47:02]	Ollie Garner has connected.
[19:47:06]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[19:47:10]	matt saton loaded the character 'Second Lieutenant IC-4910'
[19:47:12]	Second Lieutenant IC-4910 entered observer.
[19:47:17]	Petty Officer Second Class Arnold Jackson entered observer.
[19:47:31]	matt saton loaded the character 'Lance Corporal TK-5919'
[19:47:32]	Lance Corporal TK-5919 entered observer.
[19:48:23]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[19:48:23]	Petty Officer Second Class Arnold Jackson entered observer.
[19:48:24]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[19:48:24]	Petty Officer Second Class Arnold Jackson entered observer.
[19:48:27]	Ollie Garner loaded the character 'Sergeant IN-3331'
[19:48:37]	Sergeant IN-3331 ran 'Equip' on item 'Imperial Flamethrower' (#169)
[19:48:42]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:42]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_pistol_large]'.
[19:48:42]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_pistol_large]'.
[19:48:42]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_pistol_large]'.
[19:48:42]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_pistol_large]'.
[19:48:43]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_pistol_large]'.
[19:48:43]	Sergeant IN-3331 has spawned a 'Entity [1040][item_ammo_pistol_large]'.
[19:48:43]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:43]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_pistol_large]'.
[19:48:43]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_pistol_large]'.
[19:48:43]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[19:48:43]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_pistol_large]'.
[19:48:44]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_pistol_large]'.
[19:48:44]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_pistol_large]'.
[19:48:44]	Petty Officer Second Class Arnold Jackson entered observer.
[19:48:44]	Sergeant IN-3331 has spawned a 'Entity [1040][item_ammo_pistol_large]'.
[19:48:44]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:44]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_pistol_large]'.
[19:48:45]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_pistol_large]'.
[19:48:45]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_pistol_large]'.
[19:48:45]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_pistol_large]'.
[19:48:45]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_pistol_large]'.
[19:48:45]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:45]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_pistol_large]'.
[19:48:46]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_pistol_large]'.
[19:48:46]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_pistol_large]'.
[19:48:47]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:47]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_pistol_large]'.
[19:48:47]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_pistol_large]'.
[19:48:47]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_pistol_large]'.
[19:48:47]	Sergeant IN-3331 has spawned a 'Entity [1040][item_ammo_pistol_large]'.
[19:48:47]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_pistol_large]'.
[19:48:47]	Lance Corporal TK-5919 exited observer at their location.
[19:48:48]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_pistol_large]'.
[19:48:48]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:48]	Lance Corporal TK-5919 entered observer.
[19:48:48]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_pistol_large]'.
[19:48:48]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_pistol_large]'.
[19:48:48]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_pistol_large]'.
[19:48:48]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_pistol_large]'.
[19:48:49]	Sergeant IN-3331 has spawned a 'Entity [1040][item_ammo_pistol_large]'.
[19:48:49]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:49]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_pistol_large]'.
[19:48:49]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_pistol_large]'.
[19:48:49]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_pistol_large]'.
[19:48:50]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_pistol_large]'.
[19:48:50]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_pistol_large]'.
[19:48:50]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:50]	Sergeant IN-3331 has spawned a 'Entity [1040][item_ammo_pistol_large]'.
[19:48:50]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_pistol_large]'.
[19:48:50]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_pistol_large]'.
[19:48:51]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_pistol_large]'.
[19:48:51]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_pistol_large]'.
[19:48:51]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:52]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_pistol_large]'.
[19:48:52]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_pistol_large]'.
[19:48:52]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:52]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_pistol_large]'.
[19:48:52]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_pistol_large]'.
[19:48:53]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_pistol_large]'.
[19:48:53]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_pistol_large]'.
[19:48:53]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_pistol_large]'.
[19:48:53]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:53]	Sergeant IN-3331 has spawned a 'Entity [1040][item_ammo_pistol_large]'.
[19:48:53]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_pistol_large]'.
[19:48:54]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_pistol_large]'.
[19:48:54]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_pistol_large]'.
[19:48:54]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_pistol_large]'.
[19:48:55]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_pistol_large]'.
[19:48:56]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_ar2_large]'.
[19:48:56]	Lance Corporal TK-5919 exited observer at their location.
[19:48:56]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_ar2_large]'.
[19:48:56]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_ar2_large]'.
[19:48:56]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_ar2_large]'.
[19:48:56]	Lance Corporal TK-5919 entered observer.
[19:48:56]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_ar2_large]'.
[19:48:57]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_ar2_large]'.
[19:48:57]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_ar2_large]'.
[19:48:57]	Sergeant IN-3331 has spawned a 'Entity [1040][item_ammo_ar2_large]'.
[19:48:57]	Sergeant IN-3331 has spawned a 'Entity [1043][item_ammo_ar2_large]'.
[19:48:57]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_ar2_large]'.
[19:48:58]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_ar2_large]'.
[19:48:58]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_ar2_large]'.
[19:48:58]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_ar2_large]'.
[19:48:58]	Lance Corporal TK-5919 exited observer at their location.
[19:48:58]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_ar2_large]'.
[19:48:58]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_ar2_large]'.
[19:48:58]	Lance Corporal TK-5919 entered observer.
[19:48:59]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_ar2_large]'.
[19:48:59]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_ar2_large]'.
[19:48:59]	Lance Corporal TK-5919 exited observer at their location.
[19:48:59]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_ar2_large]'.
[19:48:59]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_ar2_large]'.
[19:48:59]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_ar2_large]'.
[19:48:59]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_ar2_large]'.
[19:49:00]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_ar2_large]'.
[19:49:00]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_ar2_large]'.
[19:49:00]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_ar2_large]'.
[19:49:00]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_ar2_large]'.
[19:49:00]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_ar2_large]'.
[19:49:01]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_ar2_large]'.
[19:49:01]	Lance Corporal TK-5919 entered observer.
[19:49:01]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_ar2_large]'.
[19:49:01]	Lance Corporal TK-5919 exited observer at their location.
[19:49:01]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_ar2_large]'.
[19:49:01]	Sergeant IN-3331 has spawned a 'Entity [1040][item_ammo_ar2_large]'.
[19:49:01]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_ar2_large]'.
[19:49:01]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_ar2_large]'.
[19:49:02]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_ar2_large]'.
[19:49:02]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_ar2_large]'.
[19:49:02]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_ar2_large]'.
[19:49:02]	Lance Corporal TK-5919 entered observer.
[19:49:02]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_ar2_large]'.
[19:49:02]	Lance Corporal TK-5919 exited observer at their location.
[19:49:02]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_ar2_large]'.
[19:49:03]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_ar2_large]'.
[19:49:03]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_ar2_large]'.
[19:49:03]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_ar2_large]'.
[19:49:03]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_ar2_large]'.
[19:49:03]	Lance Corporal TK-5919 entered observer.
[19:49:03]	Sergeant IN-3331 has spawned a 'Entity [1035][item_ammo_ar2_large]'.
[19:49:03]	Sergeant IN-3331 has spawned a 'Entity [990][item_ammo_ar2_large]'.
[19:49:04]	Sergeant IN-3331 has spawned a 'Entity [992][item_ammo_ar2_large]'.
[19:49:04]	Sergeant IN-3331 has spawned a 'Entity [993][item_ammo_ar2_large]'.
[19:49:04]	Sergeant IN-3331 has spawned a 'Entity [989][item_ammo_ar2_large]'.
[19:49:04]	Sergeant IN-3331 has spawned a 'Entity [991][item_ammo_ar2_large]'.
[19:49:05]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[19:49:28]	Flight Petty Officer Third Class John Tzar exited observer at their location.
[19:49:29]	Petty Officer Second Class Arnold Jackson used command '/c I think Rene broke the tram.'.
[19:49:29]	Flight Petty Officer Third Class John Tzar entered observer.
[19:49:32]	Sergeant IN-3331 used command '/c IN-3331 reporting. Just woke up, going to begin patrol.'.
[19:49:33]	Sergeant IN-3331 used command '/ToggleRaise'.
[19:49:34]	Sergeant IN-3331 used command '/ToggleRaise'.
[19:49:39]	Petty Officer Second Class Arnold Jackson used command '/c Copy.'.
[19:49:42]	Corporal ST-7886 used command '/comm No shit he did, currently en route to the SHB.'.
[19:49:55]	Petty Officer Second Class Arnold Jackson entered observer.
[19:49:55]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[19:49:59]	[OOC] Flight Crewman Third Class Dash Rene: STOP
[19:50:15]	Flight Petty Officer Third Class John Tzar exited observer at their location.
[19:50:16]	Flight Petty Officer Third Class John Tzar entered observer.
[19:50:17]	Flight Petty Officer Third Class John Tzar exited observer at their location.
[19:50:42]	Flight Petty Officer Third Class John Tzar entered observer.
[19:50:46]	Lance Corporal TK-5919 exited observer at their location.
[19:50:48]	Flight Petty Officer Third Class John Tzar exited observer at their location.
[19:50:50]	Lance Corporal TK-5919 used command '/ToggleRaise'.
[19:50:54]	Lance Corporal TK-5919 entered observer.
[19:50:58]	Flight Petty Officer Third Class John Tzar entered observer.
[19:50:59]	Lance Corporal TK-5919 exited observer at their location.
[19:51:00]	Lance Corporal TK-5919 entered observer.
[19:51:01]	Lance Corporal TK-5919 exited observer at their location.
[19:51:01]	Flight Petty Officer Third Class John Tzar exited observer at their location.
[19:51:01]	Lance Corporal TK-5919 entered observer.
[19:51:04]	Lance Corporal TK-5919 exited observer at their location.
[19:51:05]	Lance Corporal TK-5919 entered observer.
[19:51:26]	Sergeant IN-3331 entered observer.
[19:51:27]	Sergeant IN-3331 exited observer at their location.
[19:51:28]	Sergeant IN-3331 entered observer.
[19:51:28]	Sergeant IN-3331 exited observer at their location.
[19:51:36]	Flight Crewman Third Class Dash Rene has taken 39 damage from Flight Petty Officer Third Class John Tzar.
[19:51:37]	Lance Corporal TK-5919 exited observer at their location.
[19:51:38]	Flight Crewman Third Class Dash Rene has taken 36 damage from Flight Petty Officer Third Class John Tzar.
[19:51:39]	Lance Corporal TK-5919 entered observer.
[19:51:41]	Flight Crewman Third Class Dash Rene has taken 23 damage from Flight Petty Officer Third Class John Tzar.
[19:51:41]	Flight Petty Officer Third Class John Tzar has killed Flight Crewman Third Class Dash Rene with meleearts_bludgeon_bat.
[19:51:44]	Lance Corporal TK-5919 exited observer at their location.
[19:51:44]	[Y] Corporal ST-7886: WHAT THE FUCK IS HAPPENING!?
[19:51:44]	Lance Corporal TK-5919 entered observer.
[19:51:50]	Flight Petty Officer Third Class John Tzar entered observer.
[19:51:51]	Lance Corporal TK-5919 exited observer at their location.
[19:51:54]	Lance Corporal TK-5919 used command '/ToggleRaise'.
[19:51:59]	Lance Corporal TK-5919 entered observer.
[19:52:00]	Flight Petty Officer Third Class John Tzar exited observer at their location.
[19:52:03]	Flight Petty Officer Third Class John Tzar entered observer.
[19:52:06]	[OOC] Sergeant IN-3331: imagine not having a black pauldron
[19:52:06]	Lance Corporal TK-5919 exited observer at their location.
[19:52:07]	Flight Petty Officer Third Class John Tzar exited observer at their location.
[19:52:08]	Lance Corporal TK-5919 entered observer.
[19:52:08]	Sergeant IN-3331 used command '/ToggleRaise'.
[19:52:10]	Sergeant IN-3331 used command '/ToggleRaise'.
[19:52:10]	Flight Petty Officer Third Class John Tzar entered observer.
[19:52:11]	Flight Petty Officer Third Class John Tzar exited observer at their location.
[19:52:11]	[OOC] Corporal ST-7886: Fuck off
[19:52:15]	Lance Corporal TK-5919 used command '/ToggleRaise'.
[19:52:17]	Lance Corporal TK-5919 exited observer at their location.
[19:52:17]	Mr. Chief loaded the character 'General Rom Mohc'
[19:52:18]	Lance Corporal TK-5919 entered observer.
[19:52:18]	General Rom Mohc entered observer.
[19:52:23]	Lance Corporal TK-5919 exited observer at their location.
[19:52:24]	Lance Corporal TK-5919 entered observer.
[19:52:25]	[OOC] Flight Crewman Third Class Dash Rene: DARTH BANE IS HUNTING ME AGAIN
[19:52:26]	General Rom Mohc exited observer at their location.
[19:52:26]	[OOC] Flight Crewman Third Class Dash Rene: GGGGGGGGGGGG
[19:52:28]	General Rom Mohc entered observer.
[19:52:31]	FB|| light ROOM loaded the character 'Lance Corporal TX-7062'
[19:52:38]	FB|| light ROOM loaded the character 'Corporal ST-7886'
[19:52:42]	General Rom Mohc exited observer at their location.
[19:52:42]	Corporal ST-7886 has taken 23 damage from worldspawn.
[19:52:43]	General Rom Mohc entered observer.
[19:52:43]	General Rom Mohc exited observer at their location.
[19:52:44]	Flight Crewman Third Class Dash Rene has taken 20 damage from General Rom Mohc.
[19:52:44]	Flight Crewman Third Class Dash Rene has taken 20 damage from General Rom Mohc.
[19:52:44]	Flight Crewman Third Class Dash Rene has taken 20 damage from General Rom Mohc.
[19:52:45]	Flight Crewman Third Class Dash Rene has taken 20 damage from General Rom Mohc.
[19:52:47]	Flight Crewman Third Class Dash Rene has taken 5 damage from General Rom Mohc.
[19:52:48]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:48]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:48]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:48]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:48]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:48]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:49]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:49]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:49]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:49]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:49]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:49]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:49]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:49]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:50]	Flight Crewman Third Class Dash Rene has taken 1 damage from Corporal ST-7886.
[19:52:50]	Corporal ST-7886 has killed Flight Crewman Third Class Dash Rene with rw_sw_rt97c.
[19:52:50]	Petty Officer Second Class Arnold Jackson entered observer.
[19:52:52]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[19:52:55]	Petty Officer Second Class Arnold Jackson entered observer.
[19:52:55]	General Rom Mohc has taken 1 damage from Corporal ST-7886.
