[00:27:30]	matt saton (STEAM_0:1:53097688) has disconnected (timed out).
[10:42:50]	matt saton has connected.
[10:45:36]	matt saton loaded the character 'Unknown'
[10:45:37]	Unknown entered observer.
[10:48:19]	Unknown exited observer at their location.
[10:48:32]	Unknown entered observer.
[10:48:40]	Unknown has spawned a 'Entity [426][ix_actorgeneric]'.
[10:48:42]	Unknown has spawned a 'Entity [429][ix_actorgeneric]'.
[10:49:50]	Unknown exited observer at their location.
[10:54:13]	matt saton has connected.
[10:54:56]	matt saton loaded the character 'Unknown'
[11:06:12]	Unknown entered observer.
[11:06:21]	Unknown exited observer at their location.
[11:06:22]	Unknown entered observer.
[11:06:23]	Unknown exited observer at their location.
[11:06:24]	Unknown entered observer.
[11:06:24]	Unknown exited observer at their location.
[11:14:13]	matt saton has connected.
[11:15:56]	matt saton loaded the character 'Unknown'
[11:16:23]	Unknown entered observer.
[11:16:36]	Unknown used command '/ToggleRaise'.
[11:16:39]	Unknown used command '/ToggleRaise'.
[11:17:06]	Unknown exited observer at their location.
[11:17:07]	Unknown entered observer.
[11:17:07]	Unknown exited observer at their location.
[11:18:02]	Unknown entered observer.
[11:18:02]	Unknown exited observer at their location.
[11:18:05]	Unknown has taken 51 damage from worldspawn.
[11:20:38]	matt saton has connected.
[11:21:24]	matt saton loaded the character 'Unknown'
[11:21:27]	Unknown entered observer.
[11:25:04]	Unknown exited observer at their location.
[11:25:39]	Unknown entered observer.
[11:25:40]	Unknown exited observer at their location.
[11:25:40]	Unknown entered observer.
[11:25:53]	Unknown has spawned a 'Entity [424][ix_actorgeneric]'.
[11:28:52]	Unknown exited observer at their location.
[11:28:52]	Unknown entered observer.
[11:28:53]	Unknown exited observer at their location.
[11:39:14]	matt saton has connected.
[11:41:25]	matt saton loaded the character 'Unknown'
[11:41:27]	Unknown entered observer.
[11:41:30]	Unknown exited observer at their location.
[11:41:31]	Unknown entered observer.
[11:41:31]	Unknown exited observer at their location.
[11:42:05]	Unknown entered observer.
[11:42:07]	Unknown exited observer at their location.
[11:42:07]	Unknown entered observer.
[11:42:09]	Unknown exited observer at their location.
[11:42:10]	Unknown entered observer.
[11:42:11]	Unknown exited observer at their location.
[11:45:27]	matt saton has connected.
[11:47:31]	matt saton loaded the character 'Unknown'
[11:47:34]	Unknown entered observer.
[11:47:40]	Unknown exited observer at their location.
[11:48:50]	Unknown entered observer.
[11:48:55]	Unknown exited observer at their location.
[11:48:55]	Unknown entered observer.
[11:48:56]	Unknown exited observer at their location.
[11:48:56]	Unknown entered observer.
[11:49:54]	Unknown exited observer at their location.
[11:50:19]	Unknown entered observer.
[11:50:26]	Unknown has spawned a 'Entity [424][ix_actorgeneric]'.
[11:50:43]	Unknown has spawned a 'Entity [425][ix_actorgeneric]'.
[11:54:29]	Unknown exited observer at their location.
[11:54:58]	Unknown entered observer.
[12:03:06]	Unknown used command '/ToggleRaise'.
[12:03:09]	Unknown exited observer at their location.
[12:03:20]	Unknown used command '/ToggleRaise'.
[12:07:54]	Unknown used command '/ToggleRaise'.
[12:07:58]	Unknown entered observer.
[12:08:14]	Unknown exited observer at their location.
[12:09:42]	Unknown entered observer.
[12:09:49]	Unknown exited observer at their location.
[12:09:56]	Unknown has spawned a 'Entity [436][ix_actorgeneric]'.
[12:09:57]	Unknown entered observer.
[12:09:59]	Unknown has spawned a 'Entity [436][ix_actorgeneric]'.
[12:10:08]	Unknown exited observer at their location.
[12:10:09]	Unknown entered observer.
[12:10:10]	Unknown exited observer at their location.
[12:11:00]	Unknown entered observer.
[12:11:00]	Unknown exited observer at their location.
[12:12:20]	Unknown has spawned 'models/player/group02/male_02.mdl'.
[12:12:23]	Unknown has spawned 'models/player/group02/male_04.mdl'.
[12:12:23]	Unknown entered observer.
[12:12:26]	Unknown exited observer at their location.
[12:14:36]	Unknown entered observer.
[12:14:38]	Unknown has spawned a 'Entity [436][ix_actorgeneric]'.
[12:14:39]	Unknown exited observer at their location.
[12:14:47]	Unknown entered observer.
[12:14:49]	Unknown has spawned 'models/humans/group02/tale_01.mdl'.
[12:14:50]	Unknown has spawned 'models/humans/group02/tale_03.mdl'.
[12:15:00]	Unknown has spawned a 'Entity [436][ix_actorgeneric]'.
[12:15:09]	Unknown exited observer at their location.
[12:15:46]	Unknown entered observer.
[12:15:51]	Unknown exited observer at their location.
[12:15:56]	Unknown entered observer.
[12:16:10]	Unknown exited observer at their location.
[12:16:13]	Unknown entered observer.
[12:16:38]	Unknown has spawned a 'Entity [437][ix_actorgeneric]'.
[12:19:18]	Unknown has spawned 'models/humans/group02/tale_06.mdl'.
[12:19:20]	Unknown has spawned 'models/humans/group02/tale_07.mdl'.
[12:19:26]	Unknown has spawned 'models/humans/group02/tale_03.mdl'.
[12:19:28]	Unknown has spawned 'models/humans/group02/tale_09.mdl'.
[12:19:30]	Unknown has spawned 'models/humans/group02/tale_08.mdl'.
[12:19:32]	Unknown has spawned 'models/humans/group02/tale_07.mdl'.
[12:19:33]	Unknown has spawned 'models/humans/group02/tale_09.mdl'.
[12:19:38]	Unknown has spawned a 'Entity [437][ix_actorgeneric]'.
[12:21:19]	Unknown exited observer at their location.
[12:21:20]	Unknown entered observer.
[12:21:25]	Unknown exited observer at their location.
[12:22:45]	Unknown entered observer.
[12:22:50]	Unknown has spawned a 'Entity [437][ix_actorgeneric]'.
[12:22:50]	Unknown exited observer at their location.
[12:23:45]	Unknown entered observer.
[12:24:43]	Unknown has spawned 'models/hcn/starwars/bf/rodian/rodian_2.mdl'.
[12:24:45]	Unknown has spawned a 'Entity [438][ix_actorgeneric]'.
[12:24:46]	Unknown has spawned a 'Entity [442][ix_actorgeneric]'.
[12:25:47]	Unknown exited observer at their location.
[12:25:49]	Unknown entered observer.
[12:25:59]	Unknown exited observer at their location.
[12:26:34]	Unknown entered observer.
[12:28:32]	Unknown exited observer at their location.
[12:28:33]	Unknown entered observer.
[12:29:48]	Unknown exited observer at their location.
[12:29:50]	Unknown entered observer.
[12:29:54]	Unknown exited observer at their location.
[12:29:58]	Unknown entered observer.
[12:30:01]	Unknown exited observer at their location.
[12:30:34]	Unknown entered observer.
[12:31:28]	Unknown exited observer at their location.
[12:31:52]	Unknown entered observer.
[12:31:56]	Unknown has spawned a 'Entity [438][ix_actorgeneric]'.
[12:31:57]	Unknown exited observer at their location.
[12:31:59]	Unknown entered observer.
[12:32:03]	Unknown has spawned a 'Entity [438][ix_actorgeneric]'.
[12:32:07]	Unknown has spawned a 'Entity [438][ix_actorgeneric]'.
[12:32:08]	Unknown exited observer at their location.
[12:32:46]	Unknown entered observer.
[12:33:47]	Unknown exited observer at their location.
[12:33:47]	Unknown entered observer.
[12:33:48]	Unknown exited observer at their location.
[12:34:53]	Unknown entered observer.
[12:34:58]	Unknown has spawned a 'Entity [443][ix_actorgeneric]'.
[12:34:59]	Unknown has spawned a 'Entity [444][ix_actorgeneric]'.
[12:37:32]	Unknown has spawned 'models/kriegsyntax/imperial/army/grand_general/npc_male_01.mdl'.
[12:38:46]	Unknown exited observer at their location.
[12:41:00]	Unknown entered observer.
[12:43:09]	matt saton has connected.
[12:44:11]	matt saton loaded the character 'Unknown'
[12:44:15]	Unknown entered observer.
[12:44:28]	Unknown exited observer at their location.
[12:44:28]	Unknown entered observer.
[12:44:29]	Unknown exited observer at their location.
[12:44:31]	Unknown entered observer.
[12:44:32]	Unknown exited observer at their location.
[12:44:34]	Unknown entered observer.
[12:44:35]	Unknown exited observer at their location.
[12:44:35]	Unknown entered observer.
[12:44:36]	Unknown exited observer at their location.
[12:44:37]	Unknown entered observer.
[12:45:23]	Unknown exited observer at their location.
[12:46:20]	Unknown entered observer.
[12:46:46]	Unknown exited observer at their location.
[12:46:48]	Unknown entered observer.
[12:46:48]	Unknown exited observer at their location.
[12:46:50]	Unknown entered observer.
[12:46:59]	Unknown exited observer at their location.
[12:47:02]	Unknown entered observer.
[12:48:30]	Unknown exited observer at their location.
[12:48:34]	Unknown entered observer.
[12:49:05]	Unknown exited observer at their location.
[12:49:12]	Unknown entered observer.
[12:49:25]	Unknown exited observer at their location.
[12:49:30]	Unknown has spawned 'models/props_wasteland/kitchen_stove002a.mdl'.
[12:49:31]	Unknown has spawned 'models/props_wasteland/kitchen_stove001a.mdl'.
[12:49:34]	Unknown has spawned 'models/props_wasteland/kitchen_stove002a.mdl'.
[12:49:41]	Unknown has spawned 'models/props_wasteland/kitchen_fridge001a.mdl'.
[12:49:50]	Unknown has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[12:49:58]	Unknown has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[12:50:02]	Unknown has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[12:50:11]	Unknown entered observer.
[12:50:19]	Unknown exited observer at their location.
[12:50:33]	Unknown entered observer.
[12:50:42]	Unknown exited observer at their location.
[12:50:50]	Unknown entered observer.
[12:50:52]	Unknown exited observer at their location.
[12:50:53]	Unknown entered observer.
[12:50:53]	Unknown exited observer at their location.
[12:50:55]	Unknown has spawned 'models/props_wasteland/laundry_dryer001.mdl'.
[12:50:55]	Unknown entered observer.
[12:50:55]	Unknown exited observer at their location.
[12:50:59]	Unknown has spawned 'models/props_wasteland/laundry_dryer001.mdl'.
[12:51:02]	Unknown has spawned 'models/props_wasteland/laundry_dryer002.mdl'.
[12:51:05]	Unknown has spawned 'models/props_wasteland/laundry_dryer001.mdl'.
[12:51:10]	Unknown has spawned 'models/props_wasteland/prison_lamp001c.mdl'.
[12:51:11]	Unknown has spawned 'models/props_wasteland/laundry_dryer002.mdl'.
[12:51:13]	Unknown has spawned 'models/props_wasteland/laundry_dryer002.mdl'.
[12:51:16]	Unknown has spawned 'models/props_wasteland/laundry_dryer002.mdl'.
[12:51:17]	Unknown has spawned 'models/props_wasteland/laundry_dryer001.mdl'.
[12:51:20]	Unknown has spawned 'models/props_wasteland/laundry_dryer002.mdl'.
[12:51:23]	Unknown has spawned 'models/props_wasteland/prison_lamp001c.mdl'.
[12:51:24]	Unknown has spawned 'models/props_wasteland/laundry_dryer002.mdl'.
[12:51:28]	Unknown has spawned 'models/props_wasteland/laundry_dryer001.mdl'.
[12:52:10]	Unknown has spawned 'models/props_wasteland/laundry_cart001.mdl'.
[12:52:26]	Unknown has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[12:52:43]	Unknown has spawned 'models/props_combine/breendesk.mdl'.
[12:52:45]	Unknown has spawned 'models/props_c17/oildrum001.mdl'.
[12:52:53]	Unknown has spawned 'models/props_c17/oildrum001.mdl'.
[12:53:05]	Unknown has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[12:53:09]	Unknown has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[12:53:13]	Unknown entered observer.
[12:53:15]	Unknown exited observer at their location.
[12:53:17]	Unknown has spawned 'models/props_wasteland/kitchen_counter001a.mdl'.
[12:53:21]	Unknown has spawned 'models/props_wasteland/kitchen_counter001d.mdl'.
[12:53:26]	Unknown has spawned 'models/props_wasteland/kitchen_counter001d.mdl'.
[12:53:28]	Unknown has spawned 'models/props_wasteland/kitchen_counter001d.mdl'.
[12:54:03]	Unknown has spawned 'models/props_wasteland/cafeteria_table001a.mdl'.
[12:54:05]	Unknown has spawned 'models/props_wasteland/cafeteria_bench001a.mdl'.
[12:54:05]	Unknown entered observer.
[12:54:06]	Unknown exited observer at their location.
[12:54:08]	Unknown has spawned 'models/props_wasteland/cafeteria_bench001a.mdl'.
[12:54:08]	Unknown entered observer.
[12:54:10]	Unknown has spawned 'models/props_wasteland/cafeteria_table001a.mdl'.
[12:54:11]	Unknown has spawned 'models/props_wasteland/cafeteria_bench001a.mdl'.
[12:54:17]	Unknown has spawned 'models/props_wasteland/cafeteria_table001a.mdl'.
[12:54:18]	Unknown has spawned 'models/props_wasteland/cafeteria_bench001a.mdl'.
[12:54:20]	Unknown has spawned 'models/props_wasteland/cafeteria_bench001a.mdl'.
[12:54:44]	Unknown exited observer at their location.
[12:55:08]	Unknown has spawned 'models/cire992/props2/bedbunk01.mdl'.
[12:55:13]	Unknown has spawned 'models/cire992/props2/bedbunk01.mdl'.
[12:55:15]	Unknown has spawned 'models/cire992/props2/bedbunk01.mdl'.
[12:55:18]	Unknown has spawned 'models/cire992/props2/bedbunk01.mdl'.
[12:55:19]	Unknown entered observer.
[12:55:21]	Unknown exited observer at their location.
[12:55:23]	Unknown has spawned 'models/cire992/props3/bunker01.mdl'.
[12:55:26]	Unknown has spawned 'models/cire992/props3/me1colonyhut01.mdl'.
[12:55:28]	Unknown entered observer.
[12:55:31]	Unknown has spawned 'models/cire992/props3/wall_concrete01.mdl'.
[12:55:46]	Unknown exited observer at their location.
[12:55:48]	Unknown has spawned 'models/cire992/props2/container03.mdl'.
[12:56:04]	Unknown has spawned 'models\props/CS_militia/food_stack.mdl'.
[12:56:12]	Unknown has spawned 'models\props/CS_militia/shelves_wood.mdl'.
[12:56:16]	Unknown entered observer.
[12:56:16]	Unknown exited observer at their location.
[12:56:16]	Unknown entered observer.
[12:56:17]	Unknown exited observer at their location.
[12:56:18]	Unknown has spawned 'models\props/CS_militia/shelves_wood.mdl'.
[12:56:23]	Unknown has spawned 'models\props/CS_militia/shelves_wood.mdl'.
[12:56:27]	Unknown entered observer.
[12:56:28]	Unknown exited observer at their location.
[12:56:34]	Unknown has spawned 'models\props/CS_militia/table_kitchen.mdl'.
[12:56:36]	Unknown has spawned 'models\props/CS_militia/table_shed.mdl'.
[12:56:41]	Unknown has spawned 'models\props/CS_militia/caseofbeer01.mdl'.
[12:56:52]	Unknown entered observer.
[12:56:59]	Unknown exited observer at their location.
[12:57:11]	Unknown has spawned 'models/cire992/props3/crateshipping01_c.mdl'.
[12:57:14]	Unknown has spawned 'models/cire992/props3/crate_xlarge_03.mdl'.
[12:57:21]	Unknown has spawned 'models/cire992/props2/container03.mdl'.
[12:57:27]	Unknown has spawned 'models/cire992/props4/equipmentlab12_mdl.mdl'.
[12:57:28]	Unknown has spawned 'models/cire992/props4/cratecargo01_l.mdl'.
[12:57:32]	Unknown has spawned 'models/cire992/props4/cratecargo01_xl.mdl'.
[12:57:34]	Unknown has spawned 'models/cire992/props4/crateshipping01_a.mdl'.
[12:57:40]	Unknown has spawned 'models/cire992/props3/me1colonyhut01.mdl'.
[12:57:43]	Unknown has spawned 'models/cire992/props3/crate_xlarge_03.mdl'.
[12:57:45]	Unknown has spawned 'models/cire992/props3/crate_xlarge_02.mdl'.
[12:57:48]	Unknown has spawned 'models/cire992/props3/crate_xlarge_01.mdl'.
[12:57:51]	Unknown has spawned 'models/cire992/props2/crate_explosive01.mdl'.
[12:57:54]	Unknown has spawned 'models/cire992/props2/crate01_l.mdl'.
[12:57:57]	Unknown has spawned 'models/cire992/props2/crate01_m.mdl'.
[12:58:05]	Unknown has spawned 'models/cire992/props2/crate01_s.mdl'.
[12:58:11]	Unknown has spawned 'models/cire992/props2/shelf02_l.mdl'.
[12:58:21]	Unknown has spawned 'models/cire992/props3/junk05.mdl'.
[12:58:23]	Unknown has spawned 'models/cire992/props3/junk07.mdl'.
[12:58:31]	Unknown entered observer.
[12:58:34]	Unknown exited observer at their location.
[12:58:39]	Unknown has spawned 'models/prop_crates/imp_x64_b.mdl'.
[12:58:42]	Unknown has spawned 'models/prop_crates/misc_x64.mdl'.
[12:59:17]	Unknown has spawned 'models/props/starwars/tech/cis_ship_switcher.mdl'.
[12:59:20]	Unknown has spawned 'models/props/starwars/tech/hoth_console2.mdl'.
[12:59:29]	Unknown has spawned 'models/props/starwars/tech/hoth_console.mdl'.
[12:59:38]	Unknown has spawned 'models/props/starwars/furniture/imp_console.mdl'.
[13:00:01]	Unknown has spawned 'models/lordtrilobite/starwars/props/imp_holoprojector.mdl'.
[13:00:10]	Unknown entered observer.
[13:04:33]	matt saton has connected.
[13:06:24]	matt saton loaded the character 'Lieutenant Ezyn Linmer'
[13:06:47]	matt saton loaded the character 'Rear Admiral Rom Malloc'
[13:08:30]	"Lieutenant Colonel Gaimil Malloy used command '/CharSetName rom "Lieutenant Colonel Gaimil Malloy'.
[13:08:31]	"Lieutenant Colonel Gaimil Malloy entered observer.
[13:08:36]	Lieutenant Colonel Gaimil Malloy used command '/CharSetName malloy Lieutenant Colonel Gaimil Malloy'.
[13:08:41]	Lieutenant Colonel Gaimil Malloy used command '/CharDesc'.
[13:08:52]	Lieutenant Colonel Gaimil Malloy used command '/CharDesc 6'2" | Clean Black Jumpsuit | Lieutenant Colonel Rank Plaque'.
[13:09:00]	Lieutenant Colonel Gaimil Malloy used command '/CharDesc'.
[13:09:20]	Lieutenant Colonel Gaimil Malloy used command '/CharDesc 6'2" | Clean Black Jumpsuit | Lieutenant Colonel Rank Plaque | RK-3 Holstered'.
[13:09:45]	Lieutenant Colonel Gaimil Malloy exited observer at their location.
[13:09:49]	Lieutenant Colonel Gaimil Malloy used command '/CharSetModel lieutenant models/kriegsyntax/imperial/stormtroopers/officer_anh/playermodel_male_01.mdl'.
[13:09:52]	Lieutenant Colonel Gaimil Malloy entered observer.
[13:09:54]	Lieutenant Colonel Gaimil Malloy used command '/DeleteErrorModels'.
[13:09:56]	Lieutenant Colonel Gaimil Malloy exited observer at their location.
[13:10:01]	Lieutenant Colonel Gaimil Malloy entered observer.
[13:10:02]	Lieutenant Colonel Gaimil Malloy exited observer at their location.
[13:10:07]	Lieutenant Colonel Gaimil Malloy entered observer.
[13:10:51]	Zapper has connected.
[13:12:00]	Lieutenant Colonel Gaimil Malloy has spawned 'models/kriegsyntax/imperial/stormtroopers/royalguardtroopers/npc_male_01.mdl'.
[13:12:54]	Lieutenant Colonel Gaimil Malloy exited observer at their location.
[13:12:58]	Lieutenant Colonel Gaimil Malloy used command '/CharEditBodygroup malloy'.
[13:13:26]	Lieutenant Colonel Gaimil Malloy has changed Lieutenant Colonel Gaimil Malloy's bodygroups.
[13:13:27]	Lieutenant Colonel Gaimil Malloy has changed Lieutenant Colonel Gaimil Malloy's bodygroups.
[13:15:05]	Lieutenant Colonel Gaimil Malloy entered observer.
[13:15:15]	Lieutenant Colonel Gaimil Malloy used command '/ToggleRaise'.
[13:15:25]	Lieutenant Colonel Gaimil Malloy used command '/ToggleRaise'.
[13:15:33]	Lieutenant Colonel Gaimil Malloy used command '/ToggleRaise'.
[13:15:37]	Lieutenant Colonel Gaimil Malloy exited observer at their location.
[13:15:51]	Lieutenant Colonel Gaimil Malloy used command '/ToggleRaise'.
[13:16:06]	Lieutenant Colonel Gaimil Malloy entered observer.
[13:16:11]	Lieutenant Colonel Gaimil Malloy exited observer at their location.
[13:17:28]	Lieutenant Colonel Gaimil Malloy has spawned a 'Entity [1078][meleeartsnpcblade]'.
[13:17:40]	Lieutenant Colonel Gaimil Malloy has spawned a 'Entity [1078][meleeartsnpcrandom]'.
[13:17:50]	Lieutenant Colonel Gaimil Malloy has spawned a 'Entity [1078][meleeartsnpcaxe]'.
[13:18:02]	Lieutenant Colonel Gaimil Malloy entered observer.
[13:18:04]	Lieutenant Colonel Gaimil Malloy exited observer at their location.
[13:18:06]	Lieutenant Colonel Gaimil Malloy has spawned a 'Entity [1078][meleeartsnpcbludgeon]'.
[13:18:07]	Lieutenant Colonel Gaimil Malloy has taken 18 damage from npc_combine_s.
[13:18:10]	Lieutenant Colonel Gaimil Malloy has taken 17 damage from npc_combine_s.
[13:18:11]	Lieutenant Colonel Gaimil Malloy has taken 15 damage from npc_combine_s.
[13:18:12]	Lieutenant Colonel Gaimil Malloy has taken 17 damage from npc_combine_s.
[13:18:13]	Lieutenant Colonel Gaimil Malloy has taken 13 damage from npc_combine_s.
[13:18:19]	Lieutenant Colonel Gaimil Malloy entered observer.
[13:18:32]	Zapper loaded the character 'High Colonel James Alexandria'
[13:18:51]	Lieutenant Colonel Gaimil Malloy exited observer at their location.
[13:19:27]	Lieutenant Colonel Gaimil Malloy entered observer.
[13:19:28]	Lieutenant Colonel Gaimil Malloy exited observer at their location.
[13:19:28]	Lieutenant Colonel Gaimil Malloy entered observer.
[13:19:28]	Lieutenant Colonel Gaimil Malloy exited observer at their location.
[13:19:30]	Lieutenant Colonel Gaimil Malloy has spawned a 'Entity [1079][meleeartsnpcbludgeon]'.
[13:19:33]	[OOC] Lieutenant Colonel Gaimil Malloy: YOOOOOOOOO WHAT'S GOOD
[13:19:42]	Lieutenant Colonel Gaimil Malloy used command '/CharSetName james High Colonel Alexis Alexandria'.
[13:19:50]	[OOC] High Colonel Alexis Alexandria: YOOOOOOOO
[13:20:00]	[OOC] High Colonel Alexis Alexandria: just doing my Body Groups
