[10:58:12]	matt saton has connected.
[11:13:21]	[ME] CCA.C08-UNION.i1.51023: takes out their datapad and types a couple things in.
[11:13:25]	CCA.C08-UNION.i1.51023 used command '/ViewData nick'.
[11:14:03]	helios created the character 'Tyrone Goldberg'
[11:14:03]	Tyrone Goldberg has gained a 'Suitcase' #14523.
[11:14:03]	Tyrone Goldberg has gained a 'Relocation Coupon' #14524.
[11:14:03]	Tyrone Goldberg has gained a 'Green Citizen Suit' #14525.
[11:14:03]	Tyrone Goldberg has gained a 'Citizen Filter' #14526.
[11:14:03]	helios loaded the character 'Tyrone Goldberg'
[11:14:12]	[OOC] CCA.C08-UNION.i1.51023: Welcome!
[11:14:15]	CCA.C08-UNION.i1.51023 used command '/PM dimitri calling it now, that's a minge'.
[11:14:19]	[OOC] Tyrone Goldberg: Hey.
[11:14:32]	CCA.C08-UNION.i1.51023 used command '/ViewData nick'.
[11:14:35]	Dimitri Sikon used command '/PM 023 why do you say that?'.
[11:16:14]	[Y] CCA.C08-UNION.i1.51023: <:: Hey, guy, you're gonna want to put on your suit. ::>
[11:16:16]	Tyrone Goldberg ran 'Equip' on item 'Green Citizen Suit' (#14525)
[11:16:17]	Tyrone Goldberg ran 'equip' on item 'Citizen Filter' (#14526)
[11:16:35]	CCA.C08-UNION.i1.51023 used command '/ViewData nick'.
[11:16:48]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[11:17:12]	[ME] CCA.C08-UNION.i1.51023: places the man's ID card on the counter and slides it forward.
[11:17:16]	CCA.C08-UNION.i1.51023 ran 'drop' on item 'Citizen ID' (#14522)
[11:17:16]	CCA.C08-UNION.i1.51023 has lost a 'Citizen ID' #14522.
[11:17:28]	[ME] Nick Flamingo: Gets the ID
[11:17:30]	Nick Flamingo ran 'take' on item 'Citizen ID' (#14522)
[11:17:30]	Nick Flamingo has gained a 'Citizen ID' #14522.
[11:17:48]	CCA.C08-UNION.i1.51023 used command '/PM dimitri the name tyrone screams racist minge to me becuase i've never met a seriousRPer with the name tyrone'.
[11:17:56]	Tyrone Goldberg ran 'drop' on item 'Relocation Coupon' (#14524)
[11:17:56]	Tyrone Goldberg has lost a 'Relocation Coupon' #14524.
[11:18:02]	Dimitri Sikon used command '/PM 023 a fair analysis tbqh'.
[11:18:13]	[OOC] Dimitri Sikon: so tyrone what brings you here?
[11:18:23]	CCA.C08-UNION.i1.51023 used command '/PM nick i didn't want to call you out in front of the guy, but you can't be an army veteran unfortunately because you would either be an OTA or conscript'.
[11:18:23]	[OOC] Tyrone Goldberg: Who's asking?
[11:18:25]	CCA.C08-UNION.i1.51023 ran 'take' on item 'Relocation Coupon' (#14524)
[11:18:25]	CCA.C08-UNION.i1.51023 has gained a 'Relocation Coupon' #14524.
[11:18:36]	[ME] CCA.C08-UNION.i1.51023: takes the coupon and turns around, examining it in the light of the fixtures above him.
[11:18:52]	[OOC] Dimitri Sikon: i am
[11:18:52]	[ME] CCA.C08-UNION.i1.51023: turns back, seemingly satisfied, and says...
[11:19:00]	CCA.C08-UNION.i1.51023 ran 'drop' on item 'Relocation Coupon' (#14524)
[11:19:00]	CCA.C08-UNION.i1.51023 has lost a 'Relocation Coupon' #14524.
[11:19:02]	CCA.C08-UNION.i1.51023 ran 'take' on item 'Relocation Coupon' (#14524)
[11:19:02]	CCA.C08-UNION.i1.51023 has gained a 'Relocation Coupon' #14524.
[11:19:04]	CCA.C08-UNION.i1.51023 ran 'drop' on item 'Relocation Coupon' (#14495)
[11:19:04]	CCA.C08-UNION.i1.51023 has lost a 'Relocation Coupon' #14495.
[11:19:17]	[OOC] Nick Flamingo: is this based in Beta HL2?
[11:19:21]	[OOC] CCA.C08-UNION.i1.51023: it do be
[11:19:22]	[OOC] Tyrone Goldberg: I wanted to check out this server.
[11:19:37]	[OOC] CCA.C08-UNION.i1.51023: we also incorporate some retail HL2 and some alyx but it's based mostly off of beta
[11:19:41]	CCA.C08-UNION.i1.51023 ran 'take' on item 'Citizen ID' (#14526)
[11:19:41]	CCA.C08-UNION.i1.51023 has gained a 'Citizen ID' #14526.
[11:19:41]	[OOC] Dimitri Sikon: fair enough, have you done HL2 before?
[11:19:54]	[OOC] Tyrone Goldberg: Yeah, i also make maps.
[11:20:03]	[OOC] Dimitri Sikon: which servers have you been on prior?
[11:20:08]	[LOOC] CCA.C08-UNION.i1.51023: war was 2003, current year is 2006
[11:20:32]	[OOC] Nick Flamingo: the camera hates me for every move i do lol
[11:20:33]	[ME] CCA.C08-UNION.i1.51023: takes out their datapad and types a couple things in.
[11:20:37]	[OOC] Tyrone Goldberg: Is this an interrogation?
[11:20:38]	Jorgen_Skog has connected.
[11:20:41]	CCA.C08-UNION.i1.51023 used command '/ViewData tyrone'.
[11:20:52]	[OOC] Nick Flamingo: u are getting an ID probably
[11:21:15]	[OOC] CCA.C08-UNION.i1.51023: i think he's talking about the questions dimitri is asking
[11:21:34]	CCA.C08-UNION.i1.51023 used command '/ViewData tyrone'.
[11:21:35]	[OOC] Nick Flamingo: oh probably
[11:21:48]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[11:22:15]	[OOC] Dimitri Sikon: no its not an interrogation, im just curious as the types of HL2 servers differ greatly on Gmod, this is not similar to most
[11:22:21]	[OOC] Nick Flamingo: legit this is my second time playing in a serious server
[11:22:48]	CCA.C08-UNION.i1.51023 used command '/ViewData tyrone'.
[11:22:51]	[OOC] Dimitri Sikon: it is a fairly normal question, i dont see why your being concerned
[11:22:56]	Dimitri Sikon used command '/PM 023 you readY?'.
[11:22:59]	Dimitri Sikon opened the '' #1333 container.
[11:23:00]	CCA.C08-UNION.i1.51023 used command '/PM dimitri almost'.
[11:23:02]	Dimitri Sikon closed the '' #1333 container.
[11:23:03]	[OOC] Tyrone Goldberg: you find this server different?
[11:23:12]	[ME] CCA.C08-UNION.i1.51023: would place the citizen's ID card on the counter and slide it forward.
[11:23:21]	Jorgen_Skog loaded the character 'CCA.C08-UNION.i2.22034'
[11:23:24]	[OOC] Dimitri Sikon: it is different to others yes, im just curious which ones you have been on tbh
[11:23:31]	CCA.C08-UNION.i1.51023 ran 'drop' on item 'Citizen ID' (#14526)
[11:23:31]	CCA.C08-UNION.i1.51023 has lost a 'Citizen ID' #14526.
[11:23:33]	Tyrone Goldberg ran 'take' on item 'Citizen ID' (#14526)
[11:23:33]	Tyrone Goldberg has gained a 'Citizen ID' #14526.
[11:23:44]	[OOC] Dimitri Sikon: i used to be on CombineControl for example, their set-up was very different to this
[11:23:58]	[OOC] Tyrone Goldberg: Is this your first time.
[11:24:07]	[OOC] Dimitri Sikon: ?
[11:24:17]	[OOC] Tyrone Goldberg: I'm asking
[11:24:31]	[OOC] Dimitri Sikon: first time what? a subject needs to follow a question
[11:24:39]	Dimitri Sikon used command '/PM 023 this guy lmao'.
[11:24:50]	[OOC] Tyrone Goldberg: Is this your first time playing on this kind of thing?
[11:25:10]	[OOC] Dimitri Sikon: this type of schema with the types of items and systems? yes
[11:25:21]	[OOC] Dimitri Sikon: is it your first time on this?
[11:25:31]	[OOC] Tyrone Goldberg: No.
[11:25:42]	[OOC] Dimitri Sikon: oh? where were you before this?
[11:26:05]	CCA.C08-UNION.i2.22034 used command '/PM i1 the rollout equipment we need.'.
[11:26:16]	CCA.C08-UNION.i1.51023 used command '/PM i2 pardon'.
[11:26:20]	[OOC] Tyrone Goldberg: Actually i need to download hl2 ep1 & ep2 content brb
[11:26:25]	CCA.C08-UNION.i2.22034 used command '/PM i1 Don't got a radio'.
[11:26:25]	helios (STEAM_0:0:607726712) has disconnected.
[11:26:27]	[LOOC] CCA.C08-UNION.i1.51023: it also takes 5 HP
[11:26:30]	CCA.C08-UNION.i2.22034 used command '/Radio // Testing'.
[11:26:46]	Death Razor has connected.
[11:26:48]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[11:27:04]	[OOC] CCA.C08-UNION.i2.22034: Why's this server giving me mad ping
[11:27:12]	[OOC] CCA.C08-UNION.i1.51023: bcoz bri'ish
[11:27:14]	Death Razor loaded the character 'CCA.C08-JUDGE.EpU.64998'
[11:27:19]	CCA.C08-UNION.i2.22034 ran 'Equip' on item 'USP Match' (#14333)
[11:27:24]	[OOC] CCA.C08-JUDGE.EpU.64998: Aw shit whoops
[11:27:31]	[OOC] CCA.C08-UNION.i1.51023: howdy death
[11:27:34]	Death Razor loaded the character 'Andrew 'Razor' Gonzalez'
[11:27:35]	[OOC] CCA.C08-UNION.i1.51023: i'll get you set up in a sec
[11:27:53]	[OOC] Andrew 'Razor' Gonzalez: It's cool, I flagged down I didn't see the board
[11:28:10]	[OOC] CCA.C08-UNION.i2.22034: How many QrM's do we have
[11:28:20]	[OOC] Andrew 'Razor' Gonzalez: I think like, 1 or 2
[11:28:21]	CCA.C08-UNION.i2.22034 has gained 10 tokens.
[11:28:22]	[OOC] CCA.C08-UNION.i1.51023: 2, i plan on appointing more when the newbois get trained
[11:28:29]	[OOC] CCA.C08-UNION.i2.22034: yeah
[11:28:45]	Nick Flamingo opened the '' #1268 container.
[11:28:48]	Nick Flamingo closed the '' #1268 container.
[11:28:48]	[OOC] Dimitri Sikon: im convinved that dude was  minge tbh Q
[11:29:00]	CCA.C08-UNION.i2.22034 used command '/PM i1 Could you just temporarily be one so I can get my correct equipment for this char'.
[11:29:01]	[OOC] CCA.C08-UNION.i1.51023: it be like that
[11:29:07]	[OOC] Andrew 'Razor' Gonzalez: We had a minge in 2021??? crazy
[11:29:08]	CCA.C08-UNION.i1.51023 used command '/PM i2 got it'.
[11:29:14]	[OOC] Andrew 'Razor' Gonzalez: That was sarcasm
[11:29:20]	matt saton loaded the character 'CCA.C08-QrM.95283'
[11:29:29]	Nick Flamingo used the 'Street Market' vendor.
[11:29:36]	Dimitri Sikon used command '/PM 283 you ready?'.
[11:29:36]	[OOC] CCA.C08-QrM.95283: dimitri i'll lootRP you and then union i'll help you
[11:29:36]	CCA.C08-QrM.95283 entered observer.
[11:29:41]	[LOOC] CCA.C08-QrM.95283: you bet your ass i am
[11:29:41]	Nick Flamingo has lost 3 tokens.
[11:29:41]	Nick Flamingo has gained a 'Citizen Filter' #14527.
[11:29:46]	CCA.C08-QrM.95283 exited observer at their location.
[11:29:48]	[LOOC] Dimitri Sikon: i managed to get in here
[11:29:50]	[LOOC] CCA.C08-QrM.95283: how the *fuck*
[11:29:53]	[LOOC] Dimitri Sikon: and look at these laden shells
[11:29:55]	[LOOC] Dimitri Sikon: so
[11:30:05]	[LOOC] Dimitri Sikon: some poor union left the forcefield unlcoked
[11:30:07]	[LOOC] Dimitri Sikon: watch
[11:30:15]	[LOOC] CCA.C08-QrM.95283: holy fuck you lucky bastard
[11:30:26]	[LOOC] CCA.C08-QrM.95283: i never put items in here because i didn't think anyone would use it. give me a sec and let me give you all the shit
[11:30:26]	[LOOC] Dimitri Sikon: now
[11:30:27]	Andrew 'Razor' Gonzalez used command '/PM QrM We're not supposed to have citizens be Army veterans right?'.
[11:30:37]	CCA.C08-QrM.95283 used command '/PM andrew yeah, can you please kindly tell him that'.
[11:30:40]	[LOOC] Dimitri Sikon: i almost nutted when i walked through
[11:30:45]	[LOOC] Dimitri Sikon: is there a list for what was in here?
[11:30:48]	[LOOC] CCA.C08-QrM.95283: as well you should
[11:30:48]	[LOOC] Andrew 'Razor' Gonzalez: Yo
[11:30:52]	[LOOC] CCA.C08-QrM.95283: well let me get you all hooked up
[11:30:55]	[LOOC] Nick Flamingo: hi
[11:30:58]	CCA.C08-QrM.95283 used command '/adminspawnmenu'.
[11:31:01]	[LOOC] Andrew 'Razor' Gonzalez: You cannot have Army Veteran as part of your background
[11:31:04]	[LOOC] Andrew 'Razor' Gonzalez: Sorry to tell you
[11:31:06]	[LOOC] Dimitri Sikon: that looks like a gun case on the bottom shelf
[11:31:10]	[LOOC] Nick Flamingo: oh okay
[11:31:15]	Nick Flamingo used command '/CharDesc'.
[11:31:17]	[LOOC] Dimitri Sikon: and a big fucking bag on the top shelfd
[11:31:20]	Nick Flamingo used command '/CharDesc  Greek/American, Loves guns and music, would fight everything for his history.'.
[11:31:24]	[LOOC] Nick Flamingo: now?
[11:31:33]	CCA.C08-QrM.95283 has spawned "Armor Full Repair Kit"
[11:31:35]	[LOOC] Andrew 'Razor' Gonzalez: Let me see
[11:31:38]	[LOOC] Andrew 'Razor' Gonzalez: Yep
[11:31:38]	[LOOC] Dimitri Sikon: maybe there is a gun inside who knows
[11:31:40]	CCA.C08-QrM.95283 has spawned "Civil Protection Functionary Grade Ration"
[11:31:41]	[LOOC] Andrew 'Razor' Gonzalez: Good to go
[11:31:42]	[LOOC] Nick Flamingo: okay
[11:31:49]	CCA.C08-QrM.95283 has spawned "Civil Protection Functionary Grade Food Product"
[11:31:49]	Dimitri Sikon ran 'take' on item 'Armor Full Repair Kit' (#14528)
[11:31:49]	Dimitri Sikon has gained a 'Armor Full Repair Kit' #14528.
[11:31:51]	Andrew 'Razor' Gonzalez used command '/PM QrM It's removed'.
[11:31:54]	CCA.C08-QrM.95283 has spawned "Universal Union Functionary Grade Beverage"
[11:31:57]	Dimitri Sikon ran 'take' on item 'Civil Protection Functionary Grade Ration' (#14529)
[11:31:57]	Dimitri Sikon has gained a 'Civil Protection Functionary Grade Ration' #14529.
[11:31:59]	Dimitri Sikon ran 'take' on item 'Civil Protection Functionary Grade Food Product' (#14530)
[11:31:59]	Dimitri Sikon has gained a 'Civil Protection Functionary Grade Food Product' #14530.
[11:32:00]	Dimitri Sikon ran 'take' on item 'Universal Union Functionary Grade Beverage' (#14531)
[11:32:00]	Dimitri Sikon has gained a 'Universal Union Functionary Grade Beverage' #14531.
[11:32:04]	CCA.C08-QrM.95283 used command '/PM andrew thank'.
[11:32:16]	CCA.C08-QrM.95283 used command '/adminspawnmenu'.
[11:32:18]	Nick Flamingo ran 'EquipUn' on item 'Green Citizen Suit' (#14496)
[11:32:23]	CCA.C08-QrM.95283 has spawned "Health Kit"
[11:32:24]	Nick Flamingo ran 'Equip' on item 'Green Citizen Suit' (#14496)
[11:32:26]	Dimitri Sikon ran 'take' on item 'Health Kit' (#14532)
[11:32:26]	Dimitri Sikon has gained a 'Health Kit' #14532.
[11:32:40]	[LOOC] Dimitri Sikon: is that a weapon container?
[11:32:41]	CCA.C08-QrM.95283 used command '/adminspawnmenu'.
[11:32:47]	[LOOC] Dimitri Sikon: if so do i need to roll for weapon?
[11:33:04]	[LOOC] CCA.C08-QrM.95283: i think the prop is a weapon repair kit but we'll do a roll to see. we'll do like.. hold on
[11:33:13]	[LOOC] CCA.C08-QrM.95283: let's do this. let me igure out some rolls real quick
[11:33:20]	[LOOC] Dimitri Sikon: yea take your time
[11:33:21]	CCA.C08-UNION.i2.22034 has gained 10 tokens.
[11:33:24]	[LOOC] Dimitri Sikon: i dont wish to rush you
[11:33:52]	helios has connected.
[11:34:02]	[LOOC] Dimitri Sikon: here cometh the minge
[11:34:23]	CCA.C08-UNION.i2.22034 used command '/PM QrM I actually like how the camera picks up people running and jumping etc and gets sent via CP's viscon screen.'.
[11:34:25]	Nick Flamingo opened the '' #1252 container.
[11:34:27]	Nick Flamingo closed the '' #1252 container.
[11:34:29]	Nick Flamingo opened the '' #1253 container.
[11:34:31]	Nick Flamingo closed the '' #1253 container.
[11:34:39]	CCA.C08-UNION.i2.22034 used command '/PM QrM very handy'.
[11:34:42]	Andrew 'Razor' Gonzalez ran 'equip' on item 'Citizen Filter' (#11930)
[11:35:07]	[LOOC] CCA.C08-QrM.95283: 0-55: 2x Weapon Parts, 56-75: 2x Pistol Ammo, 76-100: Pistol
[11:35:13]	Dimitri Sikon rolled 81 out of 100.
[11:35:13]	Dimitri Sikon used command '/Roll'.
[11:35:14]	[LOOC] CCA.C08-QrM.95283: do a flat roll
[11:35:16]	helios loaded the character 'Tyrone Goldberg'
[11:35:16]	[LOOC] CCA.C08-QrM.95283: NICE
[11:35:18]	Andrew 'Razor' Gonzalez used command '/PM QrM Did you ever fix the OICW?'.
[11:35:21]	CCA.C08-QrM.95283 used command '/adminspawnmenu'.
[11:35:23]	[LOOC] Dimitri Sikon: el pistola!
[11:35:27]	Andrew 'Razor' Gonzalez used command '/PM QrM If not it's alright'.
[11:35:36]	[OOC] Tyrone Goldberg: back
[11:35:41]	Nick Flamingo used the 'Shady Salesman' vendor.
[11:35:49]	[OOC] Dimitri Sikon: SCG i suppose?
[11:35:50]	CCA.C08-QrM.95283 has spawned "USP Match"
[11:35:55]	Dimitri Sikon ran 'take' on item 'USP Match' (#14533)
[11:35:55]	Dimitri Sikon has gained a 'USP Match' #14533.
[11:35:58]	[OOC] Tyrone Goldberg: what?
[11:36:05]	CCA.C08-QrM.95283 used command '/PM andrew it never seemed to be broken. are you sure it's not a clientside thing?'.
[11:36:09]	[LOOC] CCA.C08-QrM.95283: let's see... what else
[11:36:11]	CCA.C08-QrM.95283 opened the '' #1333 container.
[11:36:17]	[LOOC] Dimitri Sikon: this was empty
[11:36:21]	Andrew 'Razor' Gonzalez used command '/PM QrM Like it's an error on my end, not sure why'.
[11:36:22]	[LOOC] Dimitri Sikon: i just dumped stuff inside
[11:36:23]	CCA.C08-QrM.95283 closed the '' #1333 container.
[11:36:26]	Nick Flamingo opened the '' #1409 container.
[11:36:28]	[LOOC] Dimitri Sikon: but i can roll for this if you wish
[11:36:29]	Nick Flamingo closed the '' #1409 container.
[11:36:34]	[LOOC] CCA.C08-QrM.95283: i didn't put shit in it because i genuinely assumed nobody would be getting in
[11:36:37]	[LOOC] CCA.C08-QrM.95283: so let me put in what would be inside
[11:36:41]	CCA.C08-QrM.95283 used command '/adminspawnmenu'.
[11:36:41]	Dimitri Sikon opened the '' #1333 container.
[11:36:43]	Andrew 'Razor' Gonzalez used command '/PM QrM Don't think I have any overriding addons'.
[11:36:44]	Dimitri Sikon has gained a 'Combine Civil Authority Mask' #13980.
[11:36:45]	Dimitri Sikon has gained a 'Gray Jacket and Sweater' #14488.
[11:36:46]	Dimitri Sikon closed the '' #1333 container.
[11:36:52]	Dimitri Sikon ran 'drop' on item 'Combine Civil Authority Mask' (#13980)
[11:36:52]	Dimitri Sikon has lost a 'Combine Civil Authority Mask' #13980.
[11:36:53]	Dimitri Sikon ran 'Equip' on item 'Gray Jacket and Sweater' (#14488)
[11:36:54]	Dimitri Sikon ran 'drop' on item 'Gray Jacket and Sweater' (#14488)
[11:36:54]	Dimitri Sikon has lost a 'Gray Jacket and Sweater' #14488.
[11:37:01]	Dimitri Sikon opened the '' #1333 container.
[11:37:03]	Dimitri Sikon has gained a 'Weapon Parts' #14485.
[11:37:04]	Dimitri Sikon closed the '' #1333 container.
[11:37:08]	Dimitri Sikon ran 'drop' on item 'Weapon Parts' (#14485)
[11:37:08]	Dimitri Sikon has lost a 'Weapon Parts' #14485.
[11:37:12]	[LOOC] CCA.C08-QrM.95283: give me just second
[11:37:18]	CCA.C08-QrM.95283 entered observer.
[11:37:32]	Tyrone Goldberg has lost 5 tokens.
[11:37:38]	Tyrone Goldberg ran 'take' on item 'Consulate Water' (#14534)
[11:37:38]	Tyrone Goldberg has gained a 'Consulate Water' #14534.
[11:37:44]	CCA.C08-QrM.95283 exited observer at their location.
[11:37:47]	CCA.C08-QrM.95283 used command '/adminspawnmenu'.
[11:37:51]	CCA.C08-QrM.95283 has spawned "Pulse Ammunition"
[11:37:52]	CCA.C08-QrM.95283 has spawned "4.6x30 Rounds"
[11:37:53]	CCA.C08-QrM.95283 has spawned "4.6x30 Rounds"
[11:37:57]	Nick Flamingo has taken 4 damage from monster_bullsquid.
[11:38:03]	CCA.C08-UNION.i2.22034 rolled 39950 out of 99999.
[11:38:03]	CCA.C08-UNION.i2.22034 used command '/Roll 99999'.
[11:38:21]	Dimitri Sikon ran 'take' on item '4.6x30 Rounds' (#14537)
[11:38:21]	Dimitri Sikon has gained a '4.6x30 Rounds' #14537.
[11:38:21]	CCA.C08-UNION.i2.22034 has gained 10 tokens.
[11:38:22]	CCA.C08-QrM.95283 has spawned "Blood Collecting Syringe"
[11:38:23]	[OOC] Andrew 'Razor' Gonzalez: Brb getting a drink
[11:38:23]	CCA.C08-QrM.95283 has spawned "Blood Collecting Syringe"
[11:38:26]	Dimitri Sikon ran 'take' on item 'Blood Collecting Syringe' (#14538)
[11:38:26]	Dimitri Sikon has gained a 'Blood Collecting Syringe' #14538.
[11:38:33]	CCA.C08-QrM.95283 has spawned "OTA Filter"
[11:38:36]	CCA.C08-QrM.95283 entered observer.
[11:38:37]	[LOOC] Dimitri Sikon: cmon gun
[11:38:49]	CCA.C08-QrM.95283 used command '/adminspawnmenu'.
[11:38:54]	CCA.C08-QrM.95283 has spawned "9mm Pistol Magazine"
[11:38:54]	CCA.C08-QrM.95283 has spawned "9mm Pistol Magazine"
[11:38:58]	Dimitri Sikon ran 'take' on item 'OTA Filter' (#14540)
[11:39:05]	Dimitri Sikon ran 'Consume' on item 'Universal Union Functionary Grade Beverage' (#14531)
[11:39:06]	Tyrone Goldberg opened the '' #1340 container.
[11:39:08]	Dimitri Sikon ran 'Consume' on item 'Civil Protection Functionary Grade Food Product' (#14530)
[11:39:08]	Tyrone Goldberg closed the '' #1340 container.
[11:39:09]	Tyrone Goldberg opened the '' #1340 container.
[11:39:10]	Dimitri Sikon ran 'take' on item 'OTA Filter' (#14540)
[11:39:10]	Dimitri Sikon has gained a 'OTA Filter' #14540.
[11:39:11]	Tyrone Goldberg closed the '' #1340 container.
[11:39:16]	Dimitri Sikon ran 'take' on item '9mm Pistol Magazine' (#14541)
[11:39:16]	Dimitri Sikon has gained a '9mm Pistol Magazine' #14541.
[11:39:17]	Dimitri Sikon ran 'take' on item '9mm Pistol Magazine' (#14542)
[11:39:20]	CCA.C08-QrM.95283 has gained 10 tokens.
[11:39:20]	Dimitri Sikon ran 'Equip' on item 'USP Match' (#14533)
[11:39:21]	[OOC] CCA.C08-QrM.95283: btw nick we do lootRP based on olls so if it's not a storage entity you can roll for loot
[11:39:24]	Dimitri Sikon ran 'use' on item '9mm Pistol Magazine' (#14541)
[11:39:25]	Dimitri Sikon ran 'take' on item '9mm Pistol Magazine' (#14542)
[11:39:25]	Dimitri Sikon has gained a '9mm Pistol Magazine' #14542.
[11:39:28]	Dimitri Sikon ran 'use' on item '9mm Pistol Magazine' (#14542)
[11:39:35]	[OOC] Nick Flamingo: Oh okay
[11:39:46]	[OOC] CCA.C08-QrM.95283: just let me know when or if you want to do that, i'll be over as soon as i can
[11:39:50]	[LOOC] CCA.C08-QrM.95283: that's all she wrote
[11:39:51]	[OOC] CCA.C08-UNION.i2.22034: Back on Reunited, the lower the roll, the increasing chance of risk on getting a tool broken.
[11:40:10]	Dimitri Sikon ran 'take' on item 'Pulse Ammunition' (#14535)
[11:40:10]	Dimitri Sikon has gained a 'Pulse Ammunition' #14535.
[11:40:12]	Dimitri Sikon ran 'take' on item '4.6x30 Rounds' (#14536)
[11:40:19]	Dimitri Sikon ran 'DrawBlood' on item 'Blood Collecting Syringe' (#14538)
[11:40:29]	Dimitri Sikon ran 'drop' on item 'Pack of Screws' (#14492)
[11:40:29]	Dimitri Sikon has lost a 'Pack of Screws' #14492.
[11:40:33]	Dimitri Sikon ran 'take' on item 'Blood Collecting Syringe' (#14539)
[11:40:33]	Dimitri Sikon has gained a 'Blood Collecting Syringe' #14539.
[11:40:37]	Dimitri Sikon ran 'DrawBlood' on item 'Blood Collecting Syringe' (#14539)
