[10:21:01]	matt saton has connected.
[10:32:35]	James Albright entered observer.
[10:32:38]	James Albright exited observer at their location.
[10:32:38]	James Albright entered observer.
[10:32:39]	James Albright exited observer at their location.
[10:32:39]	James Albright entered observer.
[10:32:40]	James Albright exited observer at their location.
[10:32:40]	James Albright entered observer.
[10:32:41]	James Albright exited observer at their location.
[10:32:41]	James Albright entered observer.
[10:32:44]	James Albright exited observer at their location.
[10:32:45]	James Albright entered observer.
[10:32:45]	James Albright exited observer at their location.
[10:32:46]	James Albright entered observer.
[10:32:48]	James Albright exited observer at their location.
[10:32:48]	James Albright entered observer.
[10:32:48]	James Albright exited observer at their location.
[10:32:48]	James Albright entered observer.
[10:32:49]	James Albright exited observer at their location.
[10:32:49]	James Albright entered observer.
[10:32:49]	James Albright exited observer at their location.
[10:32:50]	James Albright entered observer.
[10:32:50]	James Albright exited observer at their location.
[10:32:51]	James Albright entered observer.
[10:32:53]	James Albright exited observer at their location.
[10:32:55]	James Albright has taken 4 damage from worldspawn.
[10:32:55]	James Albright entered observer.
[10:33:04]	James Albright exited observer at their location.
[10:33:42]	James Albright entered observer.
[11:29:05]	matt saton (STEAM_0:1:53097688) has disconnected (timed out).
[18:10:53]	Madeline Wuntch has connected.
[18:11:09]	Doughnut has connected.
[18:14:10]	Madeline Wuntch loaded the character 'CCA.C14-GRID.i4.36307'
[18:14:37]	[OOC] CCA.C14-GRID.i4.36307: brb
[18:19:10]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[18:20:39]	Doughnut loaded the character 'John Zimmer'
[18:21:05]	[OOC] CCA.C14-GRID.i4.36307: hey
[18:23:42]	[OOC] John Zimmer: whats up
[18:23:49]	[OOC] CCA.C14-GRID.i4.36307: nothing much
[18:24:10]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[18:24:44]	CCA.C14-GRID.i4.36307 ran 'take' on item 'Broken Bottle' (#22391)
[18:24:44]	CCA.C14-GRID.i4.36307 has gained a 'Broken Bottle' #22391.
[18:24:47]	CCA.C14-GRID.i4.36307 ran 'drop' on item 'Broken Bottle' (#22391)
[18:24:47]	CCA.C14-GRID.i4.36307 has lost a 'Broken Bottle' #22391.
[18:28:56]	[OOC] John Zimmer: do anything today
[18:29:09]	[OOC] CCA.C14-GRID.i4.36307: nope
[18:29:10]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[18:29:16]	[OOC] CCA.C14-GRID.i4.36307: sat in my room
[18:29:23]	[OOC] CCA.C14-GRID.i4.36307: i forgot to eat today :/
[18:30:53]	[OOC] CCA.C14-GRID.i4.36307: ugh my nieces are dragging me outside
[18:30:57]	[OOC] CCA.C14-GRID.i4.36307: be back in an hour
[18:31:01]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected.
[18:39:18]	John Zimmer opened the '' #1897 container.
[18:39:20]	John Zimmer closed the '' #1897 container.
[18:39:21]	John Zimmer opened the '' #1896 container.
[18:39:23]	John Zimmer closed the '' #1896 container.
[18:39:37]	John Zimmer opened the '' #1777 container.
[18:39:39]	John Zimmer closed the '' #1777 container.
[19:07:25]	youtrash has connected.
[19:15:48]	[CGN] Painevan has connected.
[19:16:25]	[CGN] Painevan loaded the character 'Karl Von Habsburg'
[19:16:35]	Karl Von Habsburg entered observer.
[19:16:43]	[OOC] Karl Von Habsburg: eeyy
[19:16:53]	Karl Von Habsburg exited observer at their location.
[19:16:55]	Karl Von Habsburg entered observer.
[19:17:02]	Karl Von Habsburg exited observer at their location.
[19:17:03]	Karl Von Habsburg entered observer.
[19:17:05]	Karl Von Habsburg exited observer at their location.
[19:17:06]	Karl Von Habsburg entered observer.
[19:17:08]	Karl Von Habsburg exited observer at their location.
[19:17:09]	Karl Von Habsburg entered observer.
[19:17:10]	Karl Von Habsburg exited observer at their location.
[19:17:11]	Karl Von Habsburg entered observer.
[19:17:15]	Karl Von Habsburg exited observer at their location.
[19:17:15]	Karl Von Habsburg entered observer.
[19:17:16]	Karl Von Habsburg exited observer at their location.
[19:17:17]	Karl Von Habsburg entered observer.
[19:17:18]	Karl Von Habsburg exited observer at their location.
[19:17:19]	Karl Von Habsburg entered observer.
[19:17:20]	Karl Von Habsburg exited observer at their location.
[19:17:54]	Karl Von Habsburg entered observer.
[19:17:57]	Karl Von Habsburg exited observer at their location.
[19:18:14]	Karl Von Habsburg entered observer.
[19:18:19]	Karl Von Habsburg exited observer at their location.
[19:18:20]	Karl Von Habsburg entered observer.
[19:18:29]	Karl Von Habsburg exited observer at their location.
[19:18:38]	Karl Von Habsburg entered observer.
[19:18:42]	Karl Von Habsburg exited observer at their location.
[19:18:46]	Karl Von Habsburg entered observer.
[19:18:51]	Karl Von Habsburg exited observer at their location.
[19:18:55]	Karl Von Habsburg entered observer.
[19:18:57]	Karl Von Habsburg exited observer at their location.
[19:18:57]	Karl Von Habsburg entered observer.
[19:18:59]	Karl Von Habsburg exited observer at their location.
[19:19:00]	youtrash created the character 'john don'
[19:19:00]	john don has gained a 'Suitcase' #26038.
[19:19:00]	john don has gained a 'Relocation Coupon' #26039.
[19:19:00]	youtrash loaded the character 'john don'
[19:19:01]	Karl Von Habsburg entered observer.
[19:19:03]	Karl Von Habsburg exited observer at their location.
[19:19:08]	Karl Von Habsburg entered observer.
[19:19:11]	[OOC] john don: yo
[19:19:13]	Karl Von Habsburg exited observer at their location.
[19:19:14]	Karl Von Habsburg entered observer.
[19:19:38]	[OOC] Karl Von Habsburg: Hey welcome to the server! I'll get on a CP to give you a ID.
[19:19:41]	Karl Von Habsburg exited observer at their location.
[19:19:47]	[CGN] Painevan loaded the character 'CCA.C14-HELIX.i4.50299'
[19:19:51]	[OOC] john don: do you need cp ?
[19:20:01]	[OOC] CCA.C14-HELIX.i4.50299: No I'm on one
[19:20:07]	[OOC] john don: I have been cp and overwatch On few other servers
[19:20:17]	CCA.C14-HELIX.i4.50299 used command '/CharSetName John John Don'.
[19:20:37]	CCA.C14-HELIX.i4.50299 used command '/Name John John Zimmer'.
[19:20:37]	[OOC] john don: I mean do you need cp not for that lol
[19:20:42]	[OOC] CCA.C14-HELIX.i4.50299: No
[19:20:54]	CCA.C14-HELIX.i4.50299 used command '/CharSetName John John Zimmer'.
[19:20:58]	[OOC] john don: How you apply to be a cp
[19:21:02]	CCA.C14-HELIX.i4.50299 used command '/CharSetName don John Don'.
[19:21:04]	CCA.C14-HELIX.i4.50299 entered observer.
[19:21:08]	CCA.C14-HELIX.i4.50299 exited observer at their location.
[19:21:34]	[OOC] CCA.C14-HELIX.i4.50299: You can appy for CP on the forums if you have 15 LP I think
[19:21:42]	[OOC] CCA.C14-HELIX.i4.50299: Either that or 20
[19:22:04]	[OOC] John Don: And you maybe need overwatch You can test me if you want cause I see you don't have  a lot of player
[19:22:16]	John Don used command '/Apply'.
[19:22:32]	[OOC] CCA.C14-HELIX.i4.50299: We have a decent playerbase, just none are on currently.
[19:22:45]	[OOC] John Don: Do you have some overwatch ?
[19:22:47]	[ME] CCA.C14-HELIX.i4.50299: takes out a small PDA and begins typing
[19:22:57]	[OOC] CCA.C14-HELIX.i4.50299: You mean OTA?
[19:23:06]	CCA.C14-HELIX.i4.50299 used command '/OldViewData don'.
[19:23:07]	[OOC] John Don: Yea same thing
[19:24:07]	[OOC] CCA.C14-HELIX.i4.50299: Yes we have 3 people not including myself who are active on it.
[19:24:33]	[LOOC] CCA.C14-HELIX.i4.50299: With that date you are 16 years old
[19:24:38]	[OOC] John Don: Cause I have been Overwatch so if you need some you can Ic test me for that 
[19:24:39]	[LOOC] CCA.C14-HELIX.i4.50299: The server takes place in 2006
[19:24:47]	CCA.C14-HELIX.i4.50299 has gained 10 tokens.
[19:25:00]	[OOC] CCA.C14-HELIX.i4.50299: Well you have to be a i3 metropolice to apply for it
[19:25:20]	[OOC] John Don: It could be good for you since you don't have a lot of overwatch
[19:25:43]	[OOC] CCA.C14-HELIX.i4.50299: Yes but you have to apply for it when you are a i3.
[19:26:03]	[OOC] John Don: I mean you could not do a exeption ?
[19:26:37]	[OOC] CCA.C14-HELIX.i4.50299: Unfortunately not
[19:26:50]	[OOC] John Don: since I have the skils to be 
[19:27:09]	[OOC] CCA.C14-HELIX.i4.50299: I'm sure you do, and if you do you can start out by getting into CCA.
[19:27:25]	[OOC] John Don: You should do Ic app they are more realist
[19:27:32]	[OOC] CCA.C14-HELIX.i4.50299: For OTA?
[19:27:41]	[OOC] John Don: For cp
[19:28:10]	[OOC] John Don: And OTA OTA are robot they are huma that are transformed to be soldiers
[19:28:16]	[LOOC] CCA.C14-HELIX.i4.50299: You have to be over 21
[19:28:18]	[OOC] John Don: human
[19:28:48]	[OOC] CCA.C14-HELIX.i4.50299: We used to have IC apps but we switched to this so that there would be more progression
[19:28:54]	CCA.C14-HELIX.i4.50299 used command '/OldViewData don'.
[19:29:12]	CCA.C14-HELIX.i4.50299 used command '/OldViewData don'.
[19:29:15]	[OOC] John Don: I mean Could you do a IC app for me because there is not a lot of player on
[19:29:25]	[OOC] John Don: It would be much appreciated
[19:29:47]	CCA.C14-HELIX.i4.50299 has gained 10 tokens.
[19:30:01]	[OOC] John Don: I could rp the situation where my citizen come to see you and ask to join the universal union.
[19:30:02]	[OOC] CCA.C14-HELIX.i4.50299: I can't do that without owners permission, and I wouldn't make exeptions anyways.
[19:30:32]	[ME] CCA.C14-HELIX.i4.50299: types that down.
[19:30:36]	CCA.C14-HELIX.i4.50299 used command '/OldViewData don'.
[19:31:17]	CCA.C14-HELIX.i4.50299 used command '/OldViewData don'.
[19:31:51]	John Don ran 'drop' on item 'Relocation Coupon' (#26039)
[19:31:51]	John Don has lost a 'Relocation Coupon' #26039.
[19:31:53]	CCA.C14-HELIX.i4.50299 ran 'take' on item 'Relocation Coupon' (#26039)
[19:31:53]	CCA.C14-HELIX.i4.50299 has gained a 'Relocation Coupon' #26039.
[19:32:13]	CCA.C14-HELIX.i4.50299 ran 'take' on item 'Citizen ID' (#26040)
[19:32:13]	CCA.C14-HELIX.i4.50299 has gained a 'Citizen ID' #26040.
[19:32:16]	[OOC] John Don: waht are the workshop
[19:32:25]	[OOC] John Don: what
[19:32:28]	[ME] CCA.C14-HELIX.i4.50299: puts the card down on the counter.
[19:32:35]	[OOC] CCA.C14-HELIX.i4.50299: What do you mean by that?
[19:32:38]	CCA.C14-HELIX.i4.50299 ran 'drop' on item 'Citizen ID' (#26040)
[19:32:38]	CCA.C14-HELIX.i4.50299 has lost a 'Citizen ID' #26040.
[19:32:41]	CCA.C14-HELIX.i4.50299 ran 'drop' on item 'Relocation Coupon' (#26039)
[19:32:41]	CCA.C14-HELIX.i4.50299 has lost a 'Relocation Coupon' #26039.
[19:32:49]	[OOC] John Don: the models the textures
[19:32:54]	John Don ran 'take' on item 'Citizen ID' (#26040)
[19:32:54]	John Don has gained a 'Citizen ID' #26040.
[19:32:57]	[OOC] CCA.C14-HELIX.i4.50299: do /content
[19:33:02]	John Don used command '/Content'.
[19:33:30]	CCA.C14-HELIX.i4.50299 entered observer.
[19:34:01]	CCA.C14-HELIX.i4.50299 exited observer at their location.
[19:34:42]	CCA.C14-HELIX.i4.50299 used command '/Radio Unit going to medbay, then going 10-7.'.
[19:34:48]	CCA.C14-HELIX.i4.50299 has gained 10 tokens.
[19:35:28]	[CGN] Painevan loaded the character 'Karl Von Habsburg'
[19:35:29]	Karl Von Habsburg entered observer.
[19:35:46]	Karl Von Habsburg exited observer at their location.
[19:35:51]	[CGN] Painevan loaded the character 'Ben Chomizack'
[19:35:53]	Ben Chomizack entered observer.
[19:36:00]	Ben Chomizack exited observer at their location.
[19:36:05]	Ben Chomizack entered observer.
[19:36:09]	Ben Chomizack exited observer at their location.
[19:37:22]	Ben Chomizack entered observer.
[19:41:24]	Ben Chomizack exited observer at their location.
[19:41:24]	Ben Chomizack opened the '' #1998 container.
[19:41:29]	Ben Chomizack closed the '' #1998 container.
[19:41:41]	Ben Chomizack has spawned 'models/props_c17/FurnitureBed001a.mdl'.
[19:42:16]	Ben Chomizack has gained a 'Crowbar' #26041.
[19:42:16]	Ben Chomizack used command '/CharGiveItem ben crowbar 1'.
[19:42:18]	Ben Chomizack ran 'drop' on item 'Crowbar' (#26041)
[19:42:18]	Ben Chomizack has lost a 'Crowbar' #26041.
[19:42:50]	Ben Chomizack has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[19:42:56]	Ben Chomizack has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[19:43:42]	Ben Chomizack has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[19:44:10]	Ben Chomizack has spawned 'models/props_wasteland/prison_bedframe001b.mdl'.
[19:44:31]	Ben Chomizack has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[19:44:57]	Ben Chomizack used command '/adminspawnmenu'.
[19:44:59]	[OOC] John Zimmer: beans nibba
[19:45:06]	[OOC] Ben Chomizack: ayyyyyyyyyy
[19:45:13]	[OOC] Ben Chomizack: Whats up man
[19:45:21]	Ben Chomizack entered observer.
[19:45:53]	youtrash (STEAM_0:1:170554794) has disconnected.
[19:46:29]	Ben Chomizack exited observer at their location.
[19:46:36]	Ben Chomizack has gained a 'Scrap Metal' #26042.
[19:46:36]	Ben Chomizack has gained a 'Scrap Metal' #26043.
[19:46:36]	Ben Chomizack has gained a 'Scrap Metal' #26044.
[19:46:36]	Ben Chomizack used command '/CharGiveItem ben scrap 3'.
[19:46:39]	Ben Chomizack ran 'drop' on item 'Scrap Metal' (#26044)
[19:46:39]	Ben Chomizack has lost a 'Scrap Metal' #26044.
[19:46:41]	Ben Chomizack ran 'drop' on item 'Scrap Metal' (#26043)
[19:46:41]	Ben Chomizack has lost a 'Scrap Metal' #26043.
[19:46:43]	Ben Chomizack ran 'drop' on item 'Scrap Metal' (#26042)
[19:46:43]	Ben Chomizack has lost a 'Scrap Metal' #26042.
[19:46:54]	Ben Chomizack has gained a 'Charred Metal' #26045.
[19:46:54]	Ben Chomizack has gained a 'Charred Metal' #26046.
[19:46:54]	Ben Chomizack used command '/CharGiveItem ben charred 2'.
[19:46:56]	Ben Chomizack ran 'drop' on item 'Charred Metal' (#26046)
[19:46:56]	Ben Chomizack has lost a 'Charred Metal' #26046.
[19:46:57]	Ben Chomizack ran 'drop' on item 'Charred Metal' (#26045)
[19:46:57]	Ben Chomizack has lost a 'Charred Metal' #26045.
[19:47:16]	Ben Chomizack has gained a 'Refined Electronics' #26047.
[19:47:16]	Ben Chomizack used command '/CharGiveItem ben ref 1'.
[19:47:23]	Ben Chomizack ran 'drop' on item 'Refined Electronics' (#26047)
[19:47:23]	Ben Chomizack has lost a 'Refined Electronics' #26047.
[19:47:35]	Ben Chomizack entered observer.
[19:47:43]	Ben Chomizack exited observer at their location.
[19:47:50]	Ben Chomizack has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[19:48:42]	FB|| light ROOM has connected.
[19:48:52]	Ben Chomizack used command '/adminspawnmenu'.
[19:49:13]	FB|| light ROOM loaded the character 'Journey Robertson'
[19:49:19]	[OOC] Journey Robertson: Yo
[19:49:21]	Journey Robertson used command '/CharFallOver'.
[19:49:22]	Journey Robertson used command '/CharGetUp'.
[19:49:23]	[OOC] Ben Chomizack: eyy
[19:49:26]	Journey Robertson used command '/CharGetUp'.
[19:49:30]	Ben Chomizack used command '/adminspawnmenu'.
[19:49:31]	Journey Robertson used command '/CharGetUp'.
[19:49:46]	[OOC] Journey Robertson: Uh.....Pain I did a fucky wucky.
[19:49:52]	[OOC] John Zimmer: what did you breal
[19:49:55]	[OOC] John Zimmer: break*
[19:50:05]	[OOC] Journey Robertson: Rude, I haven't broken anything yet
[19:50:09]	[OOC] Journey Robertson: I spawned in a roof
[19:50:12]	Ben Chomizack has spawned "Radio Case"
[19:50:18]	Ben Chomizack has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[19:50:28]	Ben Chomizack has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[19:50:28]	Journey Robertson used command '/CharFallOver'.
[19:50:32]	Journey Robertson used command '/CharGetUp'.
[19:50:35]	Journey Robertson used command '/CharGetUp'.
[19:50:44]	[OOC] Journey Robertson: Fixed
[19:50:48]	Ben Chomizack entered observer.
[19:50:53]	[OOC] Ben Chomizack: what what
[19:50:54]	[OOC] Ben Chomizack: howw
[19:51:01]	[OOC] Ben Chomizack: Oh
[19:51:04]	[OOC] Journey Robertson: /charfallover
[19:51:10]	[OOC] Ben Chomizack: I thought you spawned IN a roof
[19:51:14]	[OOC] Ben Chomizack: Like a prop
[19:51:18]	[OOC] Journey Robertson: It really helps, nah
[19:51:22]	Ben Chomizack exited observer at their location.
[19:52:11]	[OOC] Journey Robertson: I wonder if any other gamers are getting on
[19:52:42]	[OOC] Journey Robertson: Truly
[19:52:49]	Ben Chomizack has spawned a 'Entity [2711][ix_radiorepeater]'.
[19:53:00]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[19:53:15]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit is 10-8, status is green.'.
[19:53:37]	[OOC] John Zimmer: prolly later
[19:53:38]	Ben Chomizack has spawned 'models/props/cs_office/radio.mdl'.
[19:53:43]	[OOC] CCA.C14-UNION.EpU.72633: Yee
[19:54:11]	Ben Chomizack has spawned 'models/props/cs_office/radio.mdl'.
[19:54:14]	[OOC] CCA.C14-UNION.EpU.72633: Fucken lag spike?
[19:54:43]	Ben Chomizack has spawned 'models/props_lab/citizenradio.mdl'.
[19:54:58]	Ben Chomizack has spawned 'models/props/cs_office/radio_p3.mdl'.
[19:55:32]	Ben Chomizack has spawned 'models/tnb/items/shirt_rebel1.mdl'.
[19:55:44]	Ben Chomizack has spawned 'models/tnb/items/shirt_rebel1.mdl'.
[19:55:45]	Ben Chomizack has spawned 'models/tnb/items/shirt_rebel_molle.mdl'.
[19:55:47]	Ben Chomizack has spawned 'models/tnb/items/shirt_rebelbag.mdl'.
[19:55:49]	Ben Chomizack has spawned 'models/tnb/items/shirt_rebelmetrocop.mdl'.
[19:55:52]	Ben Chomizack has spawned 'models/tnb/items/shirt_rebeloverwatch.mdl'.
[19:55:54]	Ben Chomizack has spawned 'models/tnb/items/shirt_rebel1.mdl'.
[19:56:03]	[OOC] John Zimmer: bro when is my app getting denied or accepted, like it's been like a week
[19:56:33]	[OOC] CCA.C14-UNION.EpU.72633: Unknown, hopefully it will be answered soon.
[19:56:59]	Ben Chomizack has gained a 'Rebel Clothes' #26049.
[19:56:59]	Ben Chomizack used command '/CreateCustomItem Rebel Clothes models/tnb/items/shirt_rebel1.mdl A bunch of items to be worn by a Rebel, featuring large Lambda symbols.'.
[19:57:06]	[OOC] Ben Chomizack: You put in a app?
[19:57:13]	[OOC] Ben Chomizack: I can take a look now
[19:57:24]	[OOC] CCA.C14-UNION.EpU.72633: You didn't know, lmao
[19:58:00]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[19:58:15]	[OOC] CCA.C14-UNION.EpU.72633: Shit brb
[19:58:19]	FB|| light ROOM loaded the character 'Journey Robertson'
[19:58:34]	[OOC] John Zimmer: gracias
[20:00:21]	[OOC] Journey Robertson: Bacl
[20:00:24]	[OOC] Journey Robertson: Back*
[20:01:39]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[20:03:34]	Madeline Wuntch has connected.
[20:04:03]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit going 10-7'.
[20:04:09]	FB|| light ROOM loaded the character 'CCA.C14-QrM.98240'
[20:04:14]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[20:04:19]	[OOC] John Zimmer: e
[20:04:25]	[OOC] CCA.C14-QrM.98240: EEEEE
[20:04:31]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[20:04:36]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[20:04:55]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[20:05:03]	FB|| light ROOM loaded the character 'Journey Robertson'
[20:05:59]	[OOC] Ben Chomizack: EEEEEEEEEEEEEEE
[20:05:59]	FB|| light ROOM loaded the character 'CCA.C14-QrM.98240'
[20:06:04]	Madeline Wuntch loaded the character 'CCA.C14-GRID.i4.36307'
[20:06:07]	[OOC] Ben Chomizack: I hate forums
[20:06:21]	[OOC] CCA.C14-QrM.98240: Whats the point of signing up for it?
[20:06:33]	[OOC] CCA.C14-QrM.98240: Or logging in, whatever you want to say
[20:06:48]	[LOOC] CCA.C14-GRID.i4.36307: lightroom
[20:06:56]	[LOOC] CCA.C14-GRID.i4.36307: you've been drafted into the royal army
[20:07:39]	[ME] CCA.C14-QrM.98240: begins viewing the camera's
[20:07:42]	CCA.C14-QrM.98240 used command '/ViewCamera'.
[20:07:47]	CCA.C14-QrM.98240 used command '/ViewCamera'.
[20:07:54]	CCA.C14-GRID.i4.36307 used command '/Radio Unit is 10-8'.
[20:08:00]	CCA.C14-QrM.98240 used command '/Radio Copy that'.
[20:08:02]	CCA.C14-QrM.98240 used command '/ViewCamera'.
[20:08:08]	CCA.C14-QrM.98240 used command '/ViewCamera'.
[20:08:20]	CCA.C14-QrM.98240 used command '/ViewCamera'.
[20:08:57]	CCA.C14-QrM.98240 used command '/ViewCamera'.
[20:09:02]	CCA.C14-QrM.98240 used command '/ViewCamera'.
[20:09:19]	CCA.C14-QrM.98240 used command '/ViewCamera'.
[20:10:00]	CCA.C14-QrM.98240 used command '/Radio Unit updating 10-20 to Trainstation.'.
[20:10:52]	CCA.C14-GRID.i4.36307 used command '/ToggleRaise'.
[20:10:53]	CCA.C14-GRID.i4.36307 used command '/ToggleRaise'.
[20:10:59]	CCA.C14-QrM.98240 has gained 10 tokens.
[20:11:02]	CCA.C14-QrM.98240 opened the 'Civil Protection Rations' #1709 container.
[20:11:04]	CCA.C14-QrM.98240 closed the 'Civil Protection Rations' #1709 container.
[20:11:04]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[20:11:09]	CCA.C14-QrM.98240 opened the 'Minimal Grade/Biotic Rations' #1708 container.
[20:11:17]	CCA.C14-QrM.98240 closed the 'Minimal Grade/Biotic Rations' #1708 container.
[20:11:20]	CCA.C14-QrM.98240 opened the 'Standard Grade Rations' #1707 container.
[20:11:21]	CCA.C14-QrM.98240 closed the 'Standard Grade Rations' #1707 container.
[20:11:24]	CCA.C14-QrM.98240 opened the 'Loyalist Grade Rations' #1791 container.
[20:11:25]	CCA.C14-QrM.98240 closed the 'Loyalist Grade Rations' #1791 container.
[20:11:44]	CCA.C14-QrM.98240 used command '/Radio Rations are stocked and ready for distribution.'.
[20:12:25]	CCA.C14-QrM.98240 used command '/Radio Returning to Nexus'.
[20:14:11]	CCA.C14-QrM.98240 used command '/Radio Unit going 10-7'.
[20:14:15]	FB|| light ROOM loaded the character 'Journey Robertson'
[20:15:31]	[OOC] Ben Chomizack: Back
[20:15:31]	Ben Chomizack entered observer.
[20:15:34]	[OOC] Journey Robertson: wb
[20:16:04]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[20:16:07]	Ben Chomizack exited observer at their location.
[20:16:23]	Ben Chomizack ran 'drop' on item 'Rebel Clothes' (#26049)
[20:16:23]	Ben Chomizack has lost a 'Rebel Clothes' #26049.
[20:16:38]	Ben Chomizack has spawned 'models/props_c17/oildrum001.mdl'.
[20:16:38]	Ben Chomizack has spawned 'models/props_c17/oildrum001.mdl'.
[20:16:39]	Ben Chomizack has spawned 'models/props_c17/oildrum001.mdl'.
[20:16:51]	Ben Chomizack has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[20:17:02]	Ben Chomizack has spawned 'models/props_interiors/Furniture_Lamp01a.mdl'.
[20:17:10]	Ben Chomizack has spawned 'models/props_c17/FurnitureCouch002a.mdl'.
[20:17:23]	Ben Chomizack has spawned 'models/props_combine/combine_binocular01.mdl'.
[20:19:25]	Journey Robertson opened the '' #1924 container.
[20:19:32]	Journey Robertson closed the '' #1924 container.
[20:19:44]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[20:19:52]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit is 10-8, status is green'.
[20:19:54]	Ben Chomizack entered observer.
[20:19:58]	CCA.C14-GRID.i4.36307 used command '/Radio 10-4'.
[20:20:35]	Ben Chomizack has spawned 'models/props_combine/combine_binocular01.mdl'.
[20:21:04]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[20:21:11]	Ben Chomizack has spawned 'models/props_c17/FurnitureSink001a.mdl'.
[20:21:14]	[LOOC] CCA.C14-GRID.i4.36307: why tf dont our models have holsters
[20:21:16]	Ben Chomizack has spawned 'models/props_interiors/SinkKitchen01a.mdl'.
[20:21:24]	[LOOC] CCA.C14-UNION.EpU.72633: No clue
[20:21:40]	[LOOC] CCA.C14-UNION.EpU.72633: If we were to get PAC working then we could do shit like that
[20:21:52]	[LOOC] CCA.C14-GRID.i4.36307: why doesn't pac work again?
[20:22:01]	Ben Chomizack has spawned 'models/props_c17/FurnitureSink001a.mdl'.
[20:22:07]	[LOOC] CCA.C14-UNION.EpU.72633: Something about HELIX and PAC not working together
[20:22:09]	Ben Chomizack has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[20:22:14]	[LOOC] CCA.C14-GRID.i4.36307: huh
[20:22:31]	[LOOC] CCA.C14-UNION.EpU.72633: I still cherish the time when I was allowed to use a HL:A city 08 skin
[20:22:40]	Ben Chomizack has spawned 'models/props_c17/furnitureStove001a.mdl'.
[20:22:48]	Ben Chomizack has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[20:22:49]	[LOOC] CCA.C14-UNION.EpU.72633: We even had SMG magazine holsters on the vest and shit
[20:22:53]	Ben Chomizack has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
