[14:26:53]	matt saton has connected.
[15:42:45]	[LOOC] Aletta Brandy: probably too much info but what can ya do
[15:42:47]	[LOOC] CCA.C08-GRID.i3.08313: sorry to hear
[15:43:06]	[LOOC] CCA.C08-GRID.i4.81530: Tundra ? Are you Czech ?
[15:43:17]	[LOOC] Aletta Brandy: not even close
[15:43:23]	[LOOC] CCA.C08-GRID.i4.81530: I see, Sorry
[15:43:36]	[LOOC] Aletta Brandy: new york state, lived there all my life
[15:43:43]	[LOOC] CCA.C08-GRID.i3.08313: also for the sake of just being transparent
[15:43:49]	[LOOC] CCA.C08-GRID.i4.81530: Ye sorry, Its just the *Tundra* word
[15:44:19]	[LOOC] CCA.C08-GRID.i3.08313: the whole qualification for mentally or physically unfit isn't just "hmm you sometimes lose focus" or "hmmm your eye hurts a little bit"
[15:44:22]	[LOOC] Aletta Brandy: I got this username since my brothers account is Tundar but people kept calling me Tundra when I played on it so when I made this account, I put it as such
[15:44:30]	[OOC] CCA.C08-GRID.i3.08313: as long as you can be a good worker without needing accomodations, you'll be kept alive
[15:44:33]	[OOC] CCA.C08-GRID.i3.08313: wrong chat
[15:44:44]	CCA.C08-GRID.i4.81530 has gained 10 tokens.
[15:44:49]	[LOOC] CCA.C08-GRID.i3.08313: but yeah if you have a disability or condition that requires accomodations, that's mentally or physically unfit
[15:44:51]	[OOC] CCA.C08-GRID.i4.81530: OOOF
[15:44:51]	[LOOC] CCA.C08-GRID.i3.08313: any fuckin ways
[15:45:07]	[LOOC] Aletta Brandy: yeah I know, just this character doesnt have that stuff, already had this char before on a different server with a background planned out
[15:45:21]	[LOOC] CCA.C08-GRID.i3.08313: you're good, no problem
[15:45:26]	[LOOC] CCA.C08-GRID.i3.08313: just want to be transparent and stuff
[15:45:39]	[ME] CCA.C08-GRID.i3.08313: would place a newly-printed CID card on the counter and slide it forward for the woman to take.
[15:45:42]	CCA.C08-GRID.i3.08313 ran 'drop' on item 'Citizen ID' (#20895)
[15:45:42]	CCA.C08-GRID.i3.08313 has lost a 'Citizen ID' #20895.
[15:46:06]	[ME] Aletta Brandy: grabs the card and pockets it.
[15:46:07]	Aletta Brandy ran 'take' on item 'Citizen ID' (#20895)
[15:46:07]	Aletta Brandy has gained a 'Citizen ID' #20895.
[15:46:24]	[ME] CCA.C08-GRID.i3.08313: would look back toward the woman.
[15:47:18]	[OOC] CCA.C08-GRID.i4.81530: Oh FUCK
[15:47:53]	[OOC] CCA.C08-GRID.i4.81530: Well thats kinda f. up, I forgot the Lockers pass
[15:48:17]	AXION loaded the character 'Fred Angerly'
[15:49:20]	[OOC] Fred Angerly: Hope that noone stole my Crossbow :D
[15:49:37]	[OOC] Aletta Brandy: oops
[15:50:05]	[OOC] Fred Angerly: Qi ? Can I borrow you for a few secs to RP
[15:50:43]	[OOC] CCA.C08-GRID.i3.08313: busy atm
[15:50:44]	[ME] Fred Angerly: Would attempt to kick off the old doors that are in Bad Shape
[15:50:45]	[OOC] CCA.C08-GRID.i3.08313: gimme a few
[15:50:49]	[OOC] Fred Angerly: :'(
[15:50:55]	Fred Angerly ran 'Equip' on item 'Shovel' (#14953)
[15:52:33]	[OOC] Fred Angerly: let meeeee iiiiiin
[15:52:44]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[15:53:49]	[OOC] Fred Angerly: uwu
[15:54:06]	[LOOC] Aletta Brandy: HL:A moment
[15:54:12]	[LOOC] CCA.C08-GRID.i3.08313: it bel ike that
[15:54:19]	[LOOC] CCA.C08-GRID.i3.08313: we use alyx and retail stuff too lmao
[15:55:58]	Fred Angerly has spawned 'models/props_c17/fence03a.mdl'.
[15:56:01]	CCA.C08-GRID.i3.08313 used command '/ViewData aletta'.
[15:56:12]	Fred Angerly has spawned 'models/props_c17/gravestone001a.mdl'.
[15:56:18]	[LOOC] Aletta Brandy: earlier, I tried finding ways to get to the city without going through this checkpoint and uh
[15:56:19]	Fred Angerly has spawned 'models/props_c17/gravestone002a.mdl'.
[15:56:28]	Fred Angerly has spawned 'models/props_c17/gravestone001a.mdl'.
[15:56:35]	Fred Angerly has spawned 'models/props_c17/gravestone002a.mdl'.
[15:56:52]	[LOOC] Aletta Brandy: I stepped on the train tracks and died immediately which I didnt know would happen, other server didnt electrify them
[15:57:02]	[LOOC] CCA.C08-GRID.i3.08313: yeah, that's just a thing on this map
[15:57:08]	[LOOC] CCA.C08-GRID.i3.08313: i thought it was other ones though
[15:57:09]	[LOOC] CCA.C08-GRID.i3.08313: wack
[15:57:27]	[LOOC] Aletta Brandy: I was like, hey look, I know there is a ladder that leads into an apartment block, *ZAP*
[15:57:31]	Fred Angerly has spawned 'models/props_lab/cactus.mdl'.
[15:57:33]	[LOOC] CCA.C08-GRID.i3.08313: lmao
[15:57:43]	Fred Angerly has spawned 'models/props_c17/doll01.mdl'.
[15:57:44]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[15:57:45]	[LOOC] Aletta Brandy: literally didnt drain my HP, it was death on contact
[15:58:17]	Fred Angerly has spawned 'models/Gibs/HGIBS.mdl'.
[15:58:39]	[LOOC] CCA.C08-GRID.i3.08313: yeah
[15:58:48]	Fred Angerly has spawned 'models/props_junk/Shoe001a.mdl'.
[15:58:50]	Fred Angerly has spawned 'models/props_junk/Shoe001a.mdl'.
[15:58:53]	[LOOC] CCA.C08-GRID.i3.08313: that's something with that map. that area is restricted anyways so it's a happy coincidence
[15:58:54]	Fred Angerly has spawned 'models/props_junk/Shoe001a.mdl'.
[15:58:56]	Fred Angerly has spawned 'models/props_junk/Shoe001a.mdl'.
[15:59:09]	[OOC] Fred Angerly: Got my grave :)
[15:59:29]	[LOOC] Aletta Brandy: awkward silence
[15:59:57]	[LOOC] CCA.C08-GRID.i3.08313: it be like that
[16:00:00]	[LOOC] CCA.C08-GRID.i3.08313: alright fuckin uhhh
[16:00:02]	[LOOC] CCA.C08-GRID.i3.08313: here's your card
[16:00:06]	[LOOC] CCA.C08-GRID.i3.08313: you already have it
[16:00:30]	Aletta Brandy ran 'Equip' on item 'Respirator' (#20894)
[16:00:32]	CCA.C08-GRID.i3.08313 entered observer.
[16:00:36]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:00:38]	[LOOC] CCA.C08-GRID.i3.08313: sup
[16:00:48]	CCA.C08-GRID.i3.08313 entered observer.
[16:00:49]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:00:49]	[ME] Fred Angerly: Would attempt to kick off the old doors that are in Bad Shape
[16:00:52]	[OOC] Aletta Brandy: bruh my CSS texures be bugging again
[16:00:53]	Fred Angerly rolled 79 out of 100.
[16:00:53]	Fred Angerly used command '/Roll'.
[16:01:04]	[LOOC] CCA.C08-GRID.i3.08313: don't roll until i tell you your roll requirements and what to roll please
[16:01:10]	[LOOC] Fred Angerly: Aaaaaa
[16:01:15]	[LOOC] Fred Angerly: ok
[16:01:24]	[LOOC] CCA.C08-GRID.i3.08313: roll a 175 to succeed, go ahead and /rollstat str
[16:01:35]	[OOC] Aletta Brandy: ima relog rq to mount things
[16:01:39]	[OOC] CCA.C08-GRID.i3.08313: alright
[16:01:41]	Tundra (STEAM_0:1:526457179) has disconnected.
[16:01:41]	[LOOC] Fred Angerly: 175 o.O ?
[16:01:46]	[LOOC] CCA.C08-GRID.i3.08313: correct
[16:01:57]	[IT] CCA.C08-GRID.i3.08313: You fail.
[16:02:04]	CCA.C08-GRID.i3.08313 entered observer.
[16:02:04]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:02:06]	CCA.C08-GRID.i3.08313 entered observer.
[16:02:06]	[LOOC] Fred Angerly: I can continue ?
[16:02:10]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:02:25]	[LOOC] CCA.C08-GRID.i3.08313: nah, you can't retry the same action back to back. you gotta find another way in
[16:02:26]	CCA.C08-GRID.i3.08313 entered observer.
[16:02:34]	[LOOC] CCA.C08-GRID.i3.08313: you can try again later
[16:02:35]	[LOOC] CCA.C08-GRID.i3.08313: buit
[16:02:36]	[LOOC] Fred Angerly: Window then
[16:02:39]	[LOOC] CCA.C08-GRID.i3.08313: for now you gotta find- alright
[16:02:44]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[16:02:50]	[LOOC] Fred Angerly: B r u h
[16:02:59]	[LOOC] Fred Angerly: !
[16:02:59]	[OOC] CCA.C08-GRID.i3.08313: let me know when you need me
[16:03:03]	[OOC] CCA.C08-GRID.i3.08313: i'll be here
[16:03:08]	[OOC] Fred Angerly: Done :D
[16:03:24]	[ME] Fred Angerly: would try climb on the doors then on the ledge near the window
[16:03:54]	[OOC] Fred Angerly: :/
[16:04:25]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:04:27]	[LOOC] CCA.C08-GRID.i3.08313: suh
[16:04:27]	CCA.C08-GRID.i3.08313 entered observer.
[16:04:28]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:04:28]	CCA.C08-GRID.i3.08313 entered observer.
[16:04:29]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:04:30]	CCA.C08-GRID.i3.08313 entered observer.
[16:04:30]	[ME] Fred Angerly: would try climb on the doors then on the ledge near the window
[16:04:30]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:04:44]	[LOOC] Fred Angerly: Oh yeah well fuck
[16:04:52]	[LOOC] CCA.C08-GRID.i3.08313: alright, roll 65 or higher to succeed, /rollstat agi
[16:05:00]	[IT] CCA.C08-GRID.i3.08313: You fail.
[16:05:05]	[LOOC] Fred Angerly: aaaaaaa
[16:05:08]	CCA.C08-GRID.i3.08313 entered observer.
[16:05:42]	Fred Angerly opened the '' #2038 container.
[16:05:44]	Fred Angerly closed the '' #2038 container.
[16:05:51]	Fred Angerly opened the '' #2034 container.
[16:05:53]	Fred Angerly closed the '' #2034 container.
[16:05:53]	Fred Angerly opened the '' #1079 container.
[16:05:55]	Fred Angerly closed the '' #1079 container.
[16:06:32]	[Y] Fred Angerly: Hello ?
[16:07:08]	Fred Angerly used the 'Resin Terminal' vendor.
[16:07:16]	Fred Angerly opened the '' #1340 container.
[16:07:19]	Fred Angerly closed the '' #1340 container.
[16:07:44]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[16:08:11]	[OOC] CCA.C08-GRID.i3.08313: lag spike, sorry
[16:08:13]	[OOC] CCA.C08-GRID.i3.08313: one sec
[16:08:42]	Tundra has connected.
[16:09:07]	Tundra loaded the character 'Aletta Brandy'
[16:09:29]	[OOC] Aletta Brandy: I think my CSS textures broke or something
[16:09:35]	[OOC] Fred Angerly: aaaa Lua Refresh
[16:09:38]	[OOC] Fred Angerly: Radio fix ?
[16:09:58]	Aletta Brandy opened the '' #1243 container.
[16:09:59]	Aletta Brandy closed the '' #1243 container.
[16:10:00]	Aletta Brandy opened the '' #1243 container.
[16:10:01]	Aletta Brandy closed the '' #1243 container.
[16:10:41]	[OOC] Aletta Brandy: brb, going to go file digging to mess with CSS stuff
[16:10:43]	Fred Angerly opened the '' #1233 container.
[16:10:46]	Fred Angerly closed the '' #1233 container.
[16:11:10]	Fred Angerly opened the '' #1243 container.
[16:11:12]	Fred Angerly closed the '' #1243 container.
[16:11:45]	[OOC] Fred Angerly: Oh wait
[16:11:51]	[OOC] Fred Angerly: Can I get Loyalist housing ?
[16:11:51]	CCA.C08-GRID.i3.08313 used command '/ViewData aletta'.
[16:12:07]	[OOC] Aletta Brandy: Idk *can* you?
[16:12:13]	[OOC] Fred Angerly: Qiiiii
[16:12:26]	[OOC] Aletta Brandy: thats something one of my substitue teachers used to do
[16:12:29]	[OOC] CCA.C08-GRID.i3.08313: loyalist housing isn't mentioned anywhere in the cca guide, we don't have it
[16:12:36]	[OOC] CCA.C08-GRID.i3.08313: one sec, lag spike
[16:13:02]	[OOC] Fred Angerly: Uhhhh, I want transfer !
[16:13:28]	[OOC] Aletta Brandy: "*Can* you? Do you have the *ability* to?" in order to get you to say May I? instead of Can I?, I found it funny and not mean at all
[16:13:33]	CCA.C08-GRID.i3.08313 used command '/ViewData aletta'.
[16:13:42]	CCA.C08-GRID.i3.08313 used command '/ViewData fred'.
[16:13:52]	[OOC] Aletta Brandy: is there prone mod on this server?
[16:13:54]	CCA.C08-GRID.i3.08313 used command '/ViewData feng'.
[16:13:56]	[OOC] Aletta Brandy: if not, you should def get it
[16:14:09]	[OOC] CCA.C08-GRID.i3.08313: shit, right, prone mod
[16:14:14]	[OOC] Aletta Brandy: there are some awesome spots created just for it ont his map
[16:14:19]	CCA.C08-GRID.i3.08313 used command '/ViewData feng'.
[16:14:27]	CCA.C08-GRID.i3.08313 used command '/ViewData aletta'.
[16:14:38]	CCA.C08-GRID.i3.08313 used command '/ViewData aletta'.
[16:14:42]	[OOC] Fred Angerly: Uhhhh, I want transfer !
[16:15:05]	[OOC] Aletta Brandy: actually, the main road near the highway door to outlands, is that CSS textures here? it was on the other city 8 map but now its pink and black for me some how
[16:15:09]	[OOC] Fred Angerly: I got stinky Block :(
[16:15:22]	[OOC] Aletta Brandy: I know which block you mean lol
[16:15:31]	[OOC] CCA.C08-GRID.i3.08313: that should be EP1 or EP2
[16:15:48]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:15:53]	CCA.C08-GRID.i3.08313 used command '/RemoveTenant 1'.
[16:15:55]	CCA.C08-GRID.i3.08313 used command '/RemoveTenant 1'.
[16:15:56]	CCA.C08-GRID.i3.08313 used command '/RemoveTenant 1'.
[16:15:57]	CCA.C08-GRID.i3.08313 entered observer.
[16:15:58]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:15:59]	[OOC] Aletta Brandy: I swear it was CSS, I had this issue way back when on a different HL2rp server and when I got CSS textures in, it fixed
[16:15:59]	CCA.C08-GRID.i3.08313 used command '/RemoveTenant 2'.
[16:16:01]	CCA.C08-GRID.i3.08313 used command '/RemoveTenant 2'.
[16:16:01]	CCA.C08-GRID.i3.08313 entered observer.
[16:16:03]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:16:05]	CCA.C08-GRID.i3.08313 used command '/RemoveTenant 1'.
[16:16:07]	CCA.C08-GRID.i3.08313 used command '/RemoveTenant 1'.
[16:16:07]	CCA.C08-GRID.i3.08313 entered observer.
