[13:28:47]	matt saton has connected.
[14:10:12]	Journey Robertson ran 'drop' on item 'Reclaimed Metal' (#25795)
[14:10:12]	Journey Robertson has lost a 'Reclaimed Metal' #25795.
[14:10:14]	Journey Robertson ran 'take' on item 'Circuit Board' (#25912)
[14:10:14]	Journey Robertson has gained a 'Circuit Board' #25912.
[14:10:15]	Journey Robertson ran 'take' on item 'Circuit Board' (#25911)
[14:10:15]	Journey Robertson has gained a 'Circuit Board' #25911.
[14:10:18]	James Albright ran 'drop' on item 'Nylon Cord' (#25886)
[14:10:18]	James Albright has lost a 'Nylon Cord' #25886.
[14:10:21]	James Albright entered observer.
[14:10:33]	James Albright exited observer at their location.
[14:10:40]	[ME] Journey Robertson: Just like the last time he was here, the civvie slams his foot on the right panel.
[14:10:44]	James Albright entered observer.
[14:10:58]	James Albright exited observer at their location.
[14:12:47]	[ME] James Albright: enters the forklift and turns it on.
[14:12:47]	James Albright entered observer.
[14:12:49]	James Albright exited observer at their location.
[14:12:53]	[Y] James Albright: Back it up!
[14:12:54]	James Albright entered observer.
[14:12:54]	James Albright exited observer at their location.
[14:12:56]	James Albright entered observer.
[14:12:57]	James Albright exited observer at their location.
[14:13:01]	James Albright entered observer.
[14:13:02]	James Albright exited observer at their location.
[14:13:41]	[ME] James Albright: taps on the side of the crate, then opens it up like a door. It's empty inside, but structured.
[14:14:03]	[ME] Journey Robertson: Hops into the crate like a big dumbo.
[14:14:08]	James Albright entered observer.
[14:14:10]	James Albright exited observer at their location.
[14:14:10]	[LOOC] Journey Robertson: Bruh
[14:14:12]	James Albright entered observer.
[14:14:18]	Journey Robertson has taken 31 damage from worldspawn.
[14:14:20]	[OOC] James Albright: bruh
[14:14:27]	[OOC] Journey Robertson: Shit is fucked
[14:14:30]	James Albright exited observer at their location.
[14:14:30]	James Albright entered observer.
[14:14:44]	matt saton loaded the character 'Adrienne Evans'
[14:14:45]	Adrienne Evans entered observer.
[14:14:50]	Adrienne Evans exited observer at their location.
[14:15:52]	Journey Robertson has taken 5 damage from npc_headcrab.
[14:15:53]	Journey Robertson has taken 3 damage from npc_fastzombie.
[14:15:54]	Adrienne Evans has taken 3 damage from npc_fastzombie.
[14:15:54]	Adrienne Evans has taken 3 damage from npc_fastzombie.
[14:15:56]	[Y] Adrienne Evans: MOVE BACK.
[14:15:56]	Adrienne Evans has taken 3 damage from npc_fastzombie.
[14:15:56]	Adrienne Evans has taken 3 damage from npc_fastzombie.
[14:15:57]	Adrienne Evans has taken 3 damage from npc_fastzombie.
[14:16:00]	Journey Robertson has taken 3 damage from npc_fastzombie.
[14:16:00]	Journey Robertson has taken 3 damage from npc_fastzombie.
[14:16:01]	Adrienne Evans has taken 15 damage from monster_hound_eye.
[14:16:01]	monster_hound_eye has killed Adrienne Evans.
[14:16:04]	[OOC] Adrienne Evans: BRUH
[14:16:07]	Adrienne Evans entered observer.
[14:16:11]	Adrienne Evans exited observer at their location.
[14:16:14]	[OOC] Journey Robertson: The door was being fucky
[14:16:15]	Adrienne Evans has taken 15 damage from monster_hound_eye.
[14:17:30]	[ME] Adrienne Evans: takes out a stimshot, pulls up her suit sleeve, and jabs herself.
[14:17:31]	Adrienne Evans used command '/ToggleRaise'.
[14:17:35]	Adrienne Evans used command '/ToggleRaise'.
[14:17:38]	Adrienne Evans has taken 15 damage from monster_hound_eye.
[14:17:42]	Adrienne Evans used command '/ToggleRaise'.
[14:17:44]	Adrienne Evans entered observer.
[14:17:50]	matt saton loaded the character 'Carl Everson'
[14:17:51]	Carl Everson entered observer.
[14:17:55]	[OOC] Journey Robertson: This was a succesful day
[14:17:57]	Carl Everson exited observer at their location.
[14:17:57]	[OOC] Journey Robertson: Words
[14:18:12]	[ME] Carl Everson: would proceed to tie the individual. Would they resist?
[14:18:15]	[ME] Journey Robertson: Holds out a hazmat suit, rebreather and all.
[14:18:16]	[LOOC] Carl Everson: VOID FUCKING SHIT
[14:18:17]	Journey Robertson ran 'drop' on item 'Combine Hazmat Worker Outfit' (#25910)
[14:18:17]	Journey Robertson has lost a 'Combine Hazmat Worker Outfit' #25910.
[14:18:26]	[ME] Carl Everson: looks joyful.
[14:22:18]	Carl Everson used command '/ToggleRaise'.
[14:22:49]	Carl Everson used command '/ToggleRaise'.
[14:22:54]	Journey Robertson ran 'take' on item 'Combine Hazmat Worker Outfit' (#25910)
[14:22:54]	Journey Robertson has gained a 'Combine Hazmat Worker Outfit' #25910.
[14:23:25]	matt saton loaded the character 'Adrienne Evans'
[14:23:26]	Adrienne Evans entered observer.
[14:23:28]	Adrienne Evans exited observer at their location.
[14:23:33]	Adrienne Evans entered observer.
[14:23:47]	[OOC] Adrienne Evans: did you already try to tcontact them
[14:23:58]	[OOC] Journey Robertson: Yes, want to void it?
[14:24:01]	Adrienne Evans used command '/CharSetBodygroup adrienne Uniform Variant 1'.
[14:24:03]	[OOC] Adrienne Evans: please
[14:24:05]	Adrienne Evans used command '/CharSetBodygroup adrienne Uniform Variant 0'.
[14:24:06]	[OOC] Journey Robertson: bet
[14:24:07]	Adrienne Evans used command '/CharSetBodygroup adrienne Uniform Variant 1'.
[14:24:14]	Adrienne Evans used command '/CharSetSkin adrienne 1'.
[14:24:17]	Adrienne Evans used command '/CharSetSkin adrienne 0'.
[14:24:19]	[OOC] Journey Robertson: I'll just move to the door and wait a moment
[14:24:23]	[OOC] Adrienne Evans: go ahead
[14:24:51]	Adrienne Evans used command '/ToggleRaise'.
[14:24:51]	Adrienne Evans exited observer at their location.
[14:24:52]	Adrienne Evans entered observer.
[14:24:53]	Journey Robertson has taken 5 damage from npc_fastzombie.
[14:25:42]	Adrienne Evans exited observer at their location.
[14:25:42]	Adrienne Evans entered observer.
[14:25:47]	Adrienne Evans exited observer at their location.
[14:25:50]	Adrienne Evans entered observer.
[14:26:00]	Adrienne Evans used command '/ToggleRaise'.
[14:26:28]	Adrienne Evans exited observer at their location.
[14:26:32]	Adrienne Evans has taken 5 damage from npc_fastzombie.
[14:26:37]	Journey Robertson has taken 5 damage from npc_headcrab.
[14:26:38]	Adrienne Evans used command '/ToggleRaise'.
[14:26:39]	Adrienne Evans used command '/ToggleRaise'.
[14:26:40]	Adrienne Evans has taken 5 damage from npc_headcrab.
[14:26:43]	Adrienne Evans has taken 5 damage from npc_headcrab.
[14:26:45]	Adrienne Evans has taken 5 damage from npc_headcrab.
[14:26:52]	Adrienne Evans used command '/ToggleRaise'.
[14:27:03]	Adrienne Evans used command '/ToggleRaise'.
[14:27:22]	[LOOC] Adrienne Evans: hold on
[14:27:28]	[LOOC] Adrienne Evans: yeahy was in response to to your first messagfe
[14:27:31]	Adrienne Evans used command '/ToggleRaise'.
[14:27:44]	[ME] Adrienne Evans: chuckles.
[14:28:26]	[ME] Adrienne Evans: shows the gun to the citizen.
[14:28:45]	Adrienne Evans has spawned 'models/weapons/yurie_rustalpha/wm-handcannon.mdl'.
[14:29:03]	Adrienne Evans has gained a 'Flashlight' #25913.
[14:29:03]	Adrienne Evans used command '/CharGiveItem evans flashlight'.
[14:29:50]	[LOOC] Journey Robertson: Kind*
[14:31:41]	[ME] Adrienne Evans: is standing impatiently.
[14:33:56]	[ME] Adrienne Evans: takes a step back.
[14:34:56]	[ME] Journey Robertson: takes out a outdated looking CCA mask.
[14:34:58]	Journey Robertson ran 'drop' on item 'Incomplete Metropolice Mask' (#25798)
[14:34:58]	Journey Robertson has lost a 'Incomplete Metropolice Mask' #25798.
[14:35:08]	[ME] Journey Robertson: Takes out a few other things
[14:35:09]	Journey Robertson ran 'drop' on item 'CWU Armor Shirt' (#25579)
[14:35:09]	Journey Robertson has lost a 'CWU Armor Shirt' #25579.
[14:35:10]	Journey Robertson ran 'drop' on item 'Armor Pant' (#25580)
[14:35:10]	Journey Robertson has lost a 'Armor Pant' #25580.
[14:35:14]	Journey Robertson ran 'drop' on item '9mm Pistol Magazine' (#25785)
[14:35:14]	Journey Robertson has lost a '9mm Pistol Magazine' #25785.
[14:35:20]	Journey Robertson ran 'drop' on item 'Suitcase' (#25536)
[14:35:20]	Journey Robertson has lost a 'Suitcase' #25536.
[14:35:20]	Journey Robertson has lost a 'UU Brand Cigarette Pack' #25537.
[14:35:20]	Journey Robertson has lost a 'Circuit Board' #25912.
[14:35:20]	Journey Robertson has lost a 'Blacksmith Tongs' #25800.
[14:35:20]	Journey Robertson has lost a 'Cables' #25539.
[14:35:20]	Journey Robertson has lost a 'Charred Metal' #25797.
[14:35:20]	Journey Robertson has lost a 'Circuit Board' #25911.
[14:35:20]	Journey Robertson has lost a 'Gunpowder' #25799.
[14:35:22]	Journey Robertson ran 'drop' on item 'Suitcase' (#18664)
[14:35:22]	Journey Robertson has lost a 'Suitcase' #18664.
[14:35:22]	Journey Robertson has lost a 'Scrap Glass' #25740.
[14:35:22]	Journey Robertson has lost a 'Refined Metal' #25790.
[14:35:22]	Journey Robertson has lost a 'Refined Metal' #25791.
[14:35:22]	Journey Robertson has lost a 'Refined Metal' #25789.
[14:35:22]	Journey Robertson has lost a 'Charred Metal' #22241.
[14:35:22]	Journey Robertson has lost a 'Battered Scrap' #25793.
[14:35:22]	Journey Robertson has lost a 'Charred Metal' #22244.
[14:35:22]	Journey Robertson has lost a 'Charred Metal' #22242.
[14:35:25]	Journey Robertson ran 'take' on item 'Suitcase' (#25536)
[14:35:25]	Journey Robertson has gained a 'Suitcase' #25536.
[14:35:25]	Journey Robertson has gained a 'UU Brand Cigarette Pack' #25537.
[14:35:25]	Journey Robertson has gained a 'Circuit Board' #25912.
[14:35:25]	Journey Robertson has gained a 'Blacksmith Tongs' #25800.
[14:35:25]	Journey Robertson has gained a 'Cables' #25539.
[14:35:25]	Journey Robertson has gained a 'Charred Metal' #25797.
[14:35:25]	Journey Robertson has gained a 'Circuit Board' #25911.
[14:35:25]	Journey Robertson has gained a 'Gunpowder' #25799.
[14:35:26]	Journey Robertson ran 'take' on item 'Suitcase' (#18664)
[14:35:26]	Journey Robertson has gained a 'Suitcase' #18664.
[14:35:26]	Journey Robertson has gained a 'Scrap Glass' #25740.
[14:35:26]	Journey Robertson has gained a 'Refined Metal' #25790.
[14:35:26]	Journey Robertson has gained a 'Refined Metal' #25791.
[14:35:26]	Journey Robertson has gained a 'Refined Metal' #25789.
[14:35:26]	Journey Robertson has gained a 'Charred Metal' #22241.
[14:35:26]	Journey Robertson has gained a 'Battered Scrap' #25793.
[14:35:26]	Journey Robertson has gained a 'Charred Metal' #22244.
[14:35:26]	Journey Robertson has gained a 'Charred Metal' #22242.
[14:35:34]	Journey Robertson ran 'take' on item 'Incomplete Metropolice Mask' (#25798)
[14:35:34]	Journey Robertson has gained a 'Incomplete Metropolice Mask' #25798.
[14:35:36]	Journey Robertson ran 'take' on item '9mm Pistol Magazine' (#25785)
[14:35:36]	Journey Robertson has gained a '9mm Pistol Magazine' #25785.
[14:35:37]	Journey Robertson ran 'take' on item 'Armor Pant' (#25580)
[14:35:37]	Journey Robertson has gained a 'Armor Pant' #25580.
[14:35:39]	Journey Robertson ran 'take' on item 'CWU Armor Shirt' (#25579)
[14:35:39]	Journey Robertson has gained a 'CWU Armor Shirt' #25579.
[14:37:01]	matt saton loaded the character 'James Albright'
[14:37:04]	[OOC] James Albright: uh
[14:37:05]	[OOC] James Albright: awkard
[14:37:06]	James Albright entered observer.
[14:37:07]	[OOC] Journey Robertson: Bruh
[14:37:09]	James Albright exited observer at their location.
[14:37:18]	James Albright entered observer.
[14:37:19]	James Albright exited observer at their location.
[14:37:21]	[OOC] Journey Robertson: James Albright has learned teleportation powers.
[14:38:04]	[OOC] Journey Robertson: Just realised how fucked my desc is, i need to fix it later.
[14:38:25]	James Albright entered observer.
[14:38:26]	James Albright exited observer at their location.
[14:38:27]	James Albright entered observer.
[14:38:37]	James Albright exited observer at their location.
[14:38:53]	[LOOC] Journey Robertson: Cringe
[14:39:04]	[LOOC] James Albright: OYU'RE CRINGEFGTLKLTTOYU'EEW NO YOUORE' 'CYOU'RE CORINGE
[14:40:36]	[LOOC] James Albright: for immersion
[14:40:39]	[LOOC] Journey Robertson: Fine
[14:40:41]	James Albright entered observer.
[14:40:42]	James Albright exited observer at their location.
[14:40:47]	James Albright entered observer.
[14:41:01]	[OOC] Journey Robertson: My dog is whining at me so imma deal with that.
[14:41:05]	[OOC] James Albright: ight
[14:41:07]	[OOC] Journey Robertson: So brb for a moment
[14:41:08]	Doughnut has connected.
[14:41:21]	James Albright exited observer at their location.
[14:41:24]	James Albright entered observer.
[14:41:26]	James Albright exited observer at their location.
[14:41:33]	James Albright entered observer.
[14:41:34]	James Albright exited observer at their location.
[14:41:48]	James Albright entered observer.
[14:41:49]	James Albright exited observer at their location.
[14:41:55]	[Y] James Albright: This way!
[14:43:08]	Doughnut loaded the character 'John Zimmer'
[14:43:57]	James Albright entered observer.
[14:43:58]	James Albright exited observer at their location.
[14:44:04]	[OOC] James Albright: suhhhh
[14:44:10]	[OOC] John Zimmer: beeaaaaaaaaaaaaaans
[14:44:15]	[OOC] James Albright: get baned
[14:44:42]	James Albright entered observer.
[14:44:44]	James Albright exited observer at their location.
[14:44:45]	James Albright entered observer.
[14:44:47]	James Albright exited observer at their location.
[14:44:47]	James Albright entered observer.
[14:44:48]	James Albright exited observer at their location.
[14:44:49]	James Albright entered observer.
[14:44:49]	James Albright exited observer at their location.
[14:45:55]	[OOC] Journey Robertson: Back
[14:46:42]	[ME] James Albright: comes back holding a microphone.
[14:46:56]	[IT] James Albright: It's the really skinny, posable one. Like the announcer from TF2 uses.
[14:47:02]	[LOOC] Journey Robertson: Bruh
[14:47:18]	[ME] James Albright: places the microphone on the desk, plugs it into something, and then starts a sound recording.
[14:47:58]	[LOOC] James Albright: crystal.*
[14:51:37]	[OOC] John Zimmer: ew
[14:51:42]	[OOC] James Albright: ?
[14:55:37]	[LOOC] James Albright: What?*
[14:55:46]	[LOOC] James Albright: wait hold on
[14:55:58]	[LOOC] James Albright: void that exchange, i forgot it's pretty known that hte universal union is interdimensional
[14:56:02]	[LOOC] James Albright: because breencasts in HL2
[14:56:02]	[LOOC] Journey Robertson: Bruh
[14:59:54]	[OOC] John Zimmer: yes
[15:02:03]	[OOC] Journey Robertson: TFW gamer times are happening
[15:03:41]	[OOC] John Zimmer: yup
[15:04:13]	[OOC] Journey Robertson: Player Johnnie butters has joined the game nice name
[15:04:17]	[OOC] John Zimmer: mhm
[15:05:57]	James Albright entered observer.
[15:06:16]	matt saton loaded the character 'Adrienne Evans'
[15:06:17]	Adrienne Evans entered observer.
[15:06:24]	Adrienne Evans exited observer at their location.
[15:06:52]	[OOC] Journey Robertson: John Zimmer is a fucking snitch.
[15:06:57]	[OOC] Journey Robertson: jk
[15:07:00]	matt saton loaded the character 'Carl Everson'
[15:07:01]	Carl Everson entered observer.
[15:07:01]	Carl Everson exited observer at their location.
[15:07:07]	[OOC] Carl Everson: be there soon to rolepaly wtih you john
[15:11:08]	[ME] Journey Robertson: Seems ready to fucking yell but keeps it in.
[15:11:54]	[LOOC] Journey Robertson: Sense*
[15:13:54]	[LOOC] Carl Everson: Bleed?*
[15:15:21]	[LOOC] Journey Robertson: This alien is acting like my dad at this point
[15:15:29]	[LOOC] Carl Everson: are ya winning human
[15:15:34]	[OOC] Journey Robertson: Brb
[15:15:34]	Carl Everson entered observer.
[15:15:44]	Carl Everson exited observer at their location.
[15:15:48]	Carl Everson entered observer.
[15:15:56]	Carl Everson exited observer at their location.
[15:18:16]	Carl Everson entered observer.
[15:18:36]	Carl Everson exited observer at their location.
[15:18:37]	Carl Everson entered observer.
[15:18:58]	Carl Everson exited observer at their location.
[15:19:02]	Carl Everson entered observer.
[15:20:04]	Carl Everson exited observer at their location.
[15:20:15]	Carl Everson entered observer.
[15:20:18]	Carl Everson exited observer at their location.
[15:20:26]	Carl Everson entered observer.
[15:20:30]	Carl Everson exited observer at their location.
[15:20:32]	Carl Everson entered observer.
[15:20:56]	[OOC] John Zimmer: wtf did i come back too?
[15:21:26]	[OOC] John Zimmer: damn bro, vandalising personal property is totally uncool
[15:21:41]	[OOC] Journey Robertson: It is actually the coolest thing you can do.
[15:21:47]	[OOC] John Zimmer: nah bro
[15:21:59]	Carl Everson exited observer at their location.
[15:22:06]	Carl Everson used command '/ToggleRaise'.
[15:22:17]	Carl Everson used command '/ToggleRaise'.
[15:22:32]	Carl Everson entered observer.
