[10:56:44]	matt saton has connected.
[11:31:51]	The Consul exited observer at their location.
[11:31:54]	The Consul entered observer.
[11:31:54]	The Consul exited observer at their location.
[11:31:55]	The Consul has taken 1 damage from worldspawn.
[11:31:55]	The Consul entered observer.
[11:31:55]	The Consul exited observer at their location.
[11:31:55]	The Consul has taken 1 damage from worldspawn.
[11:31:56]	The Consul entered observer.
[11:31:56]	The Consul exited observer at their location.
[11:31:56]	The Consul has taken 1 damage from worldspawn.
[11:31:57]	The Consul has taken 1 damage from worldspawn.
[11:31:58]	The Consul entered observer.
[11:31:58]	The Consul exited observer at their location.
[11:31:58]	The Consul has taken 1 damage from worldspawn.
[11:31:59]	The Consul has taken 1 damage from worldspawn.
[11:31:59]	The Consul entered observer.
[11:32:18]	The Consul ran 'drop' on item 'Resin' (#12861)
[11:32:18]	The Consul has lost a 'Resin' #12861.
[11:32:30]	The Consul ran 'drop' on item 'Resin' (#12867)
[11:32:30]	The Consul has lost a 'Resin' #12867.
[11:32:34]	The Consul ran 'drop' on item 'Resin' (#12865)
[11:32:34]	The Consul has lost a 'Resin' #12865.
[11:32:36]	The Consul exited observer at their location.
[11:32:36]	The Consul has taken 1 damage from worldspawn.
[11:32:36]	The Consul has taken 1 damage from worldspawn.
[11:32:37]	The Consul has taken 1 damage from worldspawn.
[11:32:38]	The Consul has taken 1 damage from worldspawn.
[11:32:38]	The Consul entered observer.
[11:32:42]	The Consul exited observer at their location.
[11:32:42]	The Consul has taken 1 damage from worldspawn.
[11:32:42]	The Consul entered observer.
[11:32:43]	The Consul exited observer at their location.
[11:32:43]	The Consul has taken 1 damage from worldspawn.
[11:32:44]	The Consul has taken 1 damage from worldspawn.
[11:32:44]	The Consul has taken 1 damage from worldspawn.
[11:32:44]	The Consul ran 'take' on item 'Resin' (#12865)
[11:32:44]	The Consul has gained a 'Resin' #12865.
[11:32:45]	The Consul has taken 1 damage from worldspawn.
[11:32:46]	The Consul ran 'drop' on item 'Resin' (#12865)
[11:32:46]	The Consul has lost a 'Resin' #12865.
[11:32:46]	The Consul has taken 1 damage from worldspawn.
[11:32:47]	The Consul has taken 1 damage from worldspawn.
[11:32:47]	The Consul entered observer.
[11:32:47]	The Consul exited observer at their location.
[11:32:48]	The Consul entered observer.
[11:32:49]	The Consul exited observer at their location.
[11:32:52]	The Consul ran 'drop' on item 'Resin' (#12857)
[11:32:52]	The Consul has lost a 'Resin' #12857.
[11:32:53]	The Consul entered observer.
[11:32:58]	The Consul ran 'drop' on item 'Resin' (#12856)
[11:32:58]	The Consul has lost a 'Resin' #12856.
[11:33:31]	The Consul ran 'drop' on item 'Resin' (#12866)
[11:33:31]	The Consul has lost a 'Resin' #12866.
[11:33:33]	The Consul opened the '' #1341 container.
[11:33:37]	The Consul closed the '' #1341 container.
[11:33:49]	The Consul ran 'drop' on item 'Resin' (#12872)
[11:33:49]	The Consul has lost a 'Resin' #12872.
[11:33:54]	The Consul ran 'take' on item 'Suitcase' (#12528)
[11:33:54]	The Consul has gained a 'Suitcase' #12528.
[11:33:55]	The Consul ran 'drop' on item 'Suitcase' (#12528)
[11:33:55]	The Consul has lost a 'Suitcase' #12528.
[11:34:02]	The Consul opened the '' #1243 container.
[11:34:05]	The Consul closed the '' #1243 container.
[11:34:12]	The Consul ran 'drop' on item 'Resin' (#12859)
[11:34:12]	The Consul has lost a 'Resin' #12859.
[11:34:12]	The Consul exited observer at their location.
[11:34:12]	The Consul has taken 1 damage from worldspawn.
[11:34:13]	The Consul has taken 1 damage from worldspawn.
[11:34:14]	The Consul has taken 1 damage from worldspawn.
[11:34:14]	The Consul entered observer.
[11:34:24]	The Consul has gained 50 tokens.
[11:34:45]	The Consul has gained a 'Resin' #12878.
[11:34:45]	The Consul has gained a 'Resin' #12879.
[11:34:45]	The Consul has gained a 'Resin' #12880.
[11:34:45]	The Consul has gained a 'Resin' #12881.
[11:34:45]	The Consul has gained a 'Resin' #12882.
[11:34:45]	The Consul has gained a 'Resin' #12883.
[11:34:45]	The Consul has gained a 'Resin' #12884.
[11:34:45]	The Consul has gained a 'Resin' #12885.
[11:34:45]	The Consul has gained a 'Resin' #12886.
[11:34:45]	The Consul has gained a 'Resin' #12887.
[11:34:45]	The Consul has gained a 'Resin' #12888.
[11:34:45]	The Consul has gained a 'Resin' #12889.
[11:34:45]	The Consul has gained a 'Resin' #12890.
[11:34:45]	The Consul has gained a 'Resin' #12891.
[11:34:45]	The Consul has gained a 'Resin' #12892.
[11:34:45]	The Consul has gained a 'Resin' #12893.
[11:34:45]	The Consul has gained a 'Resin' #12894.
[11:34:45]	The Consul has gained a 'Resin' #12895.
[11:34:45]	The Consul has gained a 'Resin' #12896.
[11:34:45]	The Consul has gained a 'Resin' #12897.
[11:34:45]	The Consul has gained a 'Resin' #12898.
[11:34:45]	The Consul has gained a 'Resin' #12899.
[11:34:45]	The Consul used command '/CharGiveItem consul resin 9999'.
[11:34:46]	The Consul ran 'drop' on item 'Resin' (#12891)
[11:34:46]	The Consul has lost a 'Resin' #12891.
[11:34:49]	The Consul ran 'drop' on item 'Resin' (#12898)
[11:34:49]	The Consul has lost a 'Resin' #12898.
[11:34:52]	The Consul opened the '' #1252 container.
[11:34:53]	The Consul closed the '' #1252 container.
[11:34:54]	The Consul opened the '' #1252 container.
[11:34:56]	The Consul closed the '' #1252 container.
[11:35:06]	The Consul ran 'drop' on item 'Resin' (#12893)
[11:35:06]	The Consul has lost a 'Resin' #12893.
[11:35:09]	The Consul ran 'drop' on item 'Resin' (#12899)
[11:35:09]	The Consul has lost a 'Resin' #12899.
[11:35:14]	The Consul opened the '' #969 container.
[11:35:14]	The Consul closed the '' #969 container.
[11:35:15]	The Consul opened the '' #969 container.
[11:35:18]	The Consul closed the '' #969 container.
[11:35:24]	The Consul exited observer at their location.
[11:35:24]	The Consul has taken 1 damage from worldspawn.
[11:35:25]	The Consul entered observer.
[11:35:32]	The Consul exited observer at their location.
[11:35:32]	The Consul has taken 1 damage from worldspawn.
[11:35:32]	The Consul entered observer.
[11:35:32]	The Consul exited observer at their location.
[11:35:33]	The Consul has taken 1 damage from worldspawn.
[11:35:33]	The Consul entered observer.
[11:35:34]	The Consul exited observer at their location.
[11:35:34]	The Consul has taken 1 damage from worldspawn.
[11:35:34]	The Consul has taken 1 damage from worldspawn.
[11:35:35]	The Consul has taken 1 damage from worldspawn.
[11:35:36]	The Consul has taken 1 damage from worldspawn.
[11:35:36]	The Consul ran 'drop' on item 'Resin' (#12885)
[11:35:36]	The Consul has lost a 'Resin' #12885.
[11:35:37]	The Consul has taken 1 damage from worldspawn.
[11:35:37]	The Consul has taken 1 damage from worldspawn.
[11:35:38]	The Consul has taken 1 damage from worldspawn.
[11:35:39]	The Consul entered observer.
[11:35:52]	The Consul ran 'drop' on item 'Resin' (#12886)
[11:35:52]	The Consul has lost a 'Resin' #12886.
[11:35:57]	The Consul ran 'drop' on item 'Resin' (#12887)
[11:35:57]	The Consul has lost a 'Resin' #12887.
[11:36:03]	The Consul ran 'drop' on item 'Resin' (#12897)
[11:36:03]	The Consul has lost a 'Resin' #12897.
[11:36:16]	The Consul ran 'drop' on item 'Resin' (#12884)
[11:36:16]	The Consul has lost a 'Resin' #12884.
[11:36:25]	The Consul ran 'drop' on item 'Resin' (#12896)
[11:36:25]	The Consul has lost a 'Resin' #12896.
[11:36:28]	The Consul ran 'drop' on item 'Resin' (#12880)
[11:36:28]	The Consul has lost a 'Resin' #12880.
[11:36:45]	The Consul exited observer at their location.
[11:36:45]	The Consul has taken 1 damage from worldspawn.
[11:36:45]	The Consul entered observer.
[11:36:49]	The Consul ran 'drop' on item 'Resin' (#12883)
[11:36:49]	The Consul has lost a 'Resin' #12883.
[11:36:57]	The Consul ran 'drop' on item 'Resin' (#12889)
[11:36:57]	The Consul has lost a 'Resin' #12889.
[11:37:02]	The Consul ran 'drop' on item 'Resin' (#12895)
[11:37:02]	The Consul has lost a 'Resin' #12895.
[11:37:13]	The Consul opened the '' #1330 container.
[11:37:16]	The Consul closed the '' #1330 container.
[11:37:44]	The Consul ran 'drop' on item 'Resin' (#12878)
[11:37:44]	The Consul has lost a 'Resin' #12878.
[11:37:53]	The Consul ran 'drop' on item 'Resin' (#12879)
[11:37:53]	The Consul has lost a 'Resin' #12879.
[11:37:59]	The Consul ran 'drop' on item 'Resin' (#12881)
[11:37:59]	The Consul has lost a 'Resin' #12881.
[11:38:04]	The Consul ran 'drop' on item 'Resin' (#12888)
[11:38:04]	The Consul has lost a 'Resin' #12888.
[11:38:12]	The Consul ran 'drop' on item 'Resin' (#12894)
[11:38:12]	The Consul has lost a 'Resin' #12894.
[11:38:17]	The Consul has gained a 'Resin' #12900.
[11:38:17]	The Consul has gained a 'Resin' #12901.
[11:38:17]	The Consul has gained a 'Resin' #12902.
[11:38:17]	The Consul has gained a 'Resin' #12903.
[11:38:17]	The Consul has gained a 'Resin' #12904.
[11:38:17]	The Consul has gained a 'Resin' #12905.
[11:38:17]	The Consul has gained a 'Resin' #12906.
[11:38:17]	The Consul has gained a 'Resin' #12907.
[11:38:17]	The Consul has gained a 'Resin' #12908.
[11:38:17]	The Consul has gained a 'Resin' #12909.
[11:38:17]	The Consul has gained a 'Resin' #12910.
[11:38:17]	The Consul has gained a 'Resin' #12911.
[11:38:17]	The Consul used command '/CharGiveItem consul resin 12'.
[11:38:19]	The Consul ran 'drop' on item 'Resin' (#12911)
[11:38:19]	The Consul has lost a 'Resin' #12911.
[11:38:29]	The Consul ran 'drop' on item 'Resin' (#12907)
[11:38:29]	The Consul has lost a 'Resin' #12907.
[11:38:31]	The Consul ran 'drop' on item 'Resin' (#12908)
[11:38:31]	The Consul has lost a 'Resin' #12908.
[11:38:40]	The Consul ran 'drop' on item 'Resin' (#12906)
[11:38:40]	The Consul has lost a 'Resin' #12906.
[11:38:46]	The Consul ran 'drop' on item 'Resin' (#12905)
[11:38:46]	The Consul has lost a 'Resin' #12905.
[11:38:50]	The Consul ran 'drop' on item 'Resin' (#12904)
[11:38:50]	The Consul has lost a 'Resin' #12904.
[11:38:56]	The Consul ran 'drop' on item 'Resin' (#12909)
[11:38:56]	The Consul has lost a 'Resin' #12909.
[11:39:00]	The Consul ran 'take' on item 'Resin' (#12909)
[11:39:00]	The Consul has gained a 'Resin' #12909.
[11:39:25]	The Consul has gained 50 tokens.
[11:39:27]	The Consul ran 'drop' on item 'Resin' (#12901)
[11:39:27]	The Consul has lost a 'Resin' #12901.
[11:40:04]	The Consul ran 'drop' on item 'Resin' (#12900)
[11:40:04]	The Consul has lost a 'Resin' #12900.
[11:40:12]	The Consul ran 'drop' on item 'Resin' (#12902)
[11:40:12]	The Consul has lost a 'Resin' #12902.
[11:40:28]	The Consul exited observer at their location.
[11:40:28]	The Consul has taken 1 damage from worldspawn.
[11:40:29]	The Consul has taken 1 damage from worldspawn.
[11:40:29]	The Consul entered observer.
[11:40:30]	The Consul exited observer at their location.
[11:40:30]	The Consul has taken 1 damage from worldspawn.
[11:40:31]	The Consul has taken 1 damage from worldspawn.
[11:40:32]	The Consul has taken 1 damage from worldspawn.
[11:40:32]	The Consul entered observer.
[11:40:44]	The Consul ran 'drop' on item 'Resin' (#12909)
[11:40:44]	The Consul has lost a 'Resin' #12909.
[11:41:09]	The Consul ran 'drop' on item 'Resin' (#12910)
[11:41:09]	The Consul has lost a 'Resin' #12910.
[11:41:52]	The Consul ran 'drop' on item 'Resin' (#12903)
[11:41:52]	The Consul has lost a 'Resin' #12903.
[11:41:54]	The Consul ran 'take' on item 'Resin' (#12903)
[11:41:54]	The Consul has gained a 'Resin' #12903.
[11:43:43]	The Consul ran 'drop' on item 'Resin' (#12903)
[11:43:43]	The Consul has lost a 'Resin' #12903.
[11:43:49]	The Consul exited observer at their location.
[11:44:11]	The Consul entered observer.
[11:44:25]	The Consul has gained 50 tokens.
[11:45:50]	The Consul exited observer at their location.
[11:45:50]	The Consul has taken 1 damage from worldspawn.
[11:45:51]	The Consul has taken 1 damage from worldspawn.
[11:45:52]	The Consul used command '/adminspawnmenu'.
[11:45:52]	The Consul has taken 1 damage from worldspawn.
[11:45:53]	The Consul has taken 1 damage from worldspawn.
[11:45:53]	The Consul entered observer.
[11:45:56]	The Consul has gained a 'Padlock' #12912.
[11:45:56]	The Consul has gained a 'Padlock' #12913.
[11:45:56]	The Consul has gained a 'Padlock' #12914.
[11:45:56]	The Consul has gained a 'Padlock' #12915.
[11:45:56]	The Consul has gained a 'Padlock' #12916.
[11:45:56]	The Consul has gained a 'Padlock' #12917.
[11:45:56]	The Consul has gained a 'Padlock' #12918.
[11:45:56]	The Consul has gained a 'Padlock' #12919.
[11:45:56]	The Consul has gained a 'Padlock' #12920.
[11:45:56]	The Consul has gained a 'Padlock' #12921.
[11:45:56]	The Consul has gained a 'Padlock' #12922.
[11:45:56]	The Consul has gained a 'Padlock' #12923.
[11:45:56]	The Consul used command '/CharGiveItem consul padlock 12'.
[11:46:01]	The Consul opened the '' #1326 container.
[11:46:02]	The Consul closed the '' #1326 container.
[11:46:05]	The Consul opened the '' #1329 container.
[11:46:07]	The Consul closed the '' #1329 container.
[11:47:23]	The Consul ran 'drop' on item 'Padlock' (#12919)
[11:47:23]	The Consul has lost a 'Padlock' #12919.
[11:47:24]	The Consul exited observer at their location.
[11:47:24]	The Consul has taken 1 damage from worldspawn.
[11:47:25]	The Consul has taken 1 damage from worldspawn.
[11:47:26]	The Consul has taken 1 damage from worldspawn.
[11:47:27]	The Consul has taken 1 damage from worldspawn.
[11:47:27]	The Consul has taken 1 damage from worldspawn.
[11:47:28]	The Consul entered observer.
[11:48:05]	The Consul ran 'drop' on item 'Padlock' (#12918)
[11:48:05]	The Consul has lost a 'Padlock' #12918.
[11:49:24]	The Consul has gained 50 tokens.
[11:51:59]	The Consul opened the '' #1244 container.
[11:52:01]	The Consul closed the '' #1244 container.
[11:52:07]	The Consul ran 'drop' on item 'Padlock' (#12920)
[11:52:07]	The Consul has lost a 'Padlock' #12920.
[11:54:24]	The Consul has gained 50 tokens.
[11:54:30]	The Consul ran 'drop' on item 'Padlock' (#12917)
[11:54:30]	The Consul has lost a 'Padlock' #12917.
[11:54:59]	The Consul ran 'drop' on item 'Padlock' (#12922)
[11:54:59]	The Consul has lost a 'Padlock' #12922.
[11:55:44]	The Consul ran 'drop' on item 'Padlock' (#12916)
[11:55:44]	The Consul has lost a 'Padlock' #12916.
[11:55:58]	The Consul ran 'drop' on item 'Padlock' (#12912)
[11:55:58]	The Consul has lost a 'Padlock' #12912.
[11:57:47]	The Consul exited observer at their location.
[11:57:47]	The Consul has taken 1 damage from worldspawn.
[11:57:47]	The Consul entered observer.
[11:57:49]	The Consul exited observer at their location.
[11:57:49]	The Consul has taken 1 damage from worldspawn.
[11:57:50]	The Consul entered observer.
[11:57:50]	The Consul exited observer at their location.
[11:57:50]	The Consul has taken 1 damage from worldspawn.
[11:57:51]	The Consul has taken 1 damage from worldspawn.
[11:57:52]	The Consul has taken 1 damage from worldspawn.
[11:57:52]	The Consul has taken 1 damage from worldspawn.
[11:57:53]	The Consul has taken 1 damage from worldspawn.
[11:57:54]	The Consul has taken 1 damage from worldspawn.
[11:57:55]	The Consul has taken 1 damage from worldspawn.
[11:57:55]	The Consul has taken 1 damage from worldspawn.
[11:57:56]	The Consul has taken 1 damage from worldspawn.
[11:57:57]	The Consul has taken 1 damage from worldspawn.
[11:57:58]	The Consul has taken 1 damage from worldspawn.
[11:57:58]	The Consul has taken 1 damage from worldspawn.
[11:57:59]	The Consul has taken 1 damage from worldspawn.
[11:58:00]	The Consul has taken 1 damage from worldspawn.
[11:58:01]	The Consul has taken 1 damage from worldspawn.
[11:58:01]	The Consul has taken 1 damage from worldspawn.
[11:58:02]	The Consul has taken 1 damage from worldspawn.
[11:58:03]	The Consul has taken 1 damage from worldspawn.
[11:58:04]	The Consul has taken 1 damage from worldspawn.
[11:58:05]	The Consul has taken 1 damage from worldspawn.
[11:58:05]	The Consul has taken 1 damage from worldspawn.
[11:58:05]	The Consul entered observer.
[11:58:06]	The Consul exited observer at their location.
[11:58:06]	The Consul has taken 1 damage from worldspawn.
[11:58:07]	The Consul has taken 1 damage from worldspawn.
[11:58:08]	The Consul has taken 1 damage from worldspawn.
[11:58:08]	The Consul has taken 1 damage from worldspawn.
[11:58:09]	The Consul has taken 1 damage from worldspawn.
[11:58:10]	The Consul has taken 1 damage from worldspawn.
[11:58:11]	The Consul has taken 1 damage from worldspawn.
[11:58:11]	The Consul has taken 1 damage from worldspawn.
[11:58:12]	The Consul has taken 1 damage from worldspawn.
[11:58:13]	The Consul has taken 1 damage from worldspawn.
[11:58:14]	The Consul has taken 1 damage from worldspawn.
[11:58:14]	The Consul has taken 1 damage from worldspawn.
[11:58:15]	The Consul has taken 1 damage from worldspawn.
[11:58:16]	The Consul has taken 1 damage from worldspawn.
[11:58:17]	The Consul has taken 1 damage from worldspawn.
[11:58:17]	The Consul has taken 1 damage from worldspawn.
[11:58:18]	The Consul has taken 1 damage from worldspawn.
[11:58:19]	The Consul has taken 1 damage from worldspawn.
[11:58:20]	The Consul has taken 1 damage from worldspawn.
[11:58:20]	The Consul has taken 1 damage from worldspawn.
[11:58:21]	The Consul has taken 1 damage from worldspawn.
[11:58:22]	The Consul has taken 1 damage from worldspawn.
[11:58:23]	The Consul has taken 1 damage from worldspawn.
[11:58:23]	The Consul has taken 1 damage from worldspawn.
[11:58:24]	The Consul has taken 1 damage from worldspawn.
[11:58:25]	The Consul entered observer.
[11:59:24]	The Consul has gained 50 tokens.
[12:00:00]	The Consul ran 'drop' on item 'Padlock' (#12913)
[12:00:00]	The Consul has lost a 'Padlock' #12913.
[12:00:17]	The Consul ran 'drop' on item 'Padlock' (#12914)
[12:00:17]	The Consul has lost a 'Padlock' #12914.
[12:03:05]	The Consul ran 'drop' on item 'Padlock' (#12915)
[12:03:05]	The Consul has lost a 'Padlock' #12915.
[12:03:06]	The Consul exited observer at their location.
[12:03:06]	The Consul entered observer.
[12:03:06]	The Consul exited observer at their location.
[12:03:10]	The Consul entered observer.
[12:03:12]	The Consul exited observer at their location.
[12:03:13]	The Consul entered observer.
[12:03:13]	The Consul exited observer at their location.
[12:03:22]	The Consul entered observer.
[12:03:47]	The Consul ran 'drop' on item 'Padlock' (#12921)
[12:03:47]	The Consul has lost a 'Padlock' #12921.
[12:04:01]	The Consul has gained a 'Padlock' #12924.
[12:04:01]	The Consul has gained a 'Padlock' #12925.
[12:04:01]	The Consul used command '/CharGiveItem consul padlock 2'.
[12:04:06]	The Consul has gained a 'Resin' #12926.
[12:04:06]	The Consul has gained a 'Resin' #12927.
[12:04:06]	The Consul has gained a 'Resin' #12928.
[12:04:06]	The Consul has gained a 'Resin' #12929.
[12:04:06]	The Consul has gained a 'Resin' #12930.
[12:04:06]	The Consul has gained a 'Resin' #12931.
[12:04:06]	The Consul has gained a 'Resin' #12932.
[12:04:06]	The Consul has gained a 'Resin' #12933.
[12:04:06]	The Consul used command '/CharGiveItem consul resin 8'.
[12:04:08]	The Consul ran 'drop' on item 'Padlock' (#12925)
[12:04:08]	The Consul has lost a 'Padlock' #12925.
[12:04:24]	The Consul exited observer at their location.
[12:04:24]	The Consul has taken 1 damage from worldspawn.
[12:04:24]	The Consul has gained 50 tokens.
[12:04:25]	The Consul has taken 1 damage from worldspawn.
[12:04:26]	The Consul entered observer.
[12:04:29]	The Consul ran 'drop' on item 'Padlock' (#12924)
[12:04:29]	The Consul has lost a 'Padlock' #12924.
[12:04:39]	The Consul ran 'drop' on item 'Resin' (#12929)
[12:04:39]	The Consul has lost a 'Resin' #12929.
[12:04:44]	The Consul ran 'drop' on item 'Resin' (#12931)
[12:04:44]	The Consul has lost a 'Resin' #12931.
[12:04:58]	The Consul ran 'drop' on item 'Resin' (#12930)
[12:04:58]	The Consul has lost a 'Resin' #12930.
[12:05:07]	The Consul ran 'drop' on item 'Resin' (#12932)
[12:05:07]	The Consul has lost a 'Resin' #12932.
[12:05:14]	The Consul ran 'drop' on item 'Resin' (#12927)
[12:05:14]	The Consul has lost a 'Resin' #12927.
[12:05:30]	The Consul ran 'drop' on item 'Resin' (#12926)
[12:05:30]	The Consul has lost a 'Resin' #12926.
[12:05:36]	The Consul ran 'drop' on item 'Resin' (#12928)
[12:05:36]	The Consul has lost a 'Resin' #12928.
[12:05:44]	The Consul ran 'drop' on item 'Resin' (#12933)
[12:05:44]	The Consul has lost a 'Resin' #12933.
[12:06:07]	The Consul has spawned 'models/props_c17/FurnitureDresser001a.mdl'.
[12:06:21]	The Consul has spawned 'models/props_canal/canal_cap001.mdl'.
[12:06:25]	The Consul has spawned 'models/props_canal/canal_cap001.mdl'.
[12:06:25]	The Consul exited observer at their location.
[12:06:25]	The Consul has taken 1 damage from worldspawn.
[12:06:26]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:26]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:26]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:26]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:26]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:26]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:26]	The Consul has taken 1 damage from worldspawn.
[12:06:27]	The Consul has taken 1 damage from worldspawn.
[12:06:27]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:27]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:27]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:27]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:27]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:27]	The Consul has taken 4 damage from monster_bullsquid.
[12:06:28]	The Consul has taken 1 damage from worldspawn.
[12:06:28]	The Consul has taken 1 damage from worldspawn.
[12:06:29]	The Consul entered observer.
[12:06:42]	The Consul exited observer at their location.
[12:06:42]	The Consul has taken 1 damage from worldspawn.
[12:06:43]	The Consul entered observer.
[12:06:50]	The Consul has spawned 'models/props_c17/pipe_cap003.mdl'.
[12:07:06]	The Consul has spawned 'models/props_c17/substation_transformer01d.mdl'.
[12:07:38]	The Consul has spawned 'models/props_canal/winch02b.mdl'.
[12:07:39]	The Consul has spawned 'models/props_canal/refinery_05_skybox.mdl'.
[12:07:43]	The Consul has spawned 'models/props_canal/boxcar_door.mdl'.
[12:07:52]	The Consul has spawned 'models/props_canal/winch02b.mdl'.
[12:07:54]	The Consul has spawned 'models/props_canal/winch02c.mdl'.
[12:08:05]	The Consul has spawned 'models/props_debris/wall001a_base.mdl'.
