[10:31:23]	matt saton has connected.
[10:43:56]	CCA.C17-GRID.i3.10945 entered observer.
[10:43:58]	CCA.C17-GRID.i3.10945 exited observer at their location.
[10:44:23]	CCA.C17-GRID.i3.10945 entered observer.
[10:48:19]	CCA.C17-GRID.i3.10945 has gained 10 tokens.
[11:02:44]	CCA.C17-GRID.i3.10945 has gained 10 tokens.
[11:07:44]	CCA.C17-GRID.i3.10945 has gained 10 tokens.
[11:08:19]	CCA.C17-GRID.i3.10945 used command '/adminspawnmenu'.
[11:08:25]	CCA.C17-GRID.i3.10945 has spawned "Gas Mask"
[11:08:27]	CCA.C17-GRID.i3.10945 exited observer at their location.
[11:08:28]	CCA.C17-GRID.i3.10945 entered observer.
[11:08:29]	CCA.C17-GRID.i3.10945 exited observer at their location.
[11:08:38]	CCA.C17-GRID.i3.10945 has gained a 'Gas Mask' #29213.
[11:08:38]	CCA.C17-GRID.i3.10945 used command '/CharGiveItem g gas mask'.
[11:08:41]	CCA.C17-GRID.i3.10945 ran 'Equip' on item 'Gas Mask' (#29213)
[11:08:50]	CCA.C17-GRID.i3.10945 has gained a 'Conscript Armor' #29214.
[11:08:50]	CCA.C17-GRID.i3.10945 used command '/CharGiveItem g conscript'.
[11:08:53]	CCA.C17-GRID.i3.10945 ran 'EquipUn' on item 'Gas Mask' (#29213)
[11:09:06]	CCA.C17-GRID.i3.10945 ran 'drop' on item 'Gas Mask' (#29213)
[11:09:06]	CCA.C17-GRID.i3.10945 has lost a 'Gas Mask' #29213.
[11:09:58]	CCA.C17-GRID.i3.10945 ran 'drop' on item 'Conscript Armor' (#29214)
[11:09:58]	CCA.C17-GRID.i3.10945 has lost a 'Conscript Armor' #29214.
[11:11:23]	matt saton loaded the character 'Ryan Maley'
[11:11:51]	Ryan Maley entered observer.
[11:11:53]	Ryan Maley exited observer at their location.
[11:12:05]	Ryan Maley has spawned a 'Entity [4338][ix_airvent]'.
[11:12:07]	Ryan Maley ran 'EquipUn' on item 'Green Citizen Suit' (#24069)
[11:39:32]	Ryan Maley has spawned 'models/gibs/antlion_gib_large_1.mdl'.
[11:39:39]	Ryan Maley has spawned 'models/gibs/antlion_gib_large_2.mdl'.
[11:39:52]	Ryan Maley has spawned 'models/gibs/antlion_gib_small_2.mdl'.
[11:39:55]	Ryan Maley has spawned 'models/gibs/antlion_gib_small_3.mdl'.
[11:39:57]	Ryan Maley has spawned 'models/gibs/antlion_gib_medium_1.mdl'.
[11:39:59]	Ryan Maley has spawned 'models/gibs/antlion_gib_small_2.mdl'.
[11:40:02]	Ryan Maley has spawned 'models/gibs/antlion_gib_large_2.mdl'.
[11:40:10]	Ryan Maley has spawned 'models/gibs/strider_gib7.mdl'.
[11:40:11]	Ryan Maley has spawned 'models/gibs/strider_gib7.mdl'.
[11:41:40]	Ryan Maley has spawned 'models/gibs/strider_gib7.mdl'.
[11:41:41]	Ryan Maley has spawned 'models/gibs/strider_gib6.mdl'.
[11:41:43]	Ryan Maley has spawned 'models/gibs/strider_gib7.mdl'.
[11:42:06]	Nums has connected.
[12:22:57]	Ryan Maley has taken 1 damage from worldspawn.
[12:23:00]	Ryan Maley has taken 1 damage from worldspawn.
[12:23:04]	Ryan Maley has taken 1 damage from worldspawn.
[12:23:07]	Ryan Maley has taken 1 damage from worldspawn.
[12:23:18]	Ryan Maley has taken 1 damage from worldspawn.
[12:23:27]	Ryan Maley has taken 1 damage from worldspawn.
[12:23:42]	Ryan Maley has taken 1 damage from worldspawn.
[12:32:00]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/fiberglass.mdl'.
[12:32:02]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/rubber.mdl'.
[12:32:04]	Ryan Maley entered observer.
[12:32:06]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/ballisticfiber.mdl'.
[12:32:12]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/schematic.mdl'.
[12:32:14]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/cloth.mdl'.
[12:32:20]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/ceramic.mdl'.
[12:32:27]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/blueprint.mdl'.
[12:32:31]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/crystal.mdl'.
[12:32:34]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/copper.mdl'.
[12:32:36]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/steel.mdl'.
[12:32:38]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/gold.mdl'.
[12:32:39]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/lead.mdl'.
[12:32:44]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/leather.mdl'.
[12:32:47]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/ballisticfiber.mdl'.
[12:32:48]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/hammer03.mdl'.
[12:32:50]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/adjustablewrench.mdl'.
[12:32:52]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/hammer03.mdl'.
[12:32:53]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/deathclaw_hide.mdl'.
[12:33:00]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/ballisticfiber.mdl'.
[12:33:12]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/fiberglass.mdl'.
[12:33:19]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/fiberoptic.mdl'.
[12:33:28]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/asbestos.mdl'.
[12:33:30]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/asbestos.mdl'.
[12:33:32]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/bone.mdl'.
[12:33:35]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/gears.mdl'.
[12:33:45]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/gears.mdl'.
[12:33:52]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/screws.mdl'.
[12:33:56]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/springs.mdl'.
[12:34:23]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/adhesive.mdl'.
[12:41:19]	Ryan Maley exited observer at their location.
[12:41:22]	Ryan Maley has taken 1 damage from worldspawn.
[12:41:22]	Ryan Maley has taken 1 damage from worldspawn.
[12:41:23]	Ryan Maley entered observer.
[12:41:33]	Ryan Maley has spawned a 'Entity [4338][ix_airvent]'.
[12:41:34]	Ryan Maley exited observer at their location.
[12:42:10]	Ryan Maley used command '/ToggleRaise'.
[12:42:19]	Ryan Maley used command '/ToggleRaise'.
[12:42:37]	Ryan Maley used command '/ToggleRaise'.
[12:42:39]	Ryan Maley used command '/ToggleRaise'.
[12:42:40]	Ryan Maley used command '/ToggleRaise'.
[12:42:45]	Ryan Maley used command '/ToggleRaise'.
[12:42:46]	Ryan Maley used command '/ToggleRaise'.
[12:42:47]	Ryan Maley used command '/ToggleRaise'.
[12:42:51]	Ryan Maley used command '/ToggleRaise'.
[12:42:51]	Ryan Maley used command '/ToggleRaise'.
[12:43:00]	Ryan Maley used command '/ToggleRaise'.
[12:43:01]	Ryan Maley used command '/ToggleRaise'.
[12:43:02]	Ryan Maley used command '/ToggleRaise'.
[12:43:05]	Ryan Maley used command '/ToggleRaise'.
[12:43:10]	Ryan Maley used command '/ToggleRaise'.
[12:43:10]	Ryan Maley used command '/ToggleRaise'.
[12:43:11]	Ryan Maley used command '/ToggleRaise'.
[12:43:12]	Ryan Maley used command '/ToggleRaise'.
[12:43:12]	Ryan Maley used command '/ToggleRaise'.
[12:43:13]	Ryan Maley used command '/ToggleRaise'.
[12:43:14]	Ryan Maley used command '/ToggleRaise'.
[12:43:15]	Ryan Maley used command '/ToggleRaise'.
[12:43:16]	Ryan Maley used command '/ToggleRaise'.
[12:43:16]	Ryan Maley used command '/ToggleRaise'.
[12:43:17]	Ryan Maley used command '/ToggleRaise'.
[12:43:18]	Ryan Maley used command '/ToggleRaise'.
[12:43:19]	Ryan Maley used command '/ToggleRaise'.
[12:43:20]	Ryan Maley used command '/ToggleRaise'.
[12:43:33]	Ryan Maley used command '/ToggleRaise'.
[12:43:34]	Ryan Maley used command '/ToggleRaise'.
[12:43:37]	Ryan Maley used command '/ToggleRaise'.
[12:43:39]	Ryan Maley used command '/ToggleRaise'.
[12:43:43]	Ryan Maley used command '/ToggleRaise'.
[12:43:45]	Ryan Maley used command '/ToggleRaise'.
[12:43:46]	Ryan Maley used command '/ToggleRaise'.
[12:43:48]	Ryan Maley used command '/ToggleRaise'.
[12:43:56]	Ryan Maley used command '/ToggleRaise'.
[12:43:57]	Ryan Maley used command '/ToggleRaise'.
[12:44:01]	Ryan Maley used command '/ToggleRaise'.
[12:44:06]	Ryan Maley used command '/ToggleRaise'.
[12:44:09]	Ryan Maley used command '/ToggleRaise'.
[12:44:12]	Ryan Maley used command '/ToggleRaise'.
[12:44:15]	Ryan Maley used command '/ToggleRaise'.
[12:44:22]	Ryan Maley used command '/ToggleRaise'.
[12:44:25]	Ryan Maley used command '/ToggleRaise'.
[12:44:29]	Ryan Maley used command '/ToggleRaise'.
[12:44:31]	Ryan Maley used command '/ToggleRaise'.
[12:44:32]	Ryan Maley used command '/ToggleRaise'.
[12:44:35]	Ryan Maley used command '/ToggleRaise'.
[12:44:40]	Ryan Maley used command '/ToggleRaise'.
[12:44:42]	Ryan Maley used command '/ToggleRaise'.
[12:47:06]	Ryan Maley has taken 1 damage from worldspawn.
[12:47:31]	Ryan Maley used command '/ToggleRaise'.
[12:47:34]	Ryan Maley used command '/ToggleRaise'.
[12:47:36]	Ryan Maley used command '/ToggleRaise'.
[12:47:41]	Ryan Maley used command '/ToggleRaise'.
[12:47:45]	Ryan Maley used command '/ToggleRaise'.
[12:52:25]	Chicken has connected.
[12:53:09]	Chicken loaded the character 'CCA.C17-UNION.i5.03672'
[12:53:44]	[OOC] CCA.C17-UNION.i5.03672: Why is dominos only good if you microwave it
[13:02:34]	Ryan Maley has spawned 'models/gibs/shield_scanner_gib2.mdl'.
[13:02:43]	[OOC] CCA.C17-UNION.i5.03672: Q SMELLS
[13:02:48]	[OOC] Ryan Maley: oh shitit's chicken
[13:02:52]	[OOC] Ryan Maley: how long have you bee nhere
[13:02:53]	[OOC] CCA.C17-UNION.i5.03672: bro iv been here
[13:02:55]	[OOC] CCA.C17-UNION.i5.03672: for like 30 mins
[13:02:59]	[OOC] CCA.C17-UNION.i5.03672: and i typed in ooc
[13:02:59]	[OOC] Ryan Maley: WHAT
[13:03:02]	[OOC] CCA.C17-UNION.i5.03672: what the hell bro
[13:03:09]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[13:03:13]	[OOC] Ryan Maley: i JUST noticed
[13:03:15]	[OOC] CCA.C17-UNION.i5.03672: like 30 mins ago i started a convo and you didnt respond
[13:03:16]	[OOC] Ryan Maley: what the FUCK
[13:03:32]	[OOC] Ryan Maley: also bitch your domino's is bad because domino's is the shit
[13:03:36]	[OOC] CCA.C17-UNION.i5.03672: q paying attention impossible!
[13:03:36]	[OOC] Ryan Maley: their cheesy bread is unmatched
[13:03:41]	[OOC] Ryan Maley: i am MAKING CRAFTING RECIPES
[13:03:43]	[OOC] Ryan Maley: and ITEMS
[13:03:56]	[OOC] CCA.C17-UNION.i5.03672: i am making all willard items and food
[13:04:02]	[OOC] CCA.C17-UNION.i5.03672: and its really annoying
[13:04:10]	[OOC] CCA.C17-UNION.i5.03672: cause its like 300 props
[13:04:21]	[OOC] Ryan Maley: why not just decide on your own shit to make
[13:04:25]	[OOC] Ryan Maley: instead of doing what willard is doing
[13:04:32]	[OOC] Ryan Maley: makes it better and less of a chore
[13:04:40]	[OOC] CCA.C17-UNION.i5.03672: Well im not doing it for myself
[13:04:44]	[OOC] Ryan Maley: oh
[13:04:47]	[OOC] CCA.C17-UNION.i5.03672: im doing it for leon
[13:04:52]	[OOC] Ryan Maley: ohhhh
[13:04:56]	[OOC] CCA.C17-UNION.i5.03672: aka after life rp
[13:05:00]	[OOC] CCA.C17-UNION.i5.03672: aka wwc rp
[13:05:08]	[OOC] Ryan Maley: wwc?
[13:05:13]	[OOC] Ryan Maley: ...world war combine?
[13:05:14]	[OOC] CCA.C17-UNION.i5.03672: when worlds colide
[13:05:18]	[OOC] Ryan Maley: oh
[13:05:35]	[OOC] CCA.C17-UNION.i5.03672: his servers are basically Outlands combine and wwc
[13:05:51]	[OOC] CCA.C17-UNION.i5.03672: So there can be former  cps and such
[13:06:10]	[OOC] CCA.C17-UNION.i5.03672: its nice for like small player counts
[13:06:17]	[OOC] CCA.C17-UNION.i5.03672: like 6-10 players
[13:06:35]	[OOC] Ryan Maley: oh that's coold
[13:07:46]	CCA.C17-UNION.i5.03672 used the 'Shopkeeper' vendor.
[13:08:09]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[13:10:50]	[OOC] CCA.C17-UNION.i5.03672: alr ill catch you on flip side but you probably wont notice this text okay bye
[13:10:52]	Chicken (STEAM_0:0:143523274) has disconnected.
[13:10:54]	[OOC] Ryan Maley: alright
[14:31:02]	Painevan has connected.
[14:32:34]	Painevan loaded the character 'Jonathan Jackson'
[14:33:44]	Jonathan Jackson ran 'Equip' on item 'Green Citizen Suit' (#28351)
[14:36:54]	Jonathan Jackson opened the '' #235 container.
[14:37:07]	Jonathan Jackson has gained a 'Resin' #27915.
[14:37:10]	Jonathan Jackson has gained a 'Armor Scraps' #27873.
[14:37:11]	[OOC] Ryan Maley: back
[14:37:17]	Jonathan Jackson closed the '' #235 container.
[14:37:22]	[OOC] Jonathan Jackson: Welcome back
[14:37:29]	Ryan Maley entered observer.
[14:37:31]	[OOC] Ryan Maley: howdy
[14:37:45]	[OOC] Jonathan Jackson: hOla
[14:38:22]	Jonathan Jackson ran 'EquipUn' on item 'Green Citizen Suit' (#28351)
[14:38:41]	[OOC] Ryan Maley: i am making crafitng recipes
[14:39:15]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/fertilizer.mdl'.
[14:39:29]	Ryan Maley exited observer at their location.
[14:39:29]	Ryan Maley has taken 1 damage from worldspawn.
[14:39:29]	Ryan Maley has taken 1 damage from worldspawn.
[14:39:30]	Ryan Maley entered observer.
[14:39:32]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/kickball.mdl'.
[14:39:38]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/lighter.mdl'.
[14:39:40]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/locket.mdl'.
[14:39:43]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/lighter.mdl'.
[14:40:07]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/wonderglue_large.mdl'.
[14:40:12]	Ryan Maley used command '/ToggleRaise'.
[14:40:21]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/gasolinecanister.mdl'.
[14:40:27]	[OOC] Jonathan Jackson: Crafting is great 
[14:40:32]	[OOC] Ryan Maley: crafting is dope as shit
[14:40:33]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/globe02.mdl'.
[14:40:37]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/camera.mdl'.
[14:40:39]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/camera.mdl'.
[14:40:43]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/bloatflygland.mdl'.
[14:40:44]	[OOC] Jonathan Jackson: Even greater if I could find places to hold items used for crafting
[14:41:06]	[OOC] Ryan Maley: may i offer you a nice ix_container in this trying time
[14:41:12]	[OOC] Jonathan Jackson: lmao
[14:41:15]	Jonathan Jackson opened the '' #2726 container.
[14:41:17]	[OOC] Ryan Maley: i actually stole a crate from dilly's old shop
[14:41:18]	Jonathan Jackson closed the '' #2726 container.
[14:41:20]	[OOC] Ryan Maley: the abandoned one
[14:41:23]	[OOC] Ryan Maley: and hit it in the CZ
[14:41:36]	[OOC] Jonathan Jackson: I only know of one crate in the CZ 
[14:41:44]	[OOC] Ryan Maley: hid*
[14:42:20]	[OOC] Jonathan Jackson: I am requiring someone to tell me to pick up a can
[14:43:28]	[OOC] Ryan Maley: one second
[14:43:31]	Ryan Maley exited observer at their location.
[14:43:31]	Ryan Maley has taken 1 damage from worldspawn.
[14:43:32]	Ryan Maley has taken 1 damage from worldspawn.
[14:43:33]	Ryan Maley has taken 1 damage from worldspawn.
[14:43:34]	Ryan Maley has taken 1 damage from worldspawn.
[14:43:35]	Ryan Maley has taken 1 damage from worldspawn.
[14:43:35]	matt saton loaded the character 'CCA.C17-GRID.i3.10945'
[14:43:36]	CCA.C17-GRID.i3.10945 entered observer.
[14:43:39]	CCA.C17-GRID.i3.10945 exited observer at their location.
[14:44:10]	Jonathan Jackson ran 'drop' on item 'Armor Scraps' (#27873)
[14:44:10]	Jonathan Jackson has lost a 'Armor Scraps' #27873.
[14:44:12]	Jonathan Jackson ran 'drop' on item 'Resin' (#27915)
[14:44:12]	Jonathan Jackson has lost a 'Resin' #27915.
[14:44:13]	CCA.C17-GRID.i3.10945 ran 'take' on item 'Armor Scraps' (#27873)
[14:44:13]	CCA.C17-GRID.i3.10945 has gained a 'Armor Scraps' #27873.
[14:44:15]	CCA.C17-GRID.i3.10945 ran 'take' on item 'Resin' (#27915)
[14:44:15]	CCA.C17-GRID.i3.10945 has gained a 'Resin' #27915.
[14:44:26]	[ME] CCA.C17-GRID.i3.10945: takes out his PDA and types a few things on it.
[14:45:08]	[ME] CCA.C17-GRID.i3.10945: would read off of the screen.
[14:45:25]	[LOOC] CCA.C17-GRID.i3.10945: hmmm radio is broken that's funb
[14:45:28]	CCA.C17-GRID.i3.10945 used command '/rooc test'.
[14:45:31]	CCA.C17-GRID.i3.10945 used command '/rooc Judge.'.
[14:45:34]	CCA.C17-GRID.i3.10945 used command '/Radio Judge.'.
[14:45:39]	[LOOC] CCA.C17-GRID.i3.10945: oh it's radio voicelines
[14:45:47]	[LOOC] Jonathan Jackson: lol
[14:46:25]	CCA.C17-GRID.i3.10945 used command '/Radio I've got a piece of contraband here, it's a scrap of kevlar, what should I classify it as?'.
[14:46:59]	[ME] Jonathan Jackson: stretches slightly while waiting.
[14:47:21]	CCA.C17-GRID.i3.10945 used command '/Radio Green, copy that.'.
[14:47:33]	[ME] CCA.C17-GRID.i3.10945: holds up the resin.
[14:48:12]	[ME] CCA.C17-GRID.i3.10945: reaches into a satchel on his toolbelt and counts out 3 coins.
[14:48:34]	[ME] CCA.C17-GRID.i3.10945: drops another of them back into his satchel and then slides two 5-pieces onto the counter.
[14:48:35]	CCA.C17-GRID.i3.10945 has gained 10 tokens.
[14:48:37]	CCA.C17-GRID.i3.10945 has lost 10 tokens.
[14:48:37]	CCA.C17-GRID.i3.10945 used command '/DropTokens 10'.
[14:48:51]	[ME] Jonathan Jackson: takes the tokens and places it in his side pocket.
[14:48:52]	Jonathan Jackson has gained 10 tokens.
[14:49:00]	[ME] CCA.C17-GRID.i3.10945: bends down slightly and places the resin into a bin under the desk.
[14:49:05]	CCA.C17-GRID.i3.10945 ran 'drop' on item 'Resin' (#27915)
[14:49:05]	CCA.C17-GRID.i3.10945 has lost a 'Resin' #27915.
[14:49:08]	Jonathan Jackson used command '/Apply'.
[14:49:18]	[ME] CCA.C17-GRID.i3.10945: types the man's CID into his PDA.
[14:49:19]	CCA.C17-GRID.i3.10945 used command '/ViewData jackson'.
[14:51:11]	CCA.C17-GRID.i3.10945 used command '/ViewData jon'.
[14:51:43]	CCA.C17-GRID.i3.10945 ran 'take' on item 'Resin' (#27915)
[14:51:43]	CCA.C17-GRID.i3.10945 has gained a 'Resin' #27915.
[14:52:05]	CCA.C17-GRID.i3.10945 ran 'View' on item 'Notepad' (#24315)
[14:52:08]	CCA.C17-GRID.i3.10945 ran 'take' on item 'Notepad' (#24315)
[14:52:08]	CCA.C17-GRID.i3.10945 has gained a 'Notepad' #24315.
[14:52:10]	CCA.C17-GRID.i3.10945 ran 'Edit' on item 'Notepad' (#24315)
[14:52:18]	CCA.C17-GRID.i3.10945 ran 'View' on item 'Notepad' (#24315)
[14:52:23]	[OOC] Jonathan Jackson: I need to go afk for a bit so I'll be back in a bit
[14:52:28]	CCA.C17-GRID.i3.10945 ran 'Edit' on item 'Notepad' (#24315)
[14:52:49]	CCA.C17-GRID.i3.10945 entered observer.
[14:52:53]	CCA.C17-GRID.i3.10945 exited observer at their location.
[14:52:55]	Painevan loaded the character 'Otto Von Habsburg'
[14:52:56]	CCA.C17-GRID.i3.10945 entered observer.
[14:53:03]	[OOC] CCA.C17-GRID.i3.10945: YOOO IT'S OTTOOOO
[14:53:07]	[OOC] CCA.C17-GRID.i3.10945: also ight
[14:53:14]	[OOC] CCA.C17-GRID.i3.10945: ty for not disocnnectinbg
[14:53:15]	CCA.C17-GRID.i3.10945 exited observer at their location.
[14:53:16]	CCA.C17-GRID.i3.10945 entered observer.
[14:53:20]	CCA.C17-GRID.i3.10945 exited observer at their location.
[14:53:21]	[OOC] Otto Von Habsburg: np
[14:53:35]	CCA.C17-GRID.i3.10945 has gained 10 tokens.
[14:54:15]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/steel.mdl'.
[14:54:16]	CCA.C17-GRID.i3.10945 entered observer.
[14:54:22]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/gold.mdl'.
[14:55:09]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/gold.mdl'.
[14:55:46]	CCA.C17-GRID.i3.10945 exited observer at their location.
[14:55:47]	CCA.C17-GRID.i3.10945 entered observer.
[14:55:47]	CCA.C17-GRID.i3.10945 exited observer at their location.
[14:55:49]	CCA.C17-GRID.i3.10945 entered observer.
[14:55:54]	CCA.C17-GRID.i3.10945 exited observer at their location.
[14:56:28]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/gold.mdl'.
[14:56:30]	CCA.C17-GRID.i3.10945 entered observer.
[14:56:31]	CCA.C17-GRID.i3.10945 exited observer at their location.
[14:56:41]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/gold.mdl'.
[14:56:42]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/gold.mdl'.
[14:56:44]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/lead.mdl'.
[14:56:46]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/silver.mdl'.
[14:56:48]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/steel.mdl'.
[14:56:49]	CCA.C17-GRID.i3.10945 entered observer.
[14:57:01]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/steel.mdl'.
[14:57:07]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/lead.mdl'.
[14:57:10]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/steel.mdl'.
[14:57:10]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/lead.mdl'.
[14:57:18]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/aluminum.mdl'.
[14:57:23]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/aluminum.mdl'.
[14:57:27]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/aluminum.mdl'.
[14:57:30]	CCA.C17-GRID.i3.10945 has spawned 'models/mosi/fallout4/props/junk/components/steel.mdl'.
[14:57:39]	CCA.C17-GRID.i3.10945 exited observer at their location.
[14:57:44]	matt saton loaded the character 'Ryan Maley'
[14:57:44]	Otto Von Habsburg has killed Otto Von Habsburg.
[14:57:44]	Ryan Maley has taken 1 damage from worldspawn.
[14:57:45]	Ryan Maley has taken 1 damage from worldspawn.
[14:57:45]	Ryan Maley entered observer.
[14:58:06]	Ryan Maley has spawned 'models/mosi/fallout4/props/junk/components/lead.mdl'.
