[10:53:25]	matt saton has connected.
[11:39:21]	Akulov Shepherd has gained a 'Suitcase' #14329.
[11:39:21]	Akulov Shepherd has gained a 'Relocation Coupon' #14330.
[11:39:21]	Akulov Shepherd has gained a 'Cyclopic Citizen Suit' #14331.
[11:39:21]	Akulov Shepherd has gained a 'Citizen Filter' #14332.
[11:39:21]	Jorgen_Skog loaded the character 'Akulov Shepherd'
[11:39:51]	Akulov Shepherd used command '/PM 510 Incarnate right?'.
[11:49:06]	Akulov Shepherd ran 'Equip' on item 'Cyclopic Citizen Suit' (#14331)
[11:57:51]	Akulov Shepherd ran 'take' on item 'Suitcase' (#14222)
[11:57:51]	Akulov Shepherd has gained a 'Suitcase' #14222.
[11:57:51]	Akulov Shepherd has gained a 'Rock' #13839.
[11:57:57]	Akulov Shepherd ran 'drop' on item 'Rock' (#13839)
[11:57:57]	Akulov Shepherd has lost a 'Rock' #13839.
[11:58:08]	Akulov Shepherd ran 'take' on item 'Rock' (#13839)
[11:58:08]	Akulov Shepherd has gained a 'Rock' #13839.
[11:58:21]	Akulov Shepherd has taken 1 damage from worldspawn.
[11:58:22]	Akulov Shepherd has taken 1 damage from worldspawn.
[11:58:23]	Akulov Shepherd has taken 1 damage from worldspawn.
[11:58:24]	Akulov Shepherd has taken 1 damage from worldspawn.
[11:58:24]	Akulov Shepherd has taken 1 damage from worldspawn.
[12:09:25]	Akulov Shepherd has taken 1 damage from worldspawn.
[12:09:26]	Akulov Shepherd has taken 1 damage from worldspawn.
[12:09:27]	Akulov Shepherd has taken 1 damage from worldspawn.
[12:09:27]	Akulov Shepherd has taken 1 damage from worldspawn.
[12:09:28]	Akulov Shepherd has taken 1 damage from worldspawn.
[12:09:29]	Akulov Shepherd has taken 1 damage from worldspawn.
[12:09:29]	Akulov Shepherd ran 'equip' on item 'Citizen Filter' (#14332)
[12:09:39]	Akulov Shepherd has taken 5 damage from Akulov Shepherd.
[12:09:39]	Akulov Shepherd has gained 10 tokens.
[12:09:51]	Akulov Shepherd ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#14331)
[12:10:05]	Jorgen_Skog loaded the character 'PVT Jorgen Marventsky'
[12:10:53]	PVT Jorgen Marventsky used command '/Radio // Where are you at'.
[12:11:02]	PVT Jorgen Marventsky ran 'View' on item 'Notepad' (#13969)
[12:20:07]	PVT Jorgen Marventsky used the 'Ration Supply' vendor.
[12:20:17]	PVT Jorgen Marventsky used the 'Ration Supply' vendor.
[12:20:18]	PVT Jorgen Marventsky used the 'Ration Supply' vendor.
[12:20:19]	PVT Jorgen Marventsky has gained 0 tokens.
[12:20:19]	PVT Jorgen Marventsky has gained a 'Civil Protection Functionary Grade Ration' #14332.
[12:20:24]	PVT Jorgen Marventsky ran 'Open' on item 'Civil Protection Functionary Grade Ration' (#14332)
[12:20:24]	PVT Jorgen Marventsky has gained a 'Civil Protection Functionary Grade Food Product' #14333.
[12:20:24]	PVT Jorgen Marventsky has gained a 'Universal Union Functionary Grade Beverage' #14334.
[12:20:28]	PVT Jorgen Marventsky ran 'Consume' on item 'Civil Protection Functionary Grade Food Product' (#14333)
[12:20:30]	PVT Jorgen Marventsky ran 'Consume' on item 'Universal Union Functionary Grade Beverage' (#14334)
[12:32:17]	Jorgen_Skog loaded the character 'Akulov Shepherd'
[12:33:30]	Akulov Shepherd has taken 1 damage from worldspawn.
[12:33:30]	Akulov Shepherd has taken 1 damage from worldspawn.
[12:33:33]	[OOC] CCA.C08-UNION.i1.51023: what's good
[12:33:54]	[OOC] Akulov Shepherd: waiting on a char transfer and whitelist to cp if this training is gonna happen
[12:34:25]	[OOC] CCA.C08-UNION.i1.51023: give me a second to pour myeslf a glass of sweet tea and ill be ready to start
[12:34:28]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[12:34:56]	[OOC] CCA.C08-UNION.i1.51023: back in like, not even two minutes
[12:36:39]	CCA.C08-UNION.i1.51023 used command '/PlyWhitelist akul cca'.
[12:36:41]	CCA.C08-UNION.i1.51023 used command '/PlyWhitelist akul civil'.
[12:36:42]	CCA.C08-UNION.i1.51023 exited observer at their location.
[12:36:43]	CCA.C08-UNION.i1.51023 entered observer.
[12:36:44]	CCA.C08-UNION.i1.51023 exited observer at their location.
[12:36:45]	CCA.C08-UNION.i1.51023 entered observer.
[12:36:45]	CCA.C08-UNION.i1.51023 exited observer at their location.
[12:36:53]	[OOC] CCA.C08-UNION.i1.51023: gimme a quick sec, i'll go ahead and get our RP started
[12:36:59]	[OOC] CCA.C08-UNION.i1.51023: i gotta grab you IC
[12:37:13]	matt saton loaded the character 'CCA.C17-JUDGE.OfC.36012'
[12:37:14]	CCA.C17-JUDGE.OfC.36012 entered observer.
[12:37:26]	CCA.C08-UNION.OfC.19860 used command '/CharSetName judge CCA.C08-UNION.OfC.19860'.
[12:37:31]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[12:37:33]	CCA.C08-UNION.OfC.19860 used command '/CharSetSkin ofc 34'.
[12:37:34]	CCA.C08-UNION.OfC.19860 used command '/CharSetSkin ofc 4'.
[12:37:36]	CCA.C08-UNION.OfC.19860 entered observer.
[12:37:43]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[12:37:43]	CCA.C08-UNION.OfC.19860 entered observer.
[12:38:06]	[OOC] CCA.C08-UNION.OfC.19860: and then let me grab you funny model
[12:38:29]	Jorgen_Skog created the character 'CCA.C17-RCT.22034'
[12:38:29]	CCA.C17-RCT.22034 has gained a 'Squad Identification Device' #14332.
[12:38:29]	CCA.C17-RCT.22034 has gained a 'USP Match' #14333.
[12:38:29]	CCA.C17-RCT.22034 has gained a '9mm Pistol Magazine' #14334.
[12:38:29]	CCA.C17-RCT.22034 has gained a '9mm Pistol Magazine' #14335.
[12:38:35]	Jorgen_Skog loaded the character 'CCA.C17-RCT.22034'
[12:38:52]	CCA.C17-RCT.22034 used command '/CharDesc'.
[12:38:59]	[OOC] CCA.C08-UNION.OfC.19860: hop back on yourshitizen
[12:39:00]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[12:39:00]	CCA.C08-UNION.OfC.19860 entered observer.
[12:39:07]	Jorgen_Skog loaded the character 'Akulov Shepherd'
[12:39:17]	CCA.C08-UNION.OfC.19860 used command '/CharSetSkin ak models/tnb/citizens/male_07.mdl'.
[12:39:22]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[12:39:23]	CCA.C08-UNION.OfC.19860 entered observer.
[12:39:28]	CCA.C08-UNION.OfC.19860 used command '/CharSetModel aku models/tnb/citizens/male_07.mdl'.
[12:39:29]	[LOOC] Akulov Shepherd: lmao
[12:39:35]	CCA.C08-UNION.OfC.19860 used command '/CharEditBodygroup aku'.
[12:39:41]	Akulov Shepherd used command '/ActStand 2'.
[12:39:48]	CCA.C08-UNION.OfC.19860 has changed Akulov Shepherd's bodygroups.
[12:39:57]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[12:40:04]	[LOOC] Akulov Shepherd: setting my model as a transfer to CCA?
[12:40:06]	CCA.C08-UNION.OfC.19860 used command '/CharSetSkin union 4'.
[12:40:15]	[Y] CCA.C08-UNION.OfC.19860: <:: You. ::>
[12:40:16]	Akulov Shepherd used command '/ExitAct'.
[12:40:23]	[Y] CCA.C08-UNION.OfC.19860: <:: Shephard, Akulov, correct? ::>
[12:40:51]	[LOOC] Akulov Shepherd: still got my relocation card as well*
[12:40:56]	[LOOC] CCA.C08-UNION.OfC.19860: so IC you're a new croot they're bringing in from another city to help with the precinct's unit deficit
[12:41:10]	Akulov Shepherd ran 'Equip' on item 'Cyclopic Citizen Suit' (#14331)
[12:41:44]	[LOOC] Akulov Shepherd: void that
[12:42:13]	CCA.C08-UNION.OfC.19860 has gained 10 tokens.
[12:44:39]	matt saton loaded the character 'CCA.C08-UNION.i5.10592'
[12:44:59]	CCA.C08-HELIX.i3.10592 used command '/CharSetName union CCA.C08-HELIX.i3.10592'.
[12:45:04]	CCA.C08-HELIX.i3.10592 used command '/CharDesc'.
[12:45:11]	CCA.C08-HELIX.i3.10592 used command '/CharDesc A generic HELIX i3, nothing particularly special about him.'.
[12:45:18]	CCA.C08-HELIX.i3.10592 entered observer.
[12:45:22]	CCA.C08-HELIX.i3.10592 exited observer at their location.
[12:45:22]	CCA.C08-HELIX.i3.10592 entered observer.
[12:45:23]	CCA.C08-HELIX.i3.10592 exited observer at their location.
[12:46:12]	CCA.C08-HELIX.i3.10592 has spawned a 'Entity [2900][ix_airvent]'.
[12:46:23]	CCA.C08-HELIX.i3.10592 entered observer.
[12:46:29]	CCA.C08-HELIX.i3.10592 has spawned a 'Entity [2902][ix_airvent]'.
[12:46:45]	CCA.C08-HELIX.i3.10592 exited observer at their location.
[12:47:05]	Akulov Shepherd ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#14331)
[12:47:10]	Akulov Shepherd used command '/ActStand'.
[12:47:12]	Akulov Shepherd used command '/ExitAct'.
[12:47:16]	Akulov Shepherd used command '/ActStand 1'.
[12:47:19]	Akulov Shepherd used command '/ExitAct'.
[12:47:24]	Akulov Shepherd used command '/ActStand 2'.
[12:47:35]	[LOOC] Akulov Shepherd: coke addict arms lmao
[12:47:39]	[LOOC] CCA.C08-HELIX.i3.10592: pfff
[12:48:01]	[LOOC] CCA.C08-HELIX.i3.10592: the border between the hand and arm is so clearly an armhack
[12:48:05]	[LOOC] CCA.C08-HELIX.i3.10592: endlessly funny
[12:48:09]	[LOOC] Akulov Shepherd: lmao
[12:48:55]	[ME] CCA.C08-HELIX.i3.10592: would remove a strange-looking stethoscope. He plugs it in to his suit helmet. It looks like a 3.5mm audio jack.
[12:49:14]	[ME] CCA.C08-HELIX.i3.10592: would place the stethoscope over the man's heart.
[12:49:30]	[ME] Akulov Shepherd: does a few deep breaths
[12:49:39]	CCA.C08-HELIX.i3.10592 has gained 10 tokens.
[12:49:50]	[ME] CCA.C08-HELIX.i3.10592: moves to the man's back and replaces the stethoscope on his back.
[12:49:58]	[LOOC] Akulov Shepherd: GP exam, jk
[12:50:00]	[LOOC] CCA.C08-HELIX.i3.10592: lmao
[12:50:04]	[LOOC] Akulov Shepherd: lmao
[12:50:07]	[LOOC] CCA.C08-HELIX.i3.10592: i'm just making sure you're ready for heart surgery
[12:50:14]	[LOOC] Akulov Shepherd: since when lol
[12:50:21]	[LOOC] CCA.C08-HELIX.i3.10592: i'm not a doctor okay
[12:50:34]	[ME] Akulov Shepherd: again does a few more deep breaths
[12:50:53]	[LOOC] Akulov Shepherd: skeleton missing and you lost your medical liscence after putting a big ass heart inside a rib cage
[12:50:57]	[LOOC] CCA.C08-HELIX.i3.10592: lmao
[12:51:03]	[LOOC] Akulov Shepherd: tf2 moments
[12:51:18]	[ME] CCA.C08-HELIX.i3.10592: removes the stethoscope and places it around his own neck, resting there. 
[12:51:36]	[ME] CCA.C08-HELIX.i3.10592: takes out a clip from a satchel on his belt. He clips it to the citizen's hand. Seems like it's tracking his heart rate.
[12:51:54]	Death Razor has connected.
[12:52:01]	[ME] CCA.C08-HELIX.i3.10592: then takes a miniaturized blood pressure checker, I don't know the word off the top of my head, out of another satchel.
[12:52:34]	[ME] CCA.C08-HELIX.i3.10592: places the velcro armband around the man's upper arm and begins to pump it up.
[12:52:41]	[LOOC] CCA.C08-HELIX.i3.10592: pump up the jam, pump it up
[12:52:45]	Death Razor loaded the character 'Andrew 'Razor' Gonzalez'
[12:52:47]	[LOOC] Akulov Shepherd: lol
[12:52:55]	[OOC] CCA.C08-HELIX.i3.10592: sup death
[12:52:57]	[OOC] CCA.C08-HELIX.i3.10592: be with you here in a sec
[12:53:12]	[OOC] Andrew 'Razor' Gonzalez: What's going on chief, it's all good
[12:53:16]	[LOOC] Akulov Shepherd: there just called blood pressure monitors
[12:53:31]	[LOOC] CCA.C08-HELIX.i3.10592: ah fug, i thought it had some scientific name
[12:53:32]	[LOOC] CCA.C08-HELIX.i3.10592: mocing on
[12:53:37]	[LOOC] Akulov Shepherd: nhs stuff
[12:53:49]	[ME] CCA.C08-HELIX.i3.10592: applies the stethoscope to the man's arm as well. He checks the man's blood pressure, then removes the velcro armband.
[12:54:41]	Andrew 'Razor' Gonzalez ran 'Consume' on item 'Flavored Consulate Water' (#13004)
[12:54:46]	Andrew 'Razor' Gonzalez ran 'Consume' on item 'Consulate Water' (#14213)
[12:54:57]	Akulov Shepherd used command '/ExitAct'.
[12:54:57]	Andrew 'Razor' Gonzalez ran 'Consume' on item 'Flavored Consulate Water' (#14217)
[12:55:37]	[OOC] CCA.C08-HELIX.i3.10592: are you transferring andrew to the CCA, are you doing a new char, how's this working
[12:55:42]	Akulov Shepherd used command '/ActInjured'.
[12:55:46]	Akulov Shepherd used command '/ExitAct'.
[12:55:54]	Akulov Shepherd used command '/ActInjured'.
[12:55:54]	[OOC] Andrew 'Razor' Gonzalez: Uhhh depending on what my final assignment is
[12:56:04]	[OOC] Andrew 'Razor' Gonzalez: If anything I can just make a new one
[12:56:19]	[OOC] Andrew 'Razor' Gonzalez: And then I can use Andrew for the CWU or something
[12:56:25]	[OOC] CCA.C08-HELIX.i3.10592: for now we'll do le funny generic CCA unit, it may be andrew, by not, until ranks come out. will that work? or do you just want to make a new one or some siht
[12:56:56]	[OOC] Andrew 'Razor' Gonzalez: I want to see if I can have Andrew be a doctor so I'll just make a new unit
[12:57:01]	[ME] CCA.C08-HELIX.i3.10592: would unscrew a valve from a tank, and then place a mask over the man's mouth and nose. He would move the elastic strap around his head.
[12:57:02]	[OOC] CCA.C08-HELIX.i3.10592: alright
[12:57:11]	[OOC] CCA.C08-HELIX.i3.10592: just make a new shitizen for your training for me
[12:57:54]	[IT] CCA.C08-HELIX.i3.10592: You pass out.
[12:58:09]	Death Razor created the character 'Enrique Franco'
[12:58:09]	Enrique Franco has gained a 'Suitcase' #14336.
[12:58:09]	Enrique Franco has gained a 'Relocation Coupon' #14337.
[12:58:09]	Enrique Franco has gained a 'Green Citizen Suit' #14338.
[12:58:09]	Enrique Franco has gained a 'Citizen Filter' #14339.
[12:58:13]	[ME] CCA.C08-HELIX.i3.10592: doesn't know medicalRP, so /me does le funny biosignal implantation.
[12:58:14]	Death Razor loaded the character 'Enrique Franco'
[12:58:19]	[LOOC] CCA.C08-HELIX.i3.10592: while we're doing tihs, do a /roll 99999 for me
[12:58:24]	[OOC] Enrique Franco: There
[12:58:30]	[OOC] CCA.C08-HELIX.i3.10592: epic, be down on an OfC soon
[12:58:35]	[LOOC] Akulov Shepherd: really lol
[12:58:40]	Apollo7771FO3 has connected.
[12:58:41]	[LOOC] CCA.C08-HELIX.i3.10592: yeah, it's to pick your digits
[12:58:47]	[LOOC] Akulov Shepherd: my cp digits
[12:58:50]	[LOOC] CCA.C08-HELIX.i3.10592: affirmative
[12:58:56]	Akulov Shepherd rolled 77283 out of 99999.
[12:58:56]	Akulov Shepherd used command '/Roll 99999'.
[12:59:10]	[OOC] CCA.C08-HELIX.i3.10592: ICly you're a new croot, like brand new croot, brought in from another precinct to give more hands on this precinct's CCA presence
[12:59:13]	Enrique Franco has taken 5 damage from Enrique Franco.
[12:59:13]	Enrique Franco has gained 10 tokens.
[12:59:22]	CCA.C08-HELIX.i3.10592 used command '/CharSetName akulov CCA.C08-RCT.77283'.
[12:59:27]	CCA.C08-HELIX.i3.10592 used command '/PlyTransfer rct civil'.
[12:59:30]	CCA.C08-HELIX.i3.10592 entered observer.
[12:59:31]	[OOC] Enrique Franco: Gotcha
[12:59:35]	CCA.C08-HELIX.i3.10592 exited observer at their location.
[12:59:39]	CCA.C08-HELIX.i3.10592 has gained 10 tokens.
[12:59:45]	Enrique Franco has taken 1 damage from worldspawn.
[12:59:46]	Enrique Franco has taken 1 damage from worldspawn.
[12:59:47]	Enrique Franco has taken 1 damage from worldspawn.
[12:59:47]	Enrique Franco has taken 1 damage from worldspawn.
[12:59:48]	matt saton loaded the character 'CCA.C08-UNION.OfC.19860'
[12:59:50]	CCA.C08-UNION.OfC.19860 entered observer.
[12:59:55]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[12:59:55]	CCA.C08-UNION.OfC.19860 entered observer.
[13:00:12]	CCA.C08-UNION.OfC.19860 used command '/CharSetModel franco models/tnb/citizens/male_03.mdl'.
[13:00:16]	CCA.C08-UNION.OfC.19860 used command '/CharEditBodygroup franco'.
[13:00:23]	[OOC] Enrique Franco: You gave me the black guy
[13:00:23]	[LOOC] CCA.C08-RCT.77283: e
[13:00:23]	CCA.C08-UNION.OfC.19860 has changed Enrique Franco's bodygroups.
[13:00:28]	[OOC] Enrique Franco: I'm not racist
[13:00:38]	[OOC] CCA.C08-UNION.OfC.19860: it's all HL2TS2 has to offer for the regular models so take it and like it
[13:00:38]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[13:00:45]	CCA.C08-UNION.OfC.19860 entered observer.
[13:00:46]	Apollo7771FO3 loaded the character 'Bubba'
[13:00:46]	[OOC] Enrique Franco: Slavery
[13:00:50]	[OOC] CCA.C08-UNION.OfC.19860: no u
[13:00:54]	[OOC] Bubba: Based.
[13:01:29]	[OOC] Enrique Franco: It's funny because this model's face looks like one of the people I work with lmao
[13:01:47]	[LOOC] CCA.C08-RCT.77283: what now it pitch black lol
[13:01:48]	Enrique Franco has taken 1 damage from worldspawn.
[13:01:49]	[OOC] Enrique Franco: I'm now a black Spaniard
[13:01:49]	Enrique Franco has taken 1 damage from worldspawn.
[13:05:03]	[OOC] CCA.C08-UNION.OfC.19860: howdy
[13:05:09]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[13:05:11]	[OOC] CCA.C08-RCT.77283: e
[13:05:13]	[LOOC] CCA.C08-UNION.OfC.19860: roll out of 99999 for me
[13:05:18]	[OOC] Bubba: EA
[13:05:21]	CCA.C08-RCT.77283 used command '/ExitAct'.
[13:05:27]	[LOOC] CCA.C08-UNION.OfC.19860: i need to get your digits, whorte
[13:05:28]	Enrique Franco rolled 8222 out of 99999.
[13:05:28]	Enrique Franco used command '/Roll 99999'.
[13:05:29]	[LOOC] CCA.C08-UNION.OfC.19860: whore
[13:05:32]	[LOOC] Enrique Franco: bitch
[13:05:36]	[LOOC] Enrique Franco: I get the triples
[13:05:39]	CCA.C08-UNION.OfC.19860 used command '/CharSetName enrique CCA.C08-RCT.08222'.
[13:06:08]	CCA.C08-UNION.OfC.19860 used command '/CharSetSkin rct 4'.
[13:06:13]	[LOOC] CCA.C08-RCT.08222: Fucking eight triple two easiest code
[13:06:14]	CCA.C08-UNION.OfC.19860 used command '/CharSetModel rct models/police_nemez.mdl'.
[13:06:29]	CCA.C08-UNION.OfC.19860 used command '/CharSetModel 8222 models/police_nemez.mdl'.
[13:06:33]	CCA.C08-UNION.OfC.19860 used command '/CharEditBodygroup'.
[13:06:37]	CCA.C08-UNION.OfC.19860 used command '/CharEditBodygroup 08222'.
[13:06:48]	[LOOC] CCA.C08-RCT.08222: Neat RCT uniforms
[13:06:51]	CCA.C08-UNION.OfC.19860 used command '/CharSetSkin rct 4'.
[13:06:57]	CCA.C08-UNION.OfC.19860 used command '/CharEditBodygroup 08222'.
[13:07:02]	CCA.C08-UNION.OfC.19860 has changed CCA.C08-RCT.08222's bodygroups.
[13:07:02]	CCA.C08-UNION.OfC.19860 has changed CCA.C08-RCT.08222's bodygroups.
[13:07:02]	CCA.C08-UNION.OfC.19860 has changed CCA.C08-RCT.08222's bodygroups.
[13:07:03]	CCA.C08-UNION.OfC.19860 has changed CCA.C08-RCT.08222's bodygroups.
[13:07:10]	CCA.C08-UNION.OfC.19860 used command '/CharSetSkin 08222 4'.
[13:07:18]	CCA.C08-UNION.OfC.19860 used command '/CharEditBodygroup rct'.
[13:07:25]	CCA.C08-UNION.OfC.19860 has changed CCA.C08-RCT.77283's bodygroups.
[13:07:34]	CCA.C08-UNION.OfC.19860 used command '/PlyTransfer 08222 civil'.
[13:07:38]	CCA.C08-UNION.OfC.19860 used command '/PlyWhitelist 08222 civil'.
[13:07:39]	CCA.C08-UNION.OfC.19860 used command '/PlyTransfer 08222 civil'.
[13:07:40]	CCA.C08-UNION.OfC.19860 entered observer.
[13:07:43]	[LOOC] CCA.C08-RCT.08222: You gave him the wrong model too I think
[13:07:45]	CCA.C08-UNION.OfC.19860 used command '/PlyWhitelist bubba civil'.
[13:07:48]	[OOC] CCA.C08-UNION.OfC.19860: hop on a new croot bubba
[13:07:52]	[OOC] Bubba: Affirm.
[13:07:59]	CCA.C08-RCT.08222 has killed CCA.C08-RCT.08222.
[13:08:02]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[13:08:11]	CCA.C08-RCT.08222 ran 'drop' on item 'Green Citizen Suit' (#14338)
[13:08:11]	CCA.C08-RCT.08222 has lost a 'Green Citizen Suit' #14338.
[13:08:13]	CCA.C08-RCT.08222 ran 'drop' on item 'Citizen Filter' (#14339)
[13:08:13]	CCA.C08-RCT.08222 has lost a 'Citizen Filter' #14339.
[13:08:15]	[LOOC] CCA.C08-RCT.77283: erm what
[13:08:16]	CCA.C08-RCT.08222 ran 'take' on item 'Citizen Filter' (#14339)
[13:08:16]	CCA.C08-RCT.08222 has gained a 'Citizen Filter' #14339.
[13:08:21]	CCA.C08-RCT.08222 ran 'drop' on item 'Suitcase' (#14336)
[13:08:21]	CCA.C08-RCT.08222 has lost a 'Suitcase' #14336.
[13:08:21]	[LOOC] CCA.C08-UNION.OfC.19860: ignore that
[13:08:26]	[LOOC] CCA.C08-RCT.77283: still blinded e
[13:08:27]	CCA.C08-RCT.08222 ran 'take' on item 'Suitcase' (#14336)
[13:08:27]	CCA.C08-RCT.08222 has gained a 'Suitcase' #14336.
[13:08:28]	CCA.C08-RCT.08222 ran 'take' on item 'Green Citizen Suit' (#14338)
[13:08:28]	CCA.C08-RCT.08222 has gained a 'Green Citizen Suit' #14338.
[13:09:08]	[ME] CCA.C08-RCT.77283: slurps peps
[13:09:10]	[LOOC] CCA.C08-RCT.77283: void
[13:09:15]	Apollo7771FO3 created the character 'CCA.C17-RCT.64998'
[13:09:15]	CCA.C17-RCT.64998 has gained a 'Squad Identification Device' #14340.
[13:09:15]	CCA.C17-RCT.64998 has gained a 'USP Match' #14341.
[13:09:15]	CCA.C17-RCT.64998 has gained a '9mm Pistol Magazine' #14342.
[13:09:15]	CCA.C17-RCT.64998 has gained a '9mm Pistol Magazine' #14343.
[13:09:16]	[LOOC] CCA.C08-RCT.77283: pepsi*
[13:09:31]	Apollo7771FO3 loaded the character 'CCA.C17-RCT.64998'
[13:09:33]	CCA.C08-RCT.77283 used command '/CharDesc'.
[13:09:40]	CCA.C08-RCT.77283 used command '/CharDesc Description will be done after.'.
[13:09:45]	CCA.C08-UNION.OfC.19860 entered observer.
[13:09:47]	[OOC] CCA.C08-RCT.08222: We're all here
[13:09:48]	CCA.C08-UNION.OfC.19860 has gained 10 tokens.
[13:09:50]	[OOC] CCA.C17-RCT.64998: Mhm.
[13:09:54]	[OOC] CCA.C08-RCT.77283: lmao
[13:10:21]	CCA.C08-UNION.OfC.19860 used command '/CharSetName c17 CCA.C08-RCT.64998'.
[13:10:29]	[OOC] CCA.C08-UNION.OfC.19860: we're missing 3 people wtf ;-;
[13:10:39]	[OOC] CCA.C08-RCT.08222: Didn't someone reschedule?
[13:10:56]	[OOC] CCA.C08-UNION.OfC.19860: only one person
[13:10:57]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[13:11:07]	CCA.C08-UNION.OfC.19860 entered observer.
[13:11:10]	[OOC] CCA.C08-RCT.08222: Well shit
[13:11:17]	[OOC] CCA.C08-RCT.77283: only two went 29th
[13:11:19]	[OOC] CCA.C08-UNION.OfC.19860: we should still have 3 people plus
[13:11:30]	[OOC] CCA.C08-UNION.OfC.19860: i DMed the three
[13:11:30]	[OOC] CCA.C08-RCT.64998: Hm.
[13:11:31]	[OOC] CCA.C08-RCT.08222: Time to do training just like the Academy oh boy
[13:11:33]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[13:11:34]	CCA.C08-UNION.OfC.19860 entered observer.
[13:11:34]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[13:11:45]	[OOC] CCA.C08-UNION.OfC.19860: Bee is getting on
[13:11:46]	[OOC] CCA.C08-RCT.08222: Fucking academy 2.0
[13:11:47]	CCA.C08-UNION.OfC.19860 entered observer.
[13:11:48]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[13:11:49]	CCA.C08-UNION.OfC.19860 entered observer.
[13:11:50]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[13:11:51]	CCA.C08-UNION.OfC.19860 entered observer.
[13:12:09]	[OOC] CCA.C08-RCT.77283: just name the bird bub from dawn of the dead
[13:12:18]	[OOC] CCA.C08-RCT.64998: One moment.
[13:12:28]	[OOC] CCA.C08-RCT.08222: Least we don't have these shitty small desks I hated those in my training class back then
[13:12:51]	[OOC] CCA.C08-UNION.OfC.19860: also
[13:12:54]	[OOC] CCA.C08-UNION.OfC.19860: lebanon sweet bologna
[13:12:56]	[OOC] CCA.C08-UNION.OfC.19860: holy fuck it's the best
[13:13:16]	CCA.C08-UNION.OfC.19860 used command '/ToggleRaise'.
[13:13:41]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[13:13:42]	CCA.C08-UNION.OfC.19860 entered observer.
[13:13:45]	CCA.C08-UNION.OfC.19860 exited observer at their location.
[13:13:46]	CCA.C08-UNION.OfC.19860 entered observer.
